Area,2011-12,2012-13,2013-14,2014-15,2015-16
E01015155,,,,,
E01015156,,,,,
E01015157,,,,,
E01015158,,,,,
E01015159,,,,,
E01015160,,,,,
E01015161,,,,,
E01015162,,,,,
E01015163,,,,,
E01015164,,,,,
E01015165,,,,,
E01015166,,,,,
E01015167,,,,,
E01015168,,,,,
E01015169,,,,,
E01015170,,,,,
E01015171,,,,,
E01015172,,,,,
E01015173,,,,,
E01015174,,,,,
E01015175,,,,,
E01015176,,,,,
E01015177,,,,,
E01015178,,,,,
E01015179,,,,,
E01015180,,,,,
E01015181,,,,,
E01015182,,,,,
E01015183,,,,,
E01015184,,,,,
E01015185,,,,,
E01015186,,,,,
E01015187,,,,,
E01015188,,,,,
E01015189,,,,,
E01015190,,,,,
E01015191,,,,,
E01015192,,,,,
E01015193,,,,,
E01015194,,,,,
E01015195,,,,,
E01015196,,,,,
E01015197,,,,,
E01015198,,,,,
E01015199,,,,,
E01015200,,,,,
E01015201,,,,,
E01015202,,,,,
E01015203,,,,,
E01015204,,,,,
E01015205,,,,,
E01015206,,,,,
E01015207,,,,,
E01015208,,,,,
E01015209,,,,,
E01015210,,,,,
E01015211,,,,,
E01015212,,,,,
E01015213,,,,,
E01015214,,,,,
E01015215,,,,,
E01015216,,,,,
E01015217,,,,,
E01015218,,,,,
E01015219,,,,,
E01015220,,,,,
E01015221,,,,,
E01015222,,,,,
E01015223,,,,,
E01015224,,,,,
E01015225,,,,,
E01015226,,,,,
E01015227,,,,,
E01015228,,,,,
E01015229,,,,,
E01015230,,,,,
E01015231,,,,,
E01015232,,,,,
E01015233,,,,,
E01015234,,,,,
E01015235,,,,,
E01015236,,,,,
E01015237,,,,,
E01015238,,,,,
E01015239,,,,,
E01015240,,,,,
E01015241,,,,,
E01015242,,,,,
E01015243,,,,,
E01015244,,,,,
E01015245,,,,,
E01015246,,,,,
E01015247,,,,,
E01015248,,,,,
E01015249,,,,,
E01015250,,,,,
E01015251,,,,,
E01015252,,,,,
E01015253,,,,,
E01015254,,,,,
E01015255,,,,,
E01015256,,,,,
E01015257,,,,,
E01015258,,,,,
E01015259,,,,,
E01015260,,,,,
E01015261,,,,,
E01015262,,,,,
E01015263,,,,,
E01015264,,,,,
E01015265,,,,,
E01015266,,,,,
E01015267,,,,,
E01015268,,,,,
E01015269,,,,,
E01015270,,,,,
E01015271,,,,,
E01019886,0,0,0,#,0
E01019887,1863.111359,#,#,#,#
E01019888,1535.719925,1301.050754,1478.918397,1904.565829,#
E01019889,0,0,0,0,#
E01019890,0,0,0,#,0
E01019891,#,2284.203736,#,2179.70783,2448.432043
E01019892,0,0,0,0,0
E01019893,#,#,0,#,#
E01019894,0,0,0,#,0
E01019895,0,#,#,#,#
E01019896,1362.709691,1195.469921,1133.475445,1134.956929,1033.0292
E01019897,#,0,#,#,#
E01019898,#,#,#,890.450654,#
E01019899,#,#,#,#,0
E01019900,940.6938974,#,#,890.450654,#
E01019901,0,0,0,0,0
E01019902,#,#,#,#,939.3688157
E01019903,#,#,0,0,0
E01019904,0,0,0,0,0
E01019905,#,0,0,0,0
E01019906,2337.894824,2198.905226,2024.876744,2560.587317,2437.960216
E01019907,0,0,#,0,0
E01019908,0,0,0,0,0
E01019909,0,0,0,0,0
E01019910,1951.610335,#,#,#,1522.801883
E01019911,#,#,#,0,#
E01019912,1272.549873,1455.80323,1185.287503,#,1333.228552
E01019913,1111.194855,1125.23279,925.6469834,1188.302005,1105.27992
E01019914,#,1484.34759,1443.001399,#,0
E01019915,1337.778045,#,1065.443775,1513.205104,#
E01019916,0,#,0,0,0
E01019917,3079.177064,#,#,#,2555.458557
E01019918,1980.250365,#,#,#,0
E01019919,0,#,0,0,0
E01019920,2575.187191,2512.978834,#,#,0
E01019921,0,0,0,0,0
E01019922,0,#,0,0,0
E01019923,0,0,#,0,0
E01019924,0,0,0,0,0
E01019925,0,#,0,0,0
E01019927,#,0,0,#,0
E01019928,3007.616073,2656.806584,2365.192862,2407.095966,#
E01019929,0,#,0,0,#
E01019930,0,0,0,#,0
E01019931,0,#,#,#,#
E01019932,#,#,0,0,0
E01019933,0,#,#,0,0
E01019934,1333.228552,1446.665738,1155.293052,1165.700231,1391.529203
E01019935,0,0,0,#,0
E01019936,#,#,#,#,#
E01019937,0,0,0,0,0
E01019938,0,0,0,0,0
E01019939,0,0,0,0,0
E01019940,#,#,#,#,0
E01019942,0,0,#,0,0
E01019943,0,0,0,0,0
E01019944,#,1973.354346,#,#,#
E01019945,0,#,0,#,#
E01019946,1286.259243,1226.094985,1169.697896,1282.486684,1284.22179
E01019947,1445.97049,1551.435939,1247.456719,1487.64117,1264.621947
E01019948,0,0,#,0,0
E01019949,1152.397953,1181.417324,1136.21178,1070.565677,1083.428903
E01019950,0,0,0,0,0
E01019951,#,760.4732706,#,779.5612135,#
E01019952,1002.943101,#,#,#,#
E01019953,#,0,0,0,0
E01019954,0,0,0,0,0
E01019955,0,0,0,#,0
E01019956,#,1218.764757,#,#,#
E01019957,0,0,#,0,#
E01019958,1267.40763,954.5254648,1162.301692,1366.049284,1173.93811
E01019959,0,0,#,0,0
E01019960,0,0,0,0,0
E01019961,#,#,#,#,#
E01019962,#,0,0,0,0
E01019963,0,0,0,0,0
E01019964,0,0,0,0,0
E01019965,#,0,0,0,0
E01019966,0,0,0,0,0
E01019967,0,0,0,0,0
E01019968,#,#,#,#,1449.966202
E01019969,0,2403.97613,#,0,0
E01019970,2850.526758,2657.209674,#,2390.621099,2340.25007
E01019971,3744.998182,4383.770725,4089.256656,3990.452934,4608.204699
E01019972,0,#,0,0,0
E01019973,#,0,#,#,0
E01019974,0,0,0,#,0
E01019975,0,0,0,0,#
E01019976,1816.155456,1913.500226,1678.432018,1925.467931,1617.32285
E01019977,0,0,0,#,0
E01019980,#,0,0,0,0
E01019981,0,0,0,0,0
E01019982,0,0,0,0,0
E01019983,0,0,0,0,0
E01019984,0,0,0,0,0
E01019985,0,0,0,0,0
E01019986,0,0,0,0,0
E01019987,#,3012.354244,3287.589814,2973.146007,3208.245651
E01019988,0,#,0,0,0
E01019989,0,#,0,0,0
E01019990,0,0,0,0,0
E01019991,0,0,0,0,0
E01019992,2307.912269,#,0,#,#
E01019993,0,0,0,0,0
E01019994,0,0,0,0,0
E01019995,2382.08451,#,#,2315.92482,2348.538997
E01019996,3100.352893,3262.165436,3749.98022,3933.980926,3408.386943
E01019997,0,0,0,0,0
E01019998,0,0,0,0,0
E01019999,0,0,0,0,0
E01020000,0,0,0,0,0
E01020001,0,0,0,0,0
E01020002,0,0,0,0,#
E01020003,0,0,0,0,0
E01020004,0,0,0,0,0
E01020005,0,0,0,#,0
E01020006,0,0,0,0,0
E01020007,13636.97289,11285.89506,12230.55052,8746.946573,9673.947505
E01020008,0,0,0,0,0
E01020009,0,0,0,0,0
E01020010,0,#,0,0,0
E01020011,0,0,0,0,0
E01020012,0,0,0,0,0
E01020013,3772.577066,3517.26834,3899.754836,2925.201931,3292.713551
E01020014,0,0,#,#,0
E01020015,0,0,0,#,0
E01020016,0,0,0,0,0
E01020017,0,0,#,0,0
E01020018,0,0,#,0,0
E01020019,0,0,0,0,#
E01020020,#,#,5640.318247,5640.318247,#
E01020021,#,3681.960914,#,#,3237.435113
E01020022,0,0,0,0,0
E01020023,0,0,0,#,0
E01020024,1832.400265,#,#,#,1889.430217
E01020025,0,0,0,0,0
E01020026,#,0,0,0,0
E01020027,0,0,0,0,0
E01020029,0,0,0,0,0
E01020030,0,#,0,0,0
E01020031,0,0,0,0,0
E01020032,0,0,0,#,0
E01020033,0,0,0,0,#
E01020035,#,0,0,0,0
E01020036,0,#,#,0,0
E01020037,2666.34405,#,2627.555577,0,0
E01020038,0,#,0,0,0
E01020039,0,#,0,0,0
E01020040,0,0,0,#,0
E01020041,#,2021.192066,#,#,#
E01020042,#,0,0,0,0
E01020043,#,1931.012696,1562.034008,1881.472359,#
E01020044,0,0,0,0,0
E01020045,0,0,#,0,0
E01020046,0,0,#,0,0
E01020047,1571.16891,1050.332104,1095.193529,1005.968938,1205.525088
E01020048,#,#,#,#,#
E01020049,0,0,0,0,0
E01020050,#,1070.565677,#,#,#
E01020051,0,0,0,0,0
E01020052,1900.267685,#,#,#,#
E01020053,#,0,0,0,0
E01020054,0,0,0,0,0
E01020055,2586.1028,2728.808577,2254.507703,2834.316042,2650.98179
E01020056,#,0,0,#,0
E01020057,0,0,0,0,0
E01020058,1866.053657,1757.582062,#,0,0
E01020059,0,0,0,0,0
E01020060,#,#,1315.538655,1310.369002,#
E01020061,1533.304794,1459.485431,#,0,0
E01020062,0,0,0,0,#
E01020063,#,0,#,#,#
E01020064,#,#,#,#,1873.578384
E01020065,#,0,0,#,0
E01020066,0,#,0,0,0
E01020067,0,0,#,0,#
E01020068,1802.685001,1638.79769,#,#,#
E01020069,#,#,#,#,#
E01020070,0,0,#,0,#
E01020071,0,0,0,0,0
E01020072,0,0,0,0,0
E01020073,0,0,#,0,0
E01020074,0,#,0,0,0
E01020075,0,0,0,#,0
E01020076,0,0,0,0,0
E01020077,#,0,0,0,0
E01020078,#,0,#,0,0
E01020079,#,0,0,0,0
E01020080,0,0,0,0,0
E01020081,2428.776952,2399.31931,#,#,0
E01020082,0,0,0,0,0
E01020083,0,0,0,0,0
E01020084,0,0,#,#,0
E01020085,0,0,0,0,0
E01020086,#,#,0,#,0
E01020087,0,0,#,0,0
E01020088,1413.0993,#,1522.208551,1631.890378,1284.481886
E01020089,#,1374.503258,#,1333.958127,#
E01020090,1644.727579,1637.789721,2051.789782,1540.325996,#
E01020091,0,#,0,0,0
E01020092,0,0,0,#,0
E01020093,0,0,0,0,#
E01020094,1712.977056,2026.878721,1659.378215,1478.903793,1655.677757
E01020095,0,0,0,0,0
E01020096,#,#,1630.783524,#,2116.601633
E01020097,#,#,0,#,#
E01020098,#,0,0,0,0
E01020099,0,0,0,#,0
E01020100,0,#,#,0,0
E01020101,0,#,0,0,#
E01020102,0,0,0,0,0
E01020103,0,0,0,0,0
E01020104,0,0,0,0,0
E01020105,0,#,0,0,0
E01020106,0,0,0,0,0
E01020107,1263.883831,#,1143.069076,#,1035.651791
E01020108,0,0,#,0,0
E01020109,0,0,0,0,0
E01020110,1889.430217,2397.513754,2010.167819,1949.496512,1981.695376
E01020111,3054.960355,2488.683597,#,0,0
E01020112,2733.585951,2554.555676,3029.199252,2508.335464,2734.880876
E01020113,2363.747624,2593.957857,#,#,1922.172772
E01020114,0,0,0,0,0
E01020115,#,2344.95271,0,#,#
E01020116,#,#,#,#,#
E01020117,0,0,0,0,0
E01020118,#,3292.713551,#,#,2826.080495
E01020119,#,#,#,#,#
E01020120,#,1509.019766,#,#,1428.230266
E01020121,0,0,0,#,0
E01020122,0,0,#,0,0
E01020123,0,0,0,0,#
E01020124,1769.212408,2160.171694,1949.496512,2052.138516,1562.034008
E01020125,0,0,0,#,0
E01020126,#,1361.184563,1522.208551,#,#
E01020127,0,0,0,0,0
E01020128,2347.403598,1899.595716,2151.753849,1650.967699,1858.783282
E01020129,0,0,0,0,0
E01020130,#,0,0,0,#
E01020131,0,#,0,0,0
E01020132,0,#,0,0,0
E01020133,0,0,0,0,0
E01020134,0,#,#,#,#
E01020135,2249.860918,2282.279574,#,1678.356507,1569.385292
E01020136,1799.06231,1692.482176,#,0,0
E01020137,2486.800329,2465.631492,#,1736.959955,#
E01020138,#,1079.228254,1029.258109,#,#
E01020139,#,0,0,0,0
E01020140,0,0,0,0,0
E01020141,0,0,0,0,0
E01020142,0,0,0,0,0
E01020143,0,0,0,#,0
E01020144,0,0,0,0,0
E01020145,0,0,#,#,0
E01020146,#,#,#,#,#
E01020147,0,1258.443236,1178.392171,#,0
E01020148,0,0,0,0,0
E01020149,0,#,0,#,0
E01020150,#,1453.744905,#,1564.344353,1549.900027
E01020151,#,1148.648191,#,#,1094.337864
E01020152,#,0,0,#,#
E01020153,0,0,0,0,0
E01020154,0,0,0,0,0
E01020155,0,#,2964.187818,#,3315.609291
E01020156,0,0,0,#,0
E01020157,0,0,0,0,0
E01020158,0,0,0,#,0
E01020159,2353.693976,2058.620161,2206.81151,#,1783.404407
E01020160,0,0,0,#,0
E01020161,1459.773719,1406.409534,1519.568738,1348.054334,#
E01020162,0,0,0,0,0
E01020163,0,0,0,0,0
E01020164,3474.332047,#,#,0,0
E01020165,0,0,0,0,0
E01020166,0,#,0,#,0
E01020167,0,0,0,0,0
E01020168,985.1635369,#,1052.447698,#,#
E01020169,0,#,#,0,0
E01020170,#,#,0,0,0
E01020171,0,#,#,#,#
E01020172,0,0,0,#,0
E01020173,#,#,1230.743767,1350.162307,#
E01020174,0,0,#,#,#
E01020175,1286.83902,923.7541592,#,#,#
E01020176,2302.108267,#,#,#,2036.555939
E01020177,#,1930.75909,0,#,2079.829828
E01020178,0,#,0,#,0
E01020179,#,994.8784335,#,888.0789949,#
E01020180,#,0,0,0,0
E01020181,0,#,#,#,#
E01020182,0,0,0,0,0
E01020183,0,0,0,0,0
E01020184,#,#,0,0,0
E01020185,0,0,0,0,0
E01020186,0,0,#,0,#
E01020187,#,#,#,0,#
E01020188,0,0,0,0,0
E01020189,1272.854477,#,1226.053275,1454.970437,#
E01020190,#,#,#,#,#
E01020191,0,#,0,#,0
E01020192,1655.677757,1416.099794,1504.678011,#,1546.46134
E01020193,#,2039.73448,#,2126.655213,#
E01020194,0,0,0,0,0
E01020195,0,0,0,0,0
E01020196,0,0,1740.40862,#,#
E01020197,#,0,0,0,0
E01020198,0,0,0,0,0
E01020199,2289.654023,2150.20543,1979.469062,2613.099444,1968.433476
E01020200,0,0,0,0,0
E01020201,#,#,1150.520017,1460.015548,#
E01020202,1155.668765,1200.15727,#,0,0
E01020203,#,0,0,0,0
E01020204,0,0,0,0,0
E01020205,1719.221088,1796.966436,#,#,1481.192122
E01020206,0,0,0,0,0
E01020207,#,#,2506.346147,2728.817487,2104.076383
E01020208,3220.54335,#,0,#,#
E01020209,0,0,0,#,0
E01020210,0,#,#,1922.172772,#
E01020211,0,0,0,0,0
E01020212,0,0,0,#,0
E01020213,0,0,0,0,0
E01020214,0,0,0,0,0
E01020215,0,0,0,0,0
E01020216,0,0,0,0,0
E01020217,0,0,0,#,0
E01020218,0,0,0,#,0
E01020219,#,#,#,#,#
E01020220,0,0,0,0,0
E01020221,2279.81393,0,0,#,#
E01020222,0,0,0,#,0
E01020223,0,0,0,0,0
E01020224,5770.997815,#,#,#,#
E01020225,0,0,#,0,#
E01020226,2741.653374,3161.362021,2958.293641,2857.499229,2387.549581
E01020227,1864.126613,1591.356739,#,2278.291896,2009.242056
E01020228,1739.346302,1680.67073,1492.481061,1440.081933,1467.751549
E01020229,0,0,0,0,0
E01020230,#,#,0,#,#
E01020231,0,0,0,0,0
E01020232,0,0,0,0,0
E01020233,#,0,0,0,0
E01020234,0,0,0,0,0
E01020235,1205.52613,1414.102496,1311.07376,#,1456.710241
E01020236,0,0,0,0,0
E01020237,0,0,0,0,0
E01020238,0,#,0,0,0
E01020239,0,#,#,#,#
E01020240,1926.223211,1658.643993,#,#,#
E01020241,0,0,0,0,0
E01020242,0,0,0,0,0
E01020243,0,0,0,0,0
E01020244,#,0,#,0,#
E01020245,#,0,0,#,#
E01020246,0,0,#,#,0
E01020247,0,0,0,#,0
E01020248,0,#,0,0,0
E01020249,0,0,0,#,0
E01020250,0,0,0,#,0
E01020251,#,2828.891758,2332.117932,2363.747624,#
E01020252,#,#,2546.474244,2298.488257,#
E01020253,0,0,0,0,#
E01020254,0,#,0,#,0
E01020255,0,0,#,#,0
E01020256,0,0,#,0,0
E01020257,0,0,0,0,0
E01020258,1618.908147,1551.135291,1472.373854,1899.767893,#
E01020259,0,0,#,0,0
E01020260,1418.692562,#,#,1404.581268,1418.433373
E01020261,0,0,#,0,0
E01020262,#,1714.63304,#,2005.36576,1728.932737
E01020263,0,0,0,0,#
E01020264,1933.745564,1903.532944,2203.11377,2084.220327,1800.613415
E01020265,#,0,0,0,0
E01020266,0,0,0,#,0
E01020267,#,#,1609.493893,1549.451125,1558.370469
E01020268,1338.524665,1248.998887,1252.178884,#,1559.171878
E01020269,0,0,#,0,0
E01020270,0,0,0,#,0
E01020271,#,#,#,#,#
E01020272,0,0,0,0,0
E01020273,0,0,0,0,0
E01020274,0,0,0,0,0
E01020275,0,0,0,0,0
E01020276,0,#,0,#,#
E01020277,0,#,#,0,#
E01020278,#,0,#,0,#
E01020279,0,0,0,0,0
E01020280,0,#,0,#,#
E01020281,#,0,0,0,0
E01020282,#,0,0,#,#
E01020283,0,0,0,0,0
E01020284,2230.733131,2379.676448,2124.177819,2528.351929,2368.708492
E01020285,0,0,0,0,0
E01020286,0,0,0,0,#
E01020287,#,#,#,#,#
E01020288,0,0,0,0,#
E01020289,0,#,0,#,#
E01020290,1996.214538,1590.816164,1448.884031,1660.510362,1444.574012
E01020291,0,0,0,0,0
E01020292,0,#,0,0,0
E01020293,0,0,0,0,0
E01020294,1653.639983,1711.221476,1685.484734,1549.900027,1386.321694
E01020295,1430.187369,1350.835505,1242.037146,1232.852856,1282.149288
E01020296,#,0,0,0,0
E01020297,0,0,0,0,#
E01020298,1350.694518,1275.960267,947.6513879,1245.980041,862.4106264
E01020299,#,#,1056.991116,1048.68044,1073.544254
E01020300,#,#,1207.588066,1120.951382,#
E01020301,0,0,0,0,0
E01020302,#,#,#,#,#
E01020303,0,0,0,0,0
E01020304,#,#,#,#,#
E01020305,3126.446713,2678.580676,#,#,2605.357715
E01020306,0,0,0,0,0
E01020307,2302.108267,#,2200.272815,2563.74094,1864.48605
E01020308,0,#,0,#,0
E01020309,0,#,0,0,0
E01020310,1105.029362,1327.117358,1158.390358,997.3511635,901.7024656
E01020311,0,0,0,0,0
E01020312,0,#,0,0,#
E01020313,#,#,#,#,#
E01020314,#,#,#,#,#
E01020315,2100.712326,2039.469907,1940.143916,2271.729,1459.485431
E01020316,0,0,0,0,0
E01020317,0,0,0,0,#
E01020318,0,0,0,0,0
E01020319,0,0,0,0,0
E01020320,0,0,0,0,0
E01020321,1516.97602,1451.717218,2016.011992,1523.497206,1303.452689
E01020322,#,0,#,#,#
E01020323,0,0,0,#,#
E01020324,1626.657696,1685.427826,1641.25132,1697.204378,#
E01020325,0,0,0,0,0
E01020326,0,0,0,0,#
E01020327,0,0,0,0,#
E01020328,0,0,0,0,0
E01020329,0,#,#,0,0
E01020330,1651.993763,1634.342688,#,1335.504621,1268.014199
E01020331,1784.389548,1782.90499,1697.313103,1529.315045,1765.014692
E01020332,0,0,0,0,0
E01020333,0,#,0,0,0
E01020334,1888.745695,1848.288737,1588.069776,#,#
E01020335,1460.224955,1306.981234,1339.302814,1079.228254,1070.565677
E01020336,0,0,0,0,0
E01020337,0,0,0,0,#
E01020338,#,0,0,0,#
E01020339,#,0,0,0,0
E01020340,0,0,0,0,0
E01020341,#,#,#,#,#
E01020342,#,0,0,0,0
E01032628,#,#,#,#,#
E01032657,,,,,
E01032658,,,,,
E01033232,0,0,0,0,0
E01033233,0,1067.054077,1151.865159,#,1009.098395
E01033234,0,0,0,0,0
E01033235,0,0,0,0,0
E01033236,0,0,0,#,0
E07000040,81.233937,78.81605456,70.38733417,79.00311886,68.31302038
E07000041,119.9560294,120.6512273,118.6489103,112.2517463,114.1532446
E07000042,129.9211776,117.6029956,98.26294107,98.44210556,96.74238189
E07000043,118.5949827,127.4548397,109.8093107,101.5534132,97.2781267
E07000044,102.2786326,98.06103478,94.76020399,94.63429076,84.82110775
E07000045,96.84179084,90.93121132,88.63354373,98.40739839,85.65498455
E07000046,135.9468967,131.4129295,116.3582849,129.538589,112.9406351
E07000047,146.0555727,140.8812809,134.4693289,127.0256552,109.5382122
E10000008,37.13651714,36.28196359,33.21570329,34.52641046,31.11029489
E06000026,,,,,
E06000027,,,,,
IMDQ1,267.9621981,268.8060801,243.4961002,202.1922037,215.2901432
IMDQ2,91.16566216,90.69898743,86.18743782,86.2843102,77.27920404
IMDQ3,69.42201065,66.26913556,59.6193349,62.2386761,56.38934654
IMDQ4,70.29319603,70.83415111,61.26417441,69.22250028,61.88753606
IMDQ5,80.79353317,74.54293013,75.99667876,75.61125954,67.42647026
E02003122,,,,,
E02003123,,,,,
E02003124,,,,,
E02003125,,,,,
E02003126,,,,,
E02003127,,,,,
E02003128,,,,,
E02003129,,,,,
E02003130,,,,,
E02003131,,,,,
E02003132,,,,,
E02003133,,,,,
E02003134,,,,,
E02003135,,,,,
E02003136,,,,,
E02003137,,,,,
E02003138,,,,,
E02003139,,,,,
E02003140,,,,,
E02003141,,,,,
E02003142,,,,,
E02003143,,,,,
E02003144,,,,,
E02003145,,,,,
E02003146,,,,,
E02003147,,,,,
E02003148,,,,,
E02003149,,,,,
E02003150,,,,,
E02003151,,,,,
E02003152,,,,,
E02003153,,,,,
E02003154,,,,,
E02003155,,,,,
E02003156,,,,,
E02003157,,,,,
E02003158,,,,,
E02003159,,,,,
E02003161,,,,,
E02003163,,,,,
E02003164,,,,,
E02003165,,,,,
E02003166,,,,,
E02003167,,,,,
E02003168,,,,,
E02003169,,,,,
E02003170,,,,,
E02003171,,,,,
E02004129,#,#,#,#,368.4467679
E02004130,537.4115038,578.6929554,452.2763098,451.5185669,518.6090286
E02004131,618.2957931,640.8485922,577.2214846,585.6041212,531.9982258
E02004132,#,#,350.439414,#,#
E02004133,419.3962797,327.573797,357.303216,445.2468511,278.0914533
E02004134,450.9124392,517.5737562,#,459.8248093,485.1124512
E02004135,295.638831,330.2567321,298.6716799,352.9988767,270.8812496
E02004136,334.485522,365.0727648,356.8547728,#,#
E02004137,#,376.9868852,#,398.3754758,#
E02004138,448.6005525,464.9870986,405.2837097,440.4360785,413.5401942
E02004139,315.9243095,#,#,#,#
E02004140,432.8665723,398.2544135,404.2531333,459.7269854,404.1088844
E02004141,0,#,0,#,#
E02004142,#,#,#,456.4683146,#
E02004143,533.443529,490.1258932,459.8248093,550.0210975,506.5673679
E02004144,430.8304093,379.4295617,348.061524,#,370.7196196
E02004145,427.2567437,384.0705376,382.2142715,434.3974669,352.6068133
E02004146,479.0970352,551.6419086,#,#,0
E02004147,879.4440859,706.341685,576.9160543,634.2807271,554.3743075
E02004148,533.3608813,539.9623604,477.1023542,555.0987722,480.7919144
E02004149,0,487.6826387,520.6980322,#,450.6374228
E02004150,1219.657023,988.4801581,1170.655842,857.8499946,923.3221181
E02004151,409.3886478,#,0,#,#
E02004152,1011.991303,1164.827042,1078.499158,1103.554208,1038.335484
E02004153,#,0,0,0,0
E02004154,#,846.6373505,851.2789642,824.1683374,864.736231
E02004155,504.1747312,472.9794232,494.1064973,#,0
E02004156,582.4590462,#,#,570.9882377,559.4906888
E02004157,787.778156,748.5013361,845.1319431,893.4209898,872.5326866
E02004158,0,#,0,#,#
E02004159,#,#,0,0,0
E02004160,556.9906759,542.585163,488.8794582,584.683909,450.8463847
E02004161,793.5190618,731.4756728,798.2090031,624.6727597,616.3734527
E02004162,781.2071626,941.899192,806.5883808,820.773153,948.0293151
E02004163,0,0,0,#,#
E02004164,433.6133093,412.682265,#,#,#
E02004165,494.2979155,352.1728815,339.6350069,313.2367622,372.6447772
E02004166,#,#,#,#,#
E02004167,634.2807271,#,#,554.7465593,#
E02004168,757.8036371,656.9816338,523.8873655,#,#
E02004169,#,#,#,#,445.7997419
E02004170,828.6176577,843.2422776,649.155257,762.6016541,749.6453523
E02004171,#,472.8127819,388.1788695,470.2480481,#
E02004172,0,0,#,0,0
E02004173,500.7733713,465.3014227,#,390.4517569,405.3556567
E02004174,577.9135319,538.0568058,504.5068966,403.9639347,386.8277944
E02004175,1086.045031,1023.004759,911.4177674,777.2892272,791.5516309
E02004176,#,467.9413983,495.2150877,428.7428916,#
E02004177,785.0043792,814.0729211,631.2068348,615.0139358,671.200932
E02004178,585.9344775,571.6956624,725.4449863,557.731477,#
E02004179,383.0617089,491.3041577,391.2796061,435.328585,423.869437
E02004180,547.4336044,547.6997403,603.0789018,628.196595,593.0736304
E02004181,#,552.0794851,#,#,#
E02004182,641.9603927,769.0589395,610.7944399,541.763429,599.4495162
E02004183,527.8709809,598.7770142,572.0671723,604.2615982,595.6097509
E02004184,726.5787721,564.9572621,632.3188575,490.7318096,561.3610608
E02004185,433.7187467,417.8448154,389.3892187,#,356.9811488
E02004186,#,#,#,#,0
E02004187,599.4810057,599.9409013,348.0970425,374.2529617,322.940753
E02004188,#,370.4938479,377.1994941,#,#
E02004189,#,#,679.8436133,719.0730012,#
E02004190,476.8156468,436.8918007,#,377.5070846,494.3143453
E02004191,#,#,#,#,#
E02004192,#,#,0,#,0
E02004193,615.9896389,506.6001817,519.4915535,435.9130463,#
E02004194,#,492.7889759,#,559.0847955,520.0917575
E02004195,454.9113294,488.2562853,518.7267298,447.4952535,645.1792525
E02004196,438.1246032,512.7249745,521.5548995,427.5915138,368.511046
E02004197,#,350.2508895,321.2341913,#,355.309748
E02004198,517.2064478,401.9850096,536.5924018,509.8928491,401.2089642
E02004199,483.4742813,362.1081707,#,345.4519124,#
