Area,2008-2010,2009-2011,2010-2012,2011-2013,2012-2014,2013-2015,2014-2016
E01015216,,,,,,,
E01015217,,,,,,,
E01015218,,,,,,,
E01015219,,,,,,,
E01015220,,,,,,,
E01015221,,,,,,,
E01015222,,,,,,,
E01015223,,,,,,,
E01015224,,,,,,,
E01015225,,,,,,,
E01015226,,,,,,,
E01015227,,,,,,,
E01015228,,,,,,,
E01015229,,,,,,,
E01015230,,,,,,,
E01015231,,,,,,,
E01015232,,,,,,,
E01015233,,,,,,,
E01015234,,,,,,,
E01015235,,,,,,,
E01015236,,,,,,,
E01015237,,,,,,,
E01015238,,,,,,,
E01015239,,,,,,,
E01015240,,,,,,,
E01015241,,,,,,,
E01015242,,,,,,,
E01015243,,,,,,,
E01015244,,,,,,,
E01015245,,,,,,,
E01015246,,,,,,,
E01015247,,,,,,,
E01015248,,,,,,,
E01015249,,,,,,,
E01015250,,,,,,,
E01015251,,,,,,,
E01015252,,,,,,,
E01015253,,,,,,,
E01015254,,,,,,,
E01015255,,,,,,,
E01015256,,,,,,,
E01015257,,,,,,,
E01015258,,,,,,,
E01015259,,,,,,,
E01015260,,,,,,,
E01015261,,,,,,,
E01015262,,,,,,,
E01015263,,,,,,,
E01015264,,,,,,,
E01015265,,,,,,,
E01015266,,,,,,,
E01015267,,,,,,,
E01015268,,,,,,,
E01015269,,,,,,,
E01015270,,,,,,,
E01015271,,,,,,,
E01019886,75.971285,67.41868768,66.48358175,65.63996781,72.26810252,63.68763907,99.78772316
E01019887,93.8205781,90.81783547,87.29330368,84.55216053,83.27333592,82.75029094,81.95971438
E01019888,111.6001346,96.5339803,110.350866,122.0487048,122.6717481,123.9904051,124.9034045
E01019889,128.1790936,116.2691641,101.3042198,101.2145063,134.4554161,130.0839114,135.1824178
E01019890,81.43600307,66.016142,82.36028064,134.9523442,135.5685392,135.5685392,105.0431232
E01019891,102.2330369,102.6001389,130.2341782,131.3314765,130.528933,103.4592445,103.5999165
E01019892,121.7138583,96.92283513,110.1414988,103.4875645,95.54182183,65.54115726,54.3863644
E01019893,112.5396437,104.1327374,139.2027971,139.0033984,136.798901,108.9447446,107.3760161
E01019894,86.23219655,86.88210966,87.00506053,87.12835989,86.90257733,86.98454456,86.55593314
E01019895,88.78501386,110.165741,110.4051861,110.5386615,88.74229636,87.35531872,85.71125838
E01019896,110.5142583,109.0381566,95.30637272,94.7925691,95.26665169,76.95033325,77.25653301
E01019897,79.21413972,78.95980506,78.79115401,79.55581231,80.12606214,80.51079218,80.52836771
E01019898,139.3571593,128.2700903,123.3444836,109.7287692,108.6385293,103.6365501,128.572583
E01019899,113.2776227,91.76671512,92.17947495,92.96935009,92.45671722,92.01851679,90.84019974
E01019900,99.63906063,97.22856477,105.8917401,104.4912051,104.1327374,94.1111506,66.22948557
E01019901,146.1405813,132.9905927,168.0594517,157.0161267,224.967168,225.0801733,237.9675257
E01019902,77.29177338,61.9267361,61.45218946,60.52458562,93.42155508,107.3833393,119.4658633
E01019903,84.07099671,84.1793598,93.2101732,93.25538875,74.26578876,74.5321572,85.3621535
E01019904,88.69961995,89.93220634,89.10671074,88.89198775,86.94354163,85.87087543,104.6912441
E01019905,59.83734675,74.76374515,75.40498731,75.59201023,75.91839045,76.13332107,76.46440266
E01019906,83.14195577,83.95561764,84.37809913,83.87925695,83.36743338,82.5281348,81.97792828
E01019907,81.52499603,81.88693965,81.59712856,81.65131178,81.43500951,81.68747392,82.03261858
E01019908,68.30189893,68.65784689,68.17566744,67.50200037,81.96160506,81.47954563,80.78840493
E01019909,70.84673534,70.22631918,97.88433107,96.04887011,94.62247461,82.83783646,83.03342917
E01019910,106.9183613,117.7382214,106.7436087,93.15081742,92.43511116,104.5018206,114.2852066
E01019911,113.9862013,99.34496476,98.95788866,80.19573933,80.52836771,80.38797793,113.7876025
E01019912,92.17419443,73.70617272,73.31067828,73.61791674,73.47129218,73.00599364,102.6337429
E01019913,94.40108973,110.5610307,122.6717481,131.647839,118.7564687,116.760921,125.5821304
E01019914,88.04478557,56.03777199,69.36415599,68.92492968,86.31851742,78.07814359,86.31851742
E01019915,93.95486699,74.51010284,90.37035402,88.60140406,86.98304812,69.39404168,68.87577393
E01019916,118.3660377,129.1161787,130.3088045,107.4445715,98.14319718,97.76056538,97.61165081
E01019917,79.62450083,79.50437364,79.24817486,78.75751022,97.17004588,97.17004588,97.27342294
E01019918,82.98821046,81.9175459,81.32011679,80.4472129,81.37801867,65.75724801,82.28615948
E01019919,90.42397792,71.99436552,88.79069435,102.3723128,103.8165785,91.21783741,73.54453138
E01019920,82.7131819,83.04836633,83.04836633,82.3071683,81.705567,80.10866176,79.12917965
E01019921,77.81059503,77.90919669,96.55436854,97.64740864,97.64740864,79.31633295,79.07829102
E01019922,86.17176535,86.27253113,106.4463412,106.0266574,105.0762456,84.51341818,84.30096834
E01019923,99.91967991,99.62284965,99.30103967,99.274316,99.22091177,99.32777774,99.46168435
E01019924,78.57298174,79.47011814,99.32338111,114.0359594,135.3299931,124.3379126,112.0549014
E01019925,94.63895329,95.54591569,95.15159128,95.59543616,95.69463127,95.89364034,95.84381051
E01019927,98.61086753,98.84868496,124.0007483,122.9998781,139.9739393,139.2279322,140.7658995
E01019928,83.46174374,83.87925695,84.05126423,84.07041971,84.47471133,85.91087262,86.88210966
E01019929,106.6201195,105.7813268,104.3805016,84.10875687,84.26245579,84.78536257,84.66860097
E01019930,124.9144015,125.6050977,110.165741,89.19289067,88.87057236,87.12835989,121.4870091
E01019931,95.12705404,95.57066951,118.4735909,118.3509089,94.59041857,94.51770975,94.49349831
E01019932,76.83813377,76.87015736,94.01283057,92.94250206,105.856893,92.64115574,92.52865405
E01019933,100.8760203,101.3193285,126.0174163,125.1206886,156.7880838,141.2606674,140.8038355
E01019934,79.05606345,91.95781059,93.254467,104.3588513,104.8521492,104.8521492,94.55397728
E01019935,138.3065317,153.8190806,140.1241011,154.2716844,153.6961038,166.3923947,216.312306
E01019936,258.7120804,258.6350116,249.9942846,155.7462758,199.4212397,212.6641826,234.7573979
E01019937,99.03944575,99.16532747,82.84458101,90.80338143,98.50799475,104.9331475,98.61694436
E01019938,118.0373861,126.8151927,153.3493596,143.5468599,148.9677365,130.0571751,141.6472128
E01019939,141.2403624,130.1166486,117.4716918,117.4452854,102.7615764,140.0990594,139.628942
E01019940,78.84167363,78.1071516,96.0068918,95.44565752,94.42058689,76.66247984,76.9342847
E01019942,69.55104636,69.08214928,68.8629164,68.53029752,68.72179979,69.49863259,86.91689864
E01019943,77.97507008,78.2562792,77.48371778,76.74222287,93.99350143,107.0717399,107.1815657
E01019944,78.38931593,97.73090744,111.8869252,112.7562094,98.74414691,78.1071516,76.32936092
E01019945,70.21645424,89.06454826,88.09858304,78.59493622,91.85393664,102.974808,112.2028176
E01019946,85.93088519,86.77991573,87.66672035,87.47961352,86.65759991,86.43424746,86.33310379
E01019947,85.32709011,85.90429754,68.91437533,84.97815513,97.42800369,97.77442309,85.4387166
E01019948,118.8431676,119.9973518,96.52091355,95.27446757,93.96396722,93.67762594,94.08379339
E01019949,107.1448755,122.3977455,107.8017739,107.8017739,86.94354163,85.27535564,84.49406032
E01019950,99.73058365,100.7657988,101.3471647,101.3471647,100.9588449,100.3819129,100.4365746
E01019951,80.88235555,80.67005328,79.99076447,79.75875197,79.5644144,79.94180763,70.17334219
E01019952,75.42417929,74.52515586,89.99676015,101.2023697,100.1931825,100.792376,101.1827706
E01019953,79.95239774,80.09126893,80.84604465,81.83244337,82.58356193,82.63906357,81.95971438
E01019954,105.6102698,105.1487489,99.69158339,74.27007891,84.66340883,80.51805671,78.25762497
E01019955,75.87407049,75.22423122,75.05587056,75.07114493,106.028752,105.9212748,106.2443621
E01019956,95.44565752,95.44565752,76.63062901,93.24581523,92.58487072,91.41848505,114.8084708
E01019957,101.6157125,88.85972787,87.81849376,70.7787683,87.54941044,99.48727639,108.870164
E01019958,83.30577969,83.80975731,83.9636839,96.36775656,96.11955125,95.43481593,66.8536302
E01019959,178.9381356,166.2811008,105.7335509,105.6729732,104.7725675,129.0044637,128.8953471
E01019960,93.89221792,91.85811975,90.28437714,89.45243357,110.4852327,110.2454405,109.900906
E01019961,70.66487432,76.96485248,75.79157498,100.4697925,103.7237855,114.2695731,106.7175893
E01019962,74.26058361,80.72454972,72.53877591,72.69015877,72.69015877,72.80157505,80.43184053
E01019963,93.74294397,75.88967972,75.78054975,93.80064628,93.64693104,93.03707524,74.31496553
E01019964,91.13680153,105.6232136,99.69722686,94.20753262,70.13367463,79.86380234,88.5944517
E01019965,101.0848887,98.99715558,98.73523931,69.27675256,69.13393651,68.87577393,68.92725208
E01019966,142.739534,143.0074395,142.9627188,182.0254693,199.339988,201.3982662,214.1511928
E01019967,180.570497,190.5095057,198.0457971,147.4859868,147.637007,160.158761,189.7788816
E01019968,127.6966187,100.4362389,79.83127989,98.04530383,96.84071084,96.5747654,77.28890637
E01019969,129.5608043,130.9243915,177.2606447,168.0171071,185.5565491,129.1764095,162.5692514
E01019970,114.6986419,113.1654607,112.8024635,90.63931696,127.4433931,161.7019731,161.5061534
E01019971,77.33751733,95.6453435,94.65518252,92.84812095,73.85373721,73.1797883,72.81864524
E01019972,89.66987597,88.08539258,86.69833352,120.7569554,130.9735754,129.2998442,116.8150755
E01019973,85.13758762,85.45314248,104.2139416,117.3661376,115.5747305,99.97499708,79.95239774
E01019974,108.9579525,108.2100379,108.3125875,87.21075379,86.75950578,87.02558619,87.33463725
E01019975,84.28170767,85.95090709,87.62507192,126.4869389,124.2608063,121.7134202,84.57154502
E01019976,123.3649822,95.69463127,91.01951121,87.60426254,84.8243547,82.39909371,80.37046362
E01019977,102.8077947,102.9698868,101.8458585,81.92331086,100.4141785,100.3700868,100.3700868
E01019980,74.37489883,74.5854288,74.25512874,74.4950559,73.79464056,89.36344936,86.99960122
E01019981,89.042185,87.98035007,85.97093832,84.45537119,82.58356193,81.66938884,80.72220625
E01019982,77.04676537,76.9342847,76.39258876,76.21896368,75.45503492,74.38989726,90.03220739
E01019983,84.16632821,84.10875687,84.05126423,83.91741992,83.19821075,82.62055474,82.06911933
E01019984,90.95218652,90.66159338,89.71349137,126.3034746,124.2608063,122.8293703,86.31290345
E01019985,111.6727271,89.32247358,88.40203049,87.58346304,86.45450464,84.90244665,84.20475291
E01019986,85.43335178,83.91741992,82.97364634,82.21544776,116.5544798,115.54917,115.0656598
E01019987,129.6195056,97.64740864,91.95172105,102.7346488,112.98661,111.7604912,87.23200798
E01019988,88.35968064,87.25200921,86.25235912,85.41357026,84.62975187,83.23575638,82.01438037
E01019989,103.0170171,103.7704796,103.3923756,102.9882562,101.8508441,100.9588449,99.64976132
E01019990,112.6079663,112.1108969,89.34410735,109.3750376,106.2978387,104.97973,84.66860097
E01019991,82.76885795,82.73173226,128.1221427,126.3537365,123.3011851,96.43216813,95.685381
E01019992,103.2722751,83.29213841,101.7099066,98.95788866,96.14823318,76.1560228,93.64693104
E01019993,101.8508441,128.1366691,130.0688605,130.4772064,103.9752217,102.2177374,100.6558178
E01019994,87.50036372,84.45537119,101.7099066,114.6364626,111.45729,93.64693104,73.1072734
E01019995,173.855604,188.2033056,175.7169734,182.9738095,159.4826521,153.7602324,131.3503788
E01019996,88.89198775,90.88496134,90.86257503,113.1654607,119.3706991,125.7055596,105.6729732
E01019997,84.72694154,83.40513193,82.56507795,80.38797793,79.91775516,77.46744599,76.28200868
E01019998,86.35331358,86.33310379,85.55223363,85.51256961,84.64917196,84.88291018,85.13758762
E01019999,90.77313995,91.69828092,93.03969535,94.63895329,93.65384292,92.11042398,90.92976708
E01020000,154.0324516,144.6016387,147.2976455,94.83359128,93.79672245,91.85811975,111.9461809
E01020001,120.1550444,119.9029348,149.2415948,134.5662228,148.2823084,134.7050003,134.6355758
E01020002,104.9556288,84.16632821,82.65758069,81.52499603,79.24817486,92.26720971,87.44892883
E01020003,103.5999165,99.43139325,76.51935922,91.41848505,102.2521015,101.0067195,87.75106798
E01020004,84.03211748,103.670396,102.8077947,102.09605,81.75989438,81.34522142,81.0592254
E01020005,83.36654483,82.58344749,82.70296504,104.339971,104.2456717,112.5599389,103.9450564
E01020006,62.52502708,61.71951394,85.34820912,105.8828678,114.2263145,100.4593927,77.03059611
E01020007,82.75029094,103.6939105,103.9532757,102.0504693,80.21317756,76.06180615,90.80113457
E01020008,77.25653301,73.55919674,71.79818967,68.97880724,67.94962267,80.6601193,79.33043091
E01020009,85.51256961,84.32023781,83.4428646,101.9594298,100.7461052,99.38816022,79.64169149
E01020010,87.39877448,85.80755461,68.18826959,83.16938147,81.9175459,92.02259681,79.81518444
E01020011,127.0328985,101.7946327,101.3750161,101.3471647,125.7055596,123.0660998,120.7580749
E01020012,86.13152492,85.57207945,84.20475291,102.5081165,100.7239085,98.46765916,111.0545421
E01020013,113.3900072,91.78954922,92.68902958,92.34099719,91.01951121,90.24020503,89.66987597
E01020014,96.88175558,97.33555482,78.28949603,77.79418568,120.216978,120.1919244,120.2671166
E01020015,68.1253054,68.04990168,67.50200037,67.34180489,82.18261371,80.88846511,79.59284978
E01020016,95.11637832,99.19684792,91.61111391,99.30732746,99.03944575,114.5789614,100.9307587
E01020017,68.8108119,63.84275606,71.37928361,85.34778103,91.3240217,94.32081518,97.80554445
E01020018,108.2774106,94.07725875,114.3043574,102.1014555,100.2001027,91.64022736,91.6985098
E01020019,79.06134269,75.02534046,73.12176488,71.14734765,70.68383323,65.640239,61.68855017
E01020020,74.10595751,102.332211,102.593436,108.4496928,78.15679761,77.40242714,74.00189375
E01020021,80.93473354,78.65675101,75.6096925,73.12176488,71.82614931,70.68383323,70.41398812
E01020022,110.0487014,94.16775036,75.16292184,72.87618841,89.52093997,83.19965357,78.89235205
E01020023,88.54493344,80.08885826,79.29874139,87.35135026,78.54767254,68.02244702,76.74771217
E01020024,116.2174385,115.1671149,100.3700868,80.65161163,80.03913574,78.27288409,77.24035649
E01020025,106.051253,84.07041971,83.74595945,102.5081165,102.3245659,102.416259,83.21697933
E01020026,91.14509283,72.37574811,71.99436552,71.92417977,71.7283857,70.75161798,86.55486745
E01020027,78.95980506,78.50609468,97.27342294,96.26971459,95.16749384,75.96782233,75.76498537
E01020029,77.63047203,96.10780748,96.86122886,95.98673409,76.91824284,75.4704722,74.75168321
E01020030,107.8925423,84.86772807,67.39101476,65.99252197,63.31922126,103.0284053,100.6038665
E01020031,86.84120322,83.48063142,79.52151247,75.25492343,72.10694808,69.94668398,84.74187662
E01020032,102.9930846,103.2023357,103.9769187,84.53278492,103.5764446,118.4571443,131.4212575
E01020033,110.5376396,108.1578365,91.21783741,86.90037699,110.5855978,109.5532902,104.2116017
E01020035,188.0250353,168.4220297,140.5682332,120.3052944,94.53686844,108.6253025,99.41104405
E01020036,129.2129373,129.7069605,118.5646709,102.6001389,116.2950441,115.040324,115.1925066
E01020037,107.0194657,108.5182709,88.42322064,109.4535968,109.1660967,123.9659733,107.9545114
E01020038,86.47477132,106.894349,120.5062846,131.0330901,127.8948443,110.7015859,106.4174825
E01020039,83.65639405,82.64316305,81.49407016,64.78714626,63.50452949,62.51443114,61.93713374
E01020040,114.2686067,93.94003861,93.65384292,92.64247376,113.6719465,128.8578185,128.256805
E01020041,59.5187469,57.64014089,56.56190346,56.26856144,55.50655591,67.72016028,66.57616985
E01020042,91.60165952,92.04428765,92.02575942,74.63069752,74.72140002,74.96435473,75.10171232
E01020043,61.29901455,60.75385128,60.31676212,60.06142584,60.35623744,74.42295768,84.62932613
E01020044,118.6831531,119.0506395,107.5566647,94.81222831,75.85846767,75.2856407,74.38989726
E01020045,125.329964,124.9285973,116.079399,93.11287247,107.4681701,119.5441761,138.4666475
E01020046,94.4400921,95.62533731,109.8173908,110.2577157,109.7712453,110.2809885,96.43216813
E01020047,72.62586919,71.64702055,70.803695,89.39587993,80.62026168,80.71990643,70.27041885
E01020048,75.67960545,59.52835158,59.13708465,59.2035218,59.90536753,59.60530081,59.40373195
E01020049,147.0722698,94.80921776,93.51139802,92.87572172,144.7831444,158.5718749,181.0335519
E01020050,112.4382273,117.2392848,117.424754,71.9062116,71.88359882,71.05680953,89.36817483
E01020051,64.84408853,81.37801867,84.22666079,86.22835542,69.97321992,70.38711689,71.03773937
E01020052,102.0723128,100.0588654,69.48554149,96.03121607,112.8448427,112.2159125,94.0433913
E01020053,82.80601698,83.59413729,103.9060219,103.2023357,101.8005008,81.3631632,81.11269637
E01020054,88.9972987,86.16458616,83.94942124,96.36358303,93.53323641,90.66642213,65.57348606
E01020055,81.50859987,80.61744792,64.39133346,64.58297954,65.33795542,81.78565217,112.256277
E01020056,127.9599285,126.6654849,130.6834838,114.0734172,107.072975,127.4491337,115.0941845
E01020057,72.7038311,89.59111412,88.02139423,96.51016454,79.59284978,75.41742671,59.26058686
E01020058,77.65940509,78.39181647,63.27577638,62.87671968,62.98407564,63.48267224,64.34640545
E01020059,98.3992856,91.37887057,91.26318991,90.96091708,111.0934716,111.1109569,98.24440237
E01020060,94.73364033,75.04060241,73.47129218,89.27619379,88.72176801,89.22392219,89.81994184
E01020061,60.4353433,59.74044173,58.52721551,58.25915947,57.78460591,71.5685068,71.46781304
E01020062,78.80798669,97.83548196,96.88175558,96.77920889,96.22918669,97.31483538,98.108426
E01020063,64.40942475,50.94543054,50.27882773,49.74992271,61.53128987,61.31671647,61.00578753
E01020064,83.0937975,83.36654483,67.61335215,83.44262604,94.60534098,93.77332702,92.98890842
E01020065,87.53603255,76.97941962,87.96342471,105.1635732,112.7580959,118.1000711,102.2687491
E01020066,70.80417738,43.75975644,53.12290164,52.11164663,58.52933812,50.25558756,49.85550651
E01020067,62.18772884,62.1772469,62.29274295,61.87480022,61.31939374,60.77386953,60.2773384
E01020068,145.4113484,136.394622,113.9862013,136.3052636,125.1473358,135.4768633,124.8223052
E01020069,111.4335181,98.15055262,98.63762192,98.78682136,98.72282351,98.27714983,97.98226283
E01020070,65.60521745,65.47712422,65.41906523,80.57482165,80.64589049,80.94575371,65.43066879
E01020071,64.87830196,81.06057471,92.11994749,91.10792551,90.39856053,79.5097933,79.98275229
E01020072,126.5753518,125.9877141,126.3703354,104.9426135,115.4288846,123.6662245,131.529448
E01020073,94.12897257,93.97418024,107.1376084,128.7157731,128.1870717,150.7686921,134.0411438
E01020074,74.04926296,91.6985098,97.67554938,89.61814067,71.07890504,57.38013087,70.8475853
E01020075,64.87830196,64.73030391,64.56037375,91.01270095,90.30481227,89.71555925,78.1506021
E01020076,71.65871734,88.96347965,88.77345272,88.3104468,70.69737979,87.04929836,86.62046681
E01020077,99.45302388,98.108426,121.688177,119.0752195,118.29366,106.6564464,107.0278726
E01020078,89.1282401,88.82777251,110.165741,109.8480917,108.8541778,108.6214059,108.3639352
E01020079,92.57272765,91.94970666,91.97263193,91.81239469,92.24862952,92.52628856,92.85234408
E01020080,136.929127,163.2160801,152.075004,155.3103017,142.5712717,159.0363191,144.3038869
E01020081,92.13342947,115.8320312,117.1979792,117.7109746,117.7412907,117.5294054,170.9898331
E01020082,167.4883487,106.2818911,106.1595468,105.4614971,104.5646763,103.1899203,145.2264391
E01020083,98.58798843,83.45804976,99.98497504,98.97566865,98.67132137,98.82326068,108.7755281
E01020084,103.7409715,102.5541071,101.2369198,81.07704122,81.0592254,81.18410083,81.85060073
E01020085,78.82482656,78.50609468,78.69030876,78.14024193,77.15957542,95.26665169,95.56536893
E01020086,100.6130716,100.4362389,80.98804034,80.14347008,79.83127989,136.7532305,139.0999419
E01020087,128.3929053,145.7871619,163.9882503,153.0456188,179.617543,161.1179617,151.1164264
E01020088,72.40731707,82.28355219,105.4141998,111.8326234,118.7396533,124.9328264,140.2170579
E01020089,67.34109903,67.02516552,76.55653492,76.62390039,84.02956466,74.7814036,81.39674279
E01020090,91.58330905,103.0588853,101.7542448,100.559582,70.56214743,109.9704101,118.7037036
E01020091,94.30025241,94.95564711,134.0827451,147.0347743,145.7712028,114.9871348,92.71232504
E01020092,89.02069718,88.06436402,86.82076444,85.95090709,86.01102881,86.47477132,107.6748225
E01020093,94.5419336,90.48368798,87.21075379,85.73117806,106.2484298,107.4470618,123.3222399
E01020094,90.33464007,103.1199076,122.7179625,122.6456212,122.3571071,123.2024269,123.887139
E01020095,99.10805929,98.85090224,113.5156563,99.77861631,99.90945098,80.58114038,80.54595092
E01020096,104.0647152,103.5490957,103.0182439,102.2120937,102.2521015,102.8762509,104.2932182
E01020097,90.78511053,103.0048581,113.432411,97.7211338,112.9373538,96.56079265,120.7730873
E01020098,82.45236254,72.57974864,105.648014,98.74175368,98.49245017,57.91160814,57.80271497
E01020099,87.12835989,87.79190353,88.50808293,126.1814604,126.3645702,180.6785145,171.8662872
E01020100,174.1648351,189.4762654,203.1267675,189.5913739,214.9303203,191.5110608,178.7532455
E01020101,84.30096834,84.26245579,84.51341818,85.27535564,86.25235912,107.0946763,121.9122234
E01020102,74.96435473,73.92774125,73.32525052,73.31067828,73.13626211,73.86852616,74.21031435
E01020103,78.15679761,79.3675285,81.97792828,82.62055474,80.30048262,95.12788847,92.88585038
E01020104,107.5228749,107.6748225,86.73910544,90.84019974,96.41999894,98.0343253,94.46929927
E01020105,114.9871348,109.2704673,118.5646709,99.56131833,98.21381043,78.97670988,79.12917965
E01020106,108.5972336,108.7573194,109.078911,109.3051592,110.0880434,110.1866932,109.9240191
E01020107,93.01814521,105.3021787,104.9636964,104.6693044,91.67513501,91.93323007,74.43492887
E01020108,81.22478723,81.76602575,101.4360023,113.0854166,127.886643,115.3710236,110.5022228
E01020109,120.8966681,120.4784965,134.4231486,107.5734764,108.3639352,87.87555779,87.93840318
E01020110,72.09645263,62.82985331,78.51712857,73.36034699,88.24734354,89.08403991,89.15894341
E01020111,125.514574,87.16953737,85.49275138,104.5954342,105.8793227,124.6759365,140.8924464
E01020112,75.02534046,75.37794315,75.11700535,75.2856407,93.22680017,93.41730048,94.40108973
E01020113,86.96403826,122.1402237,119.6781796,118.1357314,82.45434759,101.3716094,115.1417343
E01020114,101.263702,101.0141369,100.9588449,99.62284965,122.2434188,121.3671889,121.787504
E01020115,101.3193285,126.3308242,102.4163923,103.7704796,129.0408769,127.8857573,143.590025
E01020116,106.4174825,92.94250206,92.54738536,91.52830172,104.4600334,104.7322493,105.5361544
E01020117,134.7747787,136.6035814,172.1368413,139.1930034,140.0047828,102.6692643,102.9003563
E01020118,86.51533319,107.7001889,108.2612884,110.165741,89.43074732,89.60453234,89.06368319
E01020119,169.4688724,171.1878865,156.9281919,149.5195235,189.1332878,227.6607987,230.180406
E01020120,92.11994749,101.244421,101.5474739,110.7229194,102.9431564,102.9615346,110.8605824
E01020121,78.85153009,78.56695496,63.24323183,77.75186011,77.27870804,87.37500273,86.92436249
E01020122,129.8644681,129.4610718,110.9435268,136.0852829,135.6407771,135.4585882,87.03272634
E01020123,85.51256961,85.85089079,85.75110699,85.23594787,87.29330368,86.80033528,86.0511567
E01020124,140.8580353,141.2720811,163.9683507,154.0324516,142.9528951,112.9976337,128.9850661
