Area,2008-2010,2009-2011,2010-2012,2011-2013,2012-2014,2013-2015,2014-2016
E01015216,,,,,,,
E01015217,,,,,,,
E01015218,,,,,,,
E01015219,,,,,,,
E01015220,,,,,,,
E01015221,,,,,,,
E01015222,,,,,,,
E01015223,,,,,,,
E01015224,,,,,,,
E01015225,,,,,,,
E01015226,,,,,,,
E01015227,,,,,,,
E01015228,,,,,,,
E01015229,,,,,,,
E01015230,,,,,,,
E01015231,,,,,,,
E01015232,,,,,,,
E01015233,,,,,,,
E01015234,,,,,,,
E01015235,,,,,,,
E01015236,,,,,,,
E01015237,,,,,,,
E01015238,,,,,,,
E01015239,,,,,,,
E01015240,,,,,,,
E01015241,,,,,,,
E01015242,,,,,,,
E01015243,,,,,,,
E01015244,,,,,,,
E01015245,,,,,,,
E01015246,,,,,,,
E01015247,,,,,,,
E01015248,,,,,,,
E01015249,,,,,,,
E01015250,,,,,,,
E01015251,,,,,,,
E01015252,,,,,,,
E01015253,,,,,,,
E01015254,,,,,,,
E01015255,,,,,,,
E01015256,,,,,,,
E01015257,,,,,,,
E01015258,,,,,,,
E01015259,,,,,,,
E01015260,,,,,,,
E01015261,,,,,,,
E01015262,,,,,,,
E01015263,,,,,,,
E01015264,,,,,,,
E01015265,,,,,,,
E01015266,,,,,,,
E01015267,,,,,,,
E01015268,,,,,,,
E01015269,,,,,,,
E01015270,,,,,,,
E01015271,,,,,,,
E01019886,3,2,2,2,3,2,10
E01019887,0,0,0,0,0,0,0
E01019888,2,1,2,3,3,3,3
E01019889,3,2,1,1,4,4,5
E01019890,1,0,1,7,7,7,3
E01019891,1,1,3,3,3,1,1
E01019892,3,1,2,2,3,2,2
E01019893,4,3,8,8,8,5,6
E01019894,0,0,0,0,0,0,0
E01019895,0,1,1,1,0,0,0
E01019896,2,2,1,1,1,0,0
E01019897,0,0,0,0,0,0,0
E01019898,15,12,11,8,8,7,13
E01019899,1,0,0,0,0,0,0
E01019900,2,2,3,3,3,2,0
E01019901,3,2,5,4,12,12,14
E01019902,1,0,0,0,3,5,7
E01019903,2,2,3,3,1,1,2
E01019904,0,0,0,0,0,0,1
E01019905,0,1,1,1,1,1,1
E01019906,0,0,0,0,0,0,0
E01019907,0,0,0,0,0,0,0
E01019908,0,0,0,0,1,1,1
E01019909,0,0,2,2,2,1,1
E01019910,2,3,2,1,1,2,3
E01019911,2,1,1,0,0,0,2
E01019912,1,0,0,0,0,0,2
E01019913,1,2,3,4,3,3,4
E01019914,3,0,1,1,3,2,3
E01019915,1,0,1,1,1,0,0
E01019916,4,6,7,4,3,3,3
E01019917,0,0,0,0,1,1,1
E01019918,1,1,1,1,1,0,1
E01019919,1,0,1,2,2,1,0
E01019920,0,0,0,0,0,0,0
E01019921,0,0,1,1,1,0,0
E01019922,0,0,1,1,1,0,0
E01019923,0,0,0,0,0,0,0
E01019924,0,0,1,2,4,3,2
E01019925,0,0,0,0,0,0,0
E01019927,0,0,1,1,2,2,2
E01019928,0,0,0,0,0,0,0
E01019929,1,1,1,0,0,0,0
E01019930,2,2,1,0,0,0,2
E01019931,0,0,1,1,0,0,0
E01019932,0,0,1,1,2,1,1
E01019933,0,0,1,1,3,2,2
E01019934,1,2,2,3,3,3,2
E01019935,2,3,2,3,3,4,9
E01019936,11,11,10,2,5,6,8
E01019937,4,4,2,3,4,5,4
E01019938,8,10,17,15,17,12,15
E01019939,4,3,2,2,1,4,4
E01019940,0,0,1,1,1,0,0
E01019942,0,0,0,0,0,0,1
E01019943,0,0,0,0,1,2,2
E01019944,0,1,2,2,1,0,0
E01019945,1,3,3,2,4,6,8
E01019946,0,0,0,0,0,0,0
E01019947,1,1,0,1,2,2,1
E01019948,1,1,0,0,0,0,0
E01019949,1,2,1,1,0,0,0
E01019950,0,0,0,0,0,0,0
E01019951,2,2,2,2,2,2,1
E01019952,0,0,1,2,2,2,2
E01019953,0,0,0,0,0,0,0
E01019954,1,1,1,0,1,1,1
E01019955,0,0,0,0,2,2,2
E01019956,1,1,0,1,1,1,3
E01019957,2,1,1,0,1,2,3
E01019958,1,1,1,2,2,2,0
E01019959,4,3,0,0,0,1,1
E01019960,0,0,0,0,1,1,1
E01019961,2,3,3,8,9,12,10
E01019962,2,3,2,2,2,2,3
E01019963,1,0,0,1,1,1,0
E01019964,5,8,7,6,2,3,4
E01019965,2,2,2,0,0,0,0
E01019966,1,1,1,3,4,4,5
E01019967,6,7,8,3,3,4,7
E01019968,3,1,0,1,1,1,0
E01019969,2,2,6,5,7,2,5
E01019970,1,1,1,0,2,5,5
E01019971,0,1,1,1,0,0,0
E01019972,0,0,0,2,3,3,2
E01019973,0,0,1,2,2,1,0
E01019974,1,1,1,0,0,0,0
E01019975,0,0,0,2,2,2,0
E01019976,1,0,0,0,0,0,0
E01019977,1,1,1,0,1,1,1
E01019980,0,0,0,0,0,1,1
E01019981,0,0,0,0,0,0,0
E01019982,0,0,0,0,0,0,1
E01019983,0,0,0,0,0,0,0
E01019984,0,0,0,2,2,2,0
E01019985,1,0,0,0,0,0,0
E01019986,0,0,0,0,2,2,2
E01019987,3,1,1,2,3,3,1
E01019988,0,0,0,0,0,0,0
E01019989,0,0,0,0,0,0,0
E01019990,1,1,0,1,1,1,0
E01019991,0,0,3,3,3,1,1
E01019992,1,0,1,1,1,0,1
E01019993,0,1,1,1,0,0,0
E01019994,0,0,1,2,2,1,0
E01019995,6,8,7,9,7,8,6
E01019996,0,0,0,1,1,1,0
E01019997,0,0,0,0,0,0,0
E01019998,0,0,0,0,0,0,0
E01019999,0,0,0,0,0,0,0
E01020000,4,3,3,0,0,0,1
E01020001,1,1,3,2,3,2,2
E01020002,1,0,0,0,0,1,1
E01020003,1,1,0,1,2,2,1
E01020004,0,1,1,1,0,0,0
E01020005,1,1,1,3,3,4,3
E01020006,0,0,2,5,7,5,2
E01020007,0,1,1,1,0,0,1
E01020008,0,0,0,0,0,1,1
E01020009,0,0,0,1,1,1,0
E01020010,1,1,0,1,1,2,1
E01020011,1,0,0,0,1,1,1
E01020012,0,0,0,1,1,1,2
E01020013,1,0,0,0,0,0,0
E01020014,1,1,0,0,3,3,3
E01020015,0,0,0,0,1,1,1
E01020016,3,4,3,4,4,7,5
E01020017,1,1,2,4,5,6,7
E01020018,3,2,5,4,4,3,3
E01020019,0,0,0,0,0,0,0
E01020020,0,2,2,2,0,0,0
E01020021,0,0,0,0,0,0,0
E01020022,2,1,0,0,1,1,1
E01020023,3,2,2,3,2,1,2
E01020024,2,2,1,0,0,0,0
E01020025,1,0,0,1,1,1,0
E01020026,1,0,0,0,0,0,1
E01020027,0,0,1,1,1,0,0
E01020029,0,1,1,1,0,0,0
E01020030,3,1,0,0,0,4,4
E01020031,0,0,0,0,0,0,1
E01020032,1,1,1,0,1,2,3
E01020033,2,2,1,1,4,5,5
E01020035,6,6,5,4,2,5,5
E01020036,3,3,2,1,2,2,2
E01020037,1,1,0,1,1,2,1
E01020038,0,1,2,3,3,2,2
E01020039,1,1,1,0,0,0,0
E01020040,1,0,0,0,1,2,2
E01020041,0,0,0,0,0,1,1
E01020042,1,1,1,0,0,0,0
E01020043,0,0,0,0,0,1,2
E01020044,3,3,2,1,0,0,0
E01020045,4,4,3,1,2,3,5
E01020046,1,1,2,2,2,2,1
E01020047,1,1,1,3,2,2,1
E01020048,1,0,0,0,0,0,0
E01020049,3,0,0,0,3,4,6
E01020050,6,7,7,1,1,1,3
E01020051,0,1,1,1,0,0,0
E01020052,2,2,0,2,4,4,2
E01020053,0,0,1,1,1,0,0
E01020054,2,2,2,4,4,4,1
E01020055,1,1,0,0,0,1,4
E01020056,8,8,9,6,5,9,7
E01020057,0,1,1,2,1,1,0
E01020058,1,1,0,0,0,0,0
E01020059,4,3,3,3,6,6,4
E01020060,1,0,0,1,1,1,1
E01020061,0,0,0,0,0,1,1
E01020062,0,1,1,1,1,1,1
E01020063,1,0,0,0,1,1,1
E01020064,1,1,0,1,2,2,2
E01020065,2,1,2,4,5,6,4
E01020066,3,0,1,1,2,1,1
E01020067,0,0,0,0,0,0,0
E01020068,5,4,2,4,3,4,3
E01020069,2,1,1,1,1,1,1
E01020070,0,0,0,1,1,1,0
E01020071,0,1,2,2,2,1,1
E01020072,4,4,4,2,3,4,5
E01020073,1,1,2,4,4,7,5
E01020074,1,3,4,3,1,0,1
E01020075,0,0,0,2,2,2,1
E01020076,0,1,1,1,0,1,1
E01020077,1,1,3,3,3,2,2
E01020078,0,0,1,1,1,1,1
E01020079,0,0,0,0,0,0,0
E01020080,2,4,3,3,2,3,2
E01020081,0,1,1,1,1,1,5
E01020082,3,0,0,0,0,0,2
E01020083,5,3,6,6,6,6,8
E01020084,1,1,1,0,0,0,0
E01020085,0,0,0,0,0,1,1
E01020086,1,1,0,0,0,4,4
E01020087,7,10,14,12,19,15,13
E01020088,1,2,5,6,7,8,11
E01020089,1,1,2,2,3,2,3
E01020090,1,2,2,2,0,3,4
E01020091,0,0,2,3,3,1,0
E01020092,0,0,0,0,0,0,1
E01020093,0,0,0,0,1,1,2
E01020094,1,2,4,4,4,4,4
E01020095,1,1,2,1,1,0,0
E01020096,2,2,2,2,2,2,2
E01020097,4,6,8,5,8,5,10
E01020098,2,1,5,4,4,0,0
E01020099,0,0,0,2,2,7,6
E01020100,3,4,5,4,6,4,3
E01020101,0,0,0,0,0,1,2
E01020102,0,0,0,0,0,0,0
E01020103,0,0,0,0,0,1,1
E01020104,1,1,0,0,0,0,0
E01020105,1,1,2,1,1,0,0
E01020106,0,0,0,0,0,0,0
E01020107,1,2,2,2,1,1,0
E01020108,3,3,6,8,11,8,7
E01020109,2,2,3,1,1,0,0
E01020110,3,2,5,4,7,7,7
E01020111,2,0,0,1,1,2,3
E01020112,0,0,0,0,1,1,1
E01020113,0,2,2,2,0,1,2
E01020114,0,0,0,0,1,1,1
E01020115,0,1,0,0,1,1,2
E01020116,2,1,1,1,2,2,2
E01020117,4,4,8,4,4,1,1
E01020118,0,1,1,1,0,0,0
E01020119,8,8,6,5,10,16,16
E01020120,2,3,3,4,3,3,4
E01020121,1,1,0,1,1,2,2
E01020122,5,5,3,6,6,6,1
E01020123,0,0,0,0,0,0,0
E01020124,3,3,5,4,3,1,2
E01020125,0,0,0,1,1,1,4
E01020126,4,3,3,4,7,10,7
E01020127,7,8,13,15,16,13,9
E01020128,2,1,3,3,3,0,0
E01020129,1,0,0,0,0,0,0
E01020130,0,2,3,3,1,0,0
E01020131,4,4,5,6,3,2,2
E01020132,0,1,1,1,0,0,0
E01020133,0,0,0,1,1,1,0
E01020134,1,1,2,2,2,0,0
E01020135,0,0,0,1,2,2,1
E01020136,4,4,3,1,2,4,4
E01020137,3,1,1,1,0,0,0
E01020138,8,5,5,3,5,5,3
E01020139,0,0,0,1,1,1,0
E01020140,0,0,0,0,0,1,1
E01020141,0,0,0,0,0,0,1
E01020142,3,3,2,4,3,4,4
E01020143,5,5,2,4,3,6,4
E01020144,0,0,0,0,0,0,0
E01020145,2,2,6,6,4,0,2
E01020146,0,0,0,0,0,0,0
E01020147,4,4,0,0,1,2,2
E01020148,1,1,3,5,5,3,1
E01020149,11,9,11,10,12,13,15
E01020150,2,3,6,6,5,1,2
E01020151,0,0,0,0,0,0,0
E01020152,2,2,1,0,1,3,4
E01020153,0,0,0,0,0,0,2
E01020154,2,1,2,1,1,0,0
E01020155,0,0,0,1,1,1,2
E01020156,4,5,10,8,7,4,7
E01020157,3,2,3,1,5,6,9
E01020158,3,1,2,1,3,3,4
E01020159,2,3,5,8,10,11,10
E01020160,10,5,2,3,7,6,4
E01020161,2,2,2,3,2,3,3
E01020162,0,0,0,0,1,1,1
E01020163,0,0,0,0,0,0,0
E01020164,0,0,0,0,0,0,0
E01020165,0,1,1,1,0,0,1
E01020166,1,2,2,2,1,1,0
E01020167,6,0,0,0,1,1,1
E01020168,0,0,0,0,0,0,0
E01020169,2,2,2,1,2,2,1
E01020170,1,2,3,4,3,2,2
E01020171,0,0,0,2,2,2,0
E01020172,0,0,0,0,1,2,2
E01020173,2,2,0,1,3,3,3
E01020174,1,1,1,2,1,2,2
E01020175,0,0,0,0,0,0,2
E01020176,4,1,1,1,2,5,7
E01020177,0,0,0,0,0,0,0
E01020178,0,0,1,1,2,2,2
E01020179,2,3,3,6,7,6,4
E01020180,1,2,1,1,0,0,1
E01020181,0,0,0,0,0,1,1
E01020182,1,2,1,1,0,1,1
E01020183,1,1,1,3,2,2,4
E01020184,2,2,2,0,0,1,2
E01020185,0,0,0,0,0,0,1
E01020186,0,0,0,0,0,1,1
E01020187,2,2,5,6,8,4,5
E01020188,2,3,2,2,1,2,2
E01020189,3,5,5,5,2,2,2
E01020190,5,7,7,5,3,4,6
E01020191,1,0,0,1,1,1,0
E01020192,1,0,0,0,0,0,0
E01020193,1,1,2,2,2,1,0
E01020194,0,0,0,0,0,0,0
E01020195,7,8,2,2,1,2,3
E01020196,1,1,1,1,2,3,2
E01020197,4,4,6,4,3,2,2
E01020198,0,0,0,1,1,1,0
E01020199,0,0,1,1,1,0,2
E01020200,1,2,2,2,1,1,1
E01020201,7,2,1,1,1,2,5
E01020202,8,3,6,4,4,2,2
E01020203,3,3,0,0,0,0,0
E01020204,2,2,2,1,1,1,2
E01020205,4,3,3,1,0,1,1
E01020206,0,0,0,0,1,1,2
E01020207,2,5,5,3,1,2,4
E01020208,0,0,0,0,0,0,0
E01020209,0,0,0,0,0,0,0
E01020210,2,2,3,1,1,0,0
E01020211,3,2,2,1,1,2,2
E01020212,0,0,0,0,0,0,0
E01020213,0,1,1,3,2,3,2
E01020214,1,1,1,0,0,1,2
E01020215,0,0,0,0,0,0,0
E01020216,0,1,1,2,2,4,3
E01020217,2,5,6,6,4,4,5
E01020218,1,2,2,3,2,1,2
E01020219,1,1,1,2,2,4,4
E01020220,1,5,6,7,3,3,4
E01020221,3,7,6,6,4,5,8
E01020222,0,0,0,0,0,0,0
E01020223,2,2,4,3,4,3,2
E01020224,0,0,2,2,2,0,0
E01020225,1,0,1,2,2,1,1
E01020226,0,0,0,0,1,3,3
E01020227,2,1,1,1,3,3,5
E01020228,1,0,1,1,3,3,3
E01020229,1,1,1,0,1,1,4
E01020230,0,0,0,0,0,1,1
E01020231,0,0,0,0,0,0,0
E01020232,0,0,0,2,2,2,0
E01020233,1,1,1,1,2,2,3
E01020234,0,0,0,1,1,1,0
E01020235,2,1,1,0,1,1,2
E01020236,1,1,1,1,0,1,2
E01020237,2,3,3,3,4,5,6
E01020238,0,0,0,0,0,0,0
E01020239,2,2,1,0,2,7,9
E01020240,10,4,4,1,3,3,5
E01020241,11,8,12,9,10,12,16
E01020242,2,2,7,7,6,2,3
E01020243,0,0,0,1,1,2,1
E01020244,0,1,2,2,1,1,1
E01020245,2,2,4,3,4,3,2
E01020246,3,2,2,1,2,1,2
E01020247,1,0,1,1,2,1,2
E01020248,6,5,6,2,1,1,2
E01020249,6,4,3,3,3,2,2
E01020250,0,0,0,0,1,1,1
E01020251,5,3,2,3,4,3,1
E01020252,0,0,0,1,1,1,0
E01020253,0,0,0,0,0,0,0
E01020254,0,0,1,1,1,0,0
E01020255,0,1,3,3,2,1,1
E01020256,7,9,11,14,11,8,6
E01020257,0,0,0,0,0,0,0
E01020258,3,3,2,1,1,1,2
E01020259,0,1,2,3,2,4,4
E01020260,2,1,1,1,1,0,0
E01020261,0,1,1,2,1,1,0
E01020262,4,5,5,6,7,8,6
E01020263,1,2,3,3,3,4,3
E01020264,2,3,3,1,0,1,1
E01020265,1,1,0,0,0,0,0
E01020266,1,0,0,0,0,1,1
E01020267,0,0,0,0,1,2,2
E01020268,1,2,2,2,1,2,4
E01020269,0,0,1,2,4,4,3
E01020270,0,0,0,0,0,0,0
E01020271,2,1,1,0,1,1,1
E01020272,2,1,1,0,0,0,0
E01020273,0,0,0,0,1,1,4
E01020274,1,0,1,1,1,0,2
E01020275,0,0,0,0,0,0,0
E01020276,1,1,1,0,2,2,2
E01020277,0,0,0,1,2,2,2
E01020278,0,0,1,2,2,1,0
E01020279,1,1,1,1,1,0,0
E01020280,0,0,3,3,3,1,1
E01020281,0,0,0,0,0,0,0
E01020282,1,0,0,0,0,3,5
E01020283,0,0,0,1,2,2,2
E01020284,0,0,0,1,1,2,1
E01020285,0,0,1,1,2,1,1
E01020286,2,4,5,7,5,4,3
E01020287,2,2,3,2,4,6,8
E01020288,0,1,1,2,2,8,8
E01020289,2,1,2,3,6,6,5
E01020290,2,1,2,2,3,5,5
E01020291,3,3,1,1,0,0,1
E01020292,2,1,1,0,1,1,1
E01020293,2,2,4,6,10,9,7
E01020294,0,0,0,1,1,1,0
E01020295,6,5,6,3,4,5,5
E01020296,9,7,5,6,3,4,6
E01020297,1,0,0,1,1,1,0
E01020298,2,0,0,0,0,0,0
E01020299,0,0,0,0,1,1,1
E01020300,4,3,4,1,1,1,2
E01020301,3,2,2,3,3,4,3
E01020302,2,2,3,4,4,3,4
E01020303,0,0,2,3,3,1,0
E01020304,0,0,0,0,0,0,1
E01020305,0,1,1,2,1,1,0
E01020306,0,2,2,2,0,0,0
E01020307,1,1,1,1,2,2,1
E01020308,3,2,2,1,1,2,3
E01020309,2,2,1,1,2,2,4
E01020310,0,0,0,0,1,1,2
E01020311,1,5,6,6,3,4,4
E01020312,1,0,0,0,0,0,1
E01020313,0,0,0,0,0,0,0
E01020314,6,7,9,8,8,9,12
E01020315,2,4,3,2,2,6,6
E01020316,4,2,3,4,5,5,9
E01020317,0,0,0,2,7,8,7
E01020318,2,2,2,0,2,2,4
E01020319,2,4,6,5,5,4,7
E01020320,12,10,2,2,3,4,4
E01020321,10,11,7,9,8,9,4
E01020322,12,12,14,5,8,11,11
E01020323,2,1,3,5,7,11,12
E01020324,1,1,1,4,6,9,6
E01020325,4,4,2,1,1,1,2
E01020326,0,2,3,4,4,4,7
E01020327,1,1,0,0,0,1,1
E01020328,3,3,2,1,1,1,1
E01020329,5,6,4,5,4,5,3
E01020330,0,0,0,0,0,0,1
E01020331,4,2,6,6,6,3,6
E01020332,2,1,1,3,2,2,1
E01020333,5,3,2,1,1,2,2
E01020334,1,0,1,2,2,1,0
E01020335,1,4,4,4,1,0,0
E01020336,1,0,1,1,1,0,0
E01020337,0,1,2,2,1,0,0
E01020338,0,0,0,0,0,2,6
E01020339,4,2,3,5,5,4,1
E01020340,5,4,1,2,2,4,3
E01020341,1,1,4,7,9,7,5
E01020342,0,0,0,0,0,0,0
E01032628,4,2,4,8,11,8,4
E01032657,,,,,,,
E01032658,,,,,,,
E01033232,1,2,0,0,0,0,0
E01033233,1,1,5,6,8,6,7
E01033234,2,2,10,8,10,5,7
E01033235,1,1,1,0,0,1,1
E01033236,0,0,0,0,0,0,0
E07000040,130,124,147,144,177,166,199
E07000041,72,65,81,95,113,114,105
E07000042,70,63,67,69,73,86,86
E07000043,97,103,138,135,158,152,150
E07000044,92,86,95,105,112,113,129
E07000045,144,135,158,146,146,153,177
E07000046,52,49,61,68,77,86,88
E07000047,91,88,86,90,101,115,122
E10000008,748,713,833,852,957,985,1056
E06000026,,,,,,,
E06000027,,,,,,,
IMDQ1,23,25,29,36,40,48,42
IMDQ2,167,168,191,201,235,250,251
IMDQ3,304,291,345,348,393,408,447
IMDQ4,188,166,190,192,213,202,225
IMDQ5,66,63,78,75,76,77,91
E02003122,,,,,,,
E02003123,,,,,,,
E02003124,,,,,,,
E02003125,,,,,,,
E02003126,,,,,,,
E02003127,,,,,,,
E02003128,,,,,,,
E02003129,,,,,,,
E02003130,,,,,,,
E02003131,,,,,,,
E02003132,,,,,,,
E02003133,,,,,,,
E02003134,,,,,,,
E02003135,,,,,,,
E02003136,,,,,,,
E02003137,,,,,,,
E02003138,,,,,,,
E02003139,,,,,,,
E02003140,,,,,,,
E02003141,,,,,,,
E02003142,,,,,,,
E02003143,,,,,,,
E02003144,,,,,,,
E02003145,,,,,,,
E02003146,,,,,,,
E02003147,,,,,,,
E02003148,,,,,,,
E02003149,,,,,,,
E02003150,,,,,,,
E02003151,,,,,,,
E02003152,,,,,,,
E02003153,,,,,,,
E02003154,,,,,,,
E02003155,,,,,,,
E02003156,,,,,,,
E02003157,,,,,,,
E02003158,,,,,,,
E02003159,,,,,,,
E02003161,,,,,,,
E02003163,,,,,,,
E02003164,,,,,,,
E02003165,,,,,,,
E02003166,,,,,,,
E02003167,,,,,,,
E02003168,,,,,,,
E02003169,,,,,,,
E02003170,,,,,,,
E02003171,,,,,,,
E02004129,15,17,25,18,23,21,29
E02004130,1,2,5,6,10,8,7
E02004131,3,3,3,1,0,0,2
E02004132,10,8,6,10,14,12,9
E02004133,9,6,6,9,14,13,23
E02004134,10,7,16,16,15,9,11
E02004135,18,19,18,16,20,24,27
E02004136,4,4,5,5,4,6,7
E02004137,6,4,8,13,21,21,18
E02004138,3,4,1,2,2,2,1
E02004139,1,1,2,2,5,5,5
E02004140,4,3,2,3,4,5,6
E02004141,6,7,5,6,9,12,12
E02004142,22,22,20,14,10,10,17
E02004143,0,1,1,1,1,1,2
E02004144,4,4,5,3,4,4,7
E02004145,2,3,2,2,1,0,0
E02004146,0,0,3,4,6,3,2
E02004147,6,7,9,7,7,5,5
E02004148,6,2,5,6,7,5,9
E02004149,2,2,8,8,11,8,9
E02004150,5,6,8,6,4,2,3
E02004151,4,3,3,6,6,7,6
E02004152,2,3,2,2,1,1,1
E02004153,1,0,0,2,2,3,2
E02004154,3,1,3,8,11,10,4
E02004155,6,5,3,2,6,8,7
E02004156,13,15,18,23,22,25,21
E02004157,6,4,3,5,4,3,2
E02004158,4,3,2,3,3,8,8
E02004159,10,11,18,16,16,12,15
E02004160,3,2,3,2,3,2,1
E02004161,3,2,0,1,5,6,5
E02004162,6,5,8,9,13,11,12
E02004163,4,3,2,2,6,8,9
E02004164,11,9,12,6,9,9,12
E02004165,6,6,6,8,6,6,4
E02004166,2,3,4,5,4,3,3
E02004167,4,3,3,7,10,10,6
E02004168,1,1,2,2,2,2,6
E02004169,9,9,7,6,11,12,12
E02004170,4,5,3,6,5,6,5
E02004171,11,12,13,9,7,11,10
E02004172,8,6,7,7,7,12,13
E02004173,12,8,9,12,11,12,12
E02004174,2,1,1,1,1,3,3
E02004175,2,1,0,1,4,5,7
E02004176,7,7,8,10,15,22,18
E02004177,6,8,12,8,6,4,5
E02004178,6,7,11,11,12,11,11
E02004179,4,3,9,9,14,11,13
E02004180,10,13,21,25,26,24,24
E02004181,1,2,3,5,4,2,0
E02004182,2,3,6,5,5,5,6
E02004183,5,5,7,7,6,4,8
E02004184,4,4,6,6,4,1,1
E02004185,10,11,10,8,12,17,16
E02004186,8,8,4,7,7,13,8
E02004187,15,15,17,14,15,13,17
E02004188,17,16,24,19,28,20,16
E02004189,13,11,17,16,16,13,17
E02004190,18,9,9,10,19,20,21
E02004191,5,7,5,5,2,5,9
E02004192,7,10,15,14,11,8,13
E02004193,9,5,5,6,5,6,6
E02004194,10,11,10,14,11,11,10
E02004195,4,3,3,2,3,4,6
E02004196,14,15,14,14,17,20,22
E02004197,2,2,5,8,10,7,7
