Area,2013,2014,2015,2016,2017
E01015258,,,,,
E01015259,,,,,
E01015260,,,,,
E01015261,,,,,
E01015262,,,,,
E01015263,,,,,
E01015264,,,,,
E01015265,,,,,
E01015266,,,,,
E01015267,,,,,
E01015268,,,,,
E01015269,,,,,
E01015270,,,,,
E01015271,,,,,
E01019886,9,6,11,13,9
E01019887,5,#,9,5,8
E01019888,#,5,#,5,#
E01019889,9,6,8,5,#
E01019890,9,13,8,10,11
E01019891,7,17,10,6,8
E01019892,15,22,33,16,27
E01019893,14,11,16,14,16
E01019894,7,#,#,8,5
E01019895,6,7,7,7,6
E01019896,7,6,#,8,#
E01019897,11,9,9,14,10
E01019898,8,10,8,9,9
E01019899,8,8,#,9,5
E01019900,7,11,11,10,6
E01019901,9,11,8,12,7
E01019902,9,14,10,12,12
E01019903,19,11,13,11,13
E01019904,9,11,7,13,9
E01019905,19,20,12,14,16
E01019906,6,14,#,7,5
E01019907,7,14,8,9,5
E01019908,5,12,12,21,13
E01019909,9,9,11,12,14
E01019910,13,11,12,16,11
E01019911,7,#,6,#,10
E01019912,13,10,7,7,11
E01019913,#,#,#,7,5
E01019914,9,20,12,15,13
E01019915,13,13,12,9,10
E01019916,10,#,9,7,6
E01019917,17,10,14,15,12
E01019918,10,7,8,11,7
E01019919,#,14,6,15,13
E01019920,10,12,10,15,7
E01019921,19,14,15,12,13
E01019922,8,13,5,14,14
E01019923,5,5,6,10,10
E01019924,8,14,9,9,7
E01019925,8,12,8,#,16
E01019927,5,#,#,5,7
E01019928,10,6,14,#,13
E01019929,11,8,8,11,11
E01019930,#,#,6,6,15
E01019931,11,10,#,7,7
E01019932,12,#,6,9,8
E01019933,#,9,#,#,6
E01019934,8,6,12,13,9
E01019935,5,6,7,#,#
E01019936,#,6,#,0,#
E01019937,12,14,19,10,10
E01019938,9,8,16,7,7
E01019939,8,11,16,10,6
E01019940,11,18,15,13,15
E01019942,17,14,13,18,17
E01019943,16,18,14,25,13
E01019944,20,17,16,22,6
E01019945,21,9,15,11,7
E01019946,7,6,5,10,#
E01019947,6,6,9,7,5
E01019948,8,5,8,7,#
E01019949,13,6,#,10,#
E01019950,12,8,10,10,5
E01019951,11,12,11,13,11
E01019952,10,7,9,7,6
E01019953,12,7,#,8,8
E01019954,12,17,11,15,11
E01019955,8,12,17,7,8
E01019956,8,7,11,11,6
E01019957,#,#,#,#,5
E01019958,14,8,11,15,11
E01019959,9,#,7,6,6
E01019960,#,7,5,11,7
E01019961,6,11,#,#,0
E01019962,17,20,26,21,19
E01019963,5,10,9,11,12
E01019964,#,#,#,9,#
E01019965,7,#,13,15,7
E01019966,#,8,6,#,7
E01019967,5,#,11,#,6
E01019968,9,8,10,10,11
E01019969,13,8,9,#,8
E01019970,10,10,10,11,8
E01019971,5,#,#,8,#
E01019972,5,5,6,10,5
E01019973,16,10,9,9,8
E01019974,#,7,#,9,10
E01019975,6,6,9,5,7
E01019976,9,7,13,8,5
E01019977,14,6,6,11,12
E01019980,8,12,7,11,#
E01019981,16,6,7,5,11
E01019982,11,9,#,#,11
E01019983,9,10,8,9,9
E01019984,5,9,12,12,11
E01019985,8,12,8,8,5
E01019986,12,6,7,8,11
E01019987,#,#,6,7,5
E01019988,18,10,14,13,10
E01019989,10,5,7,#,8
E01019990,6,10,8,14,7
E01019991,7,#,8,8,12
E01019992,9,13,14,12,9
E01019993,7,8,6,9,6
E01019994,#,#,#,7,5
E01019995,5,10,#,5,#
E01019996,5,#,#,6,#
E01019997,#,6,#,#,#
E01019998,7,#,7,9,6
E01019999,5,9,#,9,9
E01020000,8,6,11,9,8
E01020001,7,#,13,7,#
E01020002,8,9,8,12,8
E01020003,11,9,15,18,16
E01020004,10,13,8,10,11
E01020005,18,12,16,14,15
E01020006,17,15,18,16,19
E01020007,#,#,#,6,#
E01020008,5,6,#,9,#
E01020009,11,11,10,10,13
E01020010,15,5,#,9,9
E01020011,5,#,8,5,10
E01020012,11,12,12,8,7
E01020013,#,7,6,#,6
E01020014,11,10,5,12,6
E01020015,7,7,10,10,#
E01020016,#,0,#,#,#
E01020017,#,#,#,#,#
E01020018,#,5,#,#,#
E01020019,#,#,#,#,0
E01020020,#,5,#,6,#
E01020021,#,#,7,#,#
E01020022,#,#,0,#,#
E01020023,18,11,14,13,12
E01020024,5,10,#,7,7
E01020025,5,#,5,#,0
E01020026,14,12,16,15,10
E01020027,12,14,11,8,11
E01020029,13,#,6,8,9
E01020030,10,#,9,11,6
E01020031,13,12,#,#,9
E01020032,10,8,#,#,12
E01020033,14,12,11,22,19
E01020035,10,#,16,17,13
E01020036,13,13,12,10,12
E01020037,15,11,6,7,10
E01020038,14,12,7,13,16
E01020039,11,10,6,8,8
E01020040,6,#,7,#,8
E01020041,11,10,9,6,8
E01020042,14,10,9,15,8
E01020043,15,17,16,28,15
E01020044,10,12,9,6,14
E01020045,19,24,19,19,11
E01020046,8,14,18,9,12
E01020047,11,11,9,9,13
E01020048,14,8,8,10,7
E01020049,8,7,6,5,7
E01020050,8,#,15,11,9
E01020051,9,8,12,10,13
E01020052,#,9,11,6,12
E01020053,13,8,6,#,10
E01020054,7,12,18,11,13
E01020055,9,10,10,16,9
E01020056,19,16,16,22,24
E01020057,10,12,12,12,17
E01020058,17,11,12,13,12
E01020059,17,12,16,19,18
E01020060,8,8,#,12,7
E01020061,19,15,17,15,18
E01020062,19,9,16,9,11
E01020063,28,21,20,17,22
E01020064,13,15,23,16,15
E01020065,11,9,6,7,8
E01020066,14,26,15,30,27
E01020067,12,13,14,9,12
E01020068,13,9,#,10,7
E01020069,16,13,11,11,12
E01020070,10,20,16,17,15
E01020071,14,8,15,18,14
E01020072,15,13,9,11,11
E01020073,8,10,9,12,7
E01020074,22,17,17,28,20
E01020075,17,23,20,12,13
E01020076,13,9,10,21,9
E01020077,13,10,12,14,17
E01020078,8,11,7,9,13
E01020079,5,#,8,8,#
E01020080,14,6,7,5,7
E01020081,#,6,9,5,9
E01020082,14,#,#,#,6
E01020083,14,12,20,15,23
E01020084,17,6,8,10,8
E01020085,7,14,13,8,7
E01020086,14,12,5,9,8
E01020087,14,8,9,11,13
E01020088,10,11,9,14,11
E01020089,14,12,16,18,18
E01020090,11,6,9,11,14
E01020091,8,#,8,9,6
E01020092,#,9,10,5,9
E01020093,5,10,10,9,8
E01020094,5,#,#,11,#
E01020095,9,8,9,8,5
E01020096,8,6,8,5,6
E01020097,14,7,18,18,13
E01020098,19,14,20,18,12
E01020099,7,#,6,7,12
E01020100,9,7,6,#,#
E01020101,6,5,12,11,11
E01020102,17,10,11,17,7
E01020103,11,6,7,9,5
E01020104,#,#,#,#,#
E01020105,6,12,8,9,10
E01020106,#,5,8,#,6
E01020107,11,6,12,5,13
E01020108,16,11,11,17,17
E01020109,13,10,14,8,10
E01020110,5,8,11,18,12
E01020111,11,5,6,9,11
E01020112,10,#,8,8,#
E01020113,7,7,7,7,5
E01020114,7,5,6,6,8
E01020115,9,#,7,7,5
E01020116,13,9,9,16,8
E01020117,11,6,10,8,9
E01020118,12,#,17,9,9
E01020119,8,#,6,8,#
E01020120,12,20,13,15,16
E01020121,14,13,13,10,14
E01020122,11,7,11,9,11
E01020123,8,#,9,5,11
E01020124,16,10,#,#,10
E01020125,7,7,7,7,7
E01020126,#,#,5,#,5
E01020127,13,#,7,16,18
E01020128,16,15,11,17,19
E01020129,5,12,11,6,8
E01020130,14,13,11,5,9
E01020131,12,8,12,7,20
E01020132,11,11,#,9,7
E01020133,11,10,8,15,10
E01020134,7,#,#,6,#
E01020135,7,#,8,16,14
E01020136,10,8,10,11,11
E01020137,8,10,10,#,#
E01020138,12,13,11,16,19
E01020139,12,#,5,5,#
E01020140,9,5,6,7,6
E01020141,5,9,12,17,14
E01020142,22,13,26,20,21
E01020143,16,14,10,11,10
E01020144,5,#,#,#,#
E01020145,5,6,5,#,#
E01020146,#,#,#,#,#
E01020147,19,9,9,13,19
E01020148,11,13,7,7,10
E01020149,6,#,6,6,6
E01020150,10,9,12,7,9
E01020151,7,#,#,6,6
E01020152,#,#,7,5,#
E01020153,#,#,#,#,5
E01020154,5,5,7,8,11
E01020155,6,#,#,#,7
E01020156,11,8,9,8,9
E01020157,22,6,19,8,16
E01020158,13,16,10,18,15
E01020159,14,10,5,15,7
E01020160,26,12,18,16,20
E01020161,24,18,11,10,14
E01020162,16,19,13,15,22
E01020163,16,13,16,26,25
E01020164,19,15,8,15,9
E01020165,12,11,20,11,10
E01020166,15,16,13,16,13
E01020167,22,13,19,19,11
E01020168,18,12,15,13,18
E01020169,22,21,15,18,18
E01020170,11,6,6,5,#
E01020171,5,11,11,#,10
E01020172,16,11,9,8,11
E01020173,14,#,7,10,6
E01020174,6,9,13,15,8
E01020175,10,10,13,12,7
E01020176,16,8,8,9,10
E01020177,10,6,14,7,9
E01020178,12,7,15,12,18
E01020179,14,12,11,14,21
E01020180,13,13,7,14,19
E01020181,14,9,12,15,14
E01020182,9,11,15,#,15
E01020183,9,11,#,9,9
E01020184,12,9,10,7,6
E01020185,#,0,0,#,#
E01020186,0,0,0,#,#
E01020187,8,6,#,6,8
E01020188,11,6,14,11,12
E01020189,10,18,17,13,14
E01020190,15,13,17,13,16
E01020191,8,#,#,7,#
E01020192,7,7,#,7,7
E01020193,11,11,10,9,12
E01020194,14,7,10,12,10
E01020195,16,14,9,14,11
E01020196,10,11,8,7,7
E01020197,8,7,7,6,8
E01020198,8,#,7,6,#
E01020199,5,#,10,10,11
E01020200,#,7,5,#,6
E01020201,8,#,#,6,#
E01020202,10,11,10,6,9
E01020203,17,7,14,12,18
E01020204,15,6,11,7,8
E01020205,14,9,11,9,9
E01020206,11,11,13,11,9
E01020207,8,9,12,7,12
E01020208,5,#,11,17,6
E01020209,11,5,6,6,#
E01020210,#,5,7,5,9
E01020211,7,9,#,#,10
E01020212,8,5,#,#,6
E01020213,#,6,5,8,11
E01020214,8,13,11,5,9
E01020215,8,7,6,11,7
E01020216,8,17,11,10,7
E01020217,5,7,#,8,5
E01020218,5,6,#,6,8
E01020219,9,14,9,21,20
E01020220,9,#,12,11,9
E01020221,15,18,11,15,13
E01020222,8,5,10,10,7
E01020223,16,9,7,11,8
E01020224,5,9,#,10,7
E01020225,6,12,6,9,6
E01020226,7,#,6,7,8
E01020227,16,7,8,#,5
E01020228,#,#,0,8,#
E01020229,10,6,8,10,11
E01020230,7,7,7,8,#
E01020231,8,13,11,12,9
E01020232,17,10,10,14,8
E01020233,7,#,5,8,5
E01020234,7,#,#,6,#
E01020235,6,11,#,9,7
E01020236,8,9,8,11,#
E01020237,12,10,12,10,7
E01020238,12,#,6,7,10
E01020239,12,8,#,7,6
E01020240,7,#,7,11,11
E01020241,9,11,8,7,5
E01020242,7,15,9,21,12
E01020243,6,#,#,6,6
E01020244,9,8,6,7,6
E01020245,12,9,6,#,12
E01020246,#,6,9,5,#
E01020247,5,6,5,5,9
E01020248,#,12,#,5,#
E01020249,10,5,7,7,6
E01020250,9,#,6,7,#
E01020251,10,11,6,9,12
E01020252,#,#,9,6,9
E01020253,16,14,16,9,13
E01020254,12,#,#,5,9
E01020255,8,11,5,#,7
E01020256,8,12,7,12,11
E01020257,11,13,11,12,#
E01020258,16,15,10,11,9
E01020259,7,#,#,5,5
E01020260,9,#,6,#,#
E01020261,#,7,#,#,5
E01020262,6,7,#,6,5
E01020263,8,9,8,8,5
E01020264,#,5,5,5,8
E01020265,11,11,12,13,6
E01020266,7,12,11,15,#
E01020267,6,6,5,9,9
E01020268,5,6,#,7,5
E01020269,5,#,#,#,#
E01020270,10,7,9,12,6
E01020271,11,17,10,12,9
E01020272,13,11,12,16,13
E01020273,8,14,14,10,11
E01020274,8,7,5,8,5
E01020275,8,#,7,5,9
E01020276,7,6,10,6,8
E01020277,13,12,7,14,15
E01020278,8,10,14,9,11
E01020279,16,11,15,6,11
E01020280,10,9,7,9,18
E01020281,10,17,16,18,12
E01020282,0,8,15,7,10
E01020283,6,#,12,9,9
E01020284,11,11,14,13,11
E01020285,11,6,10,6,7
E01020286,10,9,#,#,9
E01020287,#,11,10,8,11
E01020288,5,5,8,6,11
E01020289,8,10,6,8,5
E01020290,#,7,9,8,15
E01020291,7,5,11,5,12
E01020292,6,#,#,#,#
E01020293,20,16,18,11,16
E01020294,17,8,10,14,8
E01020295,7,9,5,9,11
E01020296,7,11,6,13,5
E01020297,9,7,9,5,5
E01020298,5,9,7,15,9
E01020299,7,5,9,10,#
E01020300,7,7,8,6,8
E01020301,11,8,14,10,10
E01020302,14,10,5,8,12
E01020303,11,7,11,5,13
E01020304,17,13,7,21,6
E01020305,6,#,8,9,8
E01020306,#,10,8,9,6
E01020307,9,8,9,15,11
E01020308,7,16,7,10,12
E01020309,10,10,12,12,11
E01020310,6,10,6,5,8
E01020311,12,7,10,16,12
E01020312,11,9,9,6,10
E01020313,5,5,#,5,5
E01020314,15,12,14,11,9
E01020315,5,9,#,5,8
E01020316,0,7,#,#,12
E01020317,6,#,#,5,#
E01020318,11,8,8,10,15
E01020319,11,#,10,8,9
E01020320,12,5,8,19,10
E01020321,16,9,12,16,12
E01020322,14,14,18,14,20
E01020323,8,5,8,7,6
E01020324,8,8,9,#,14
E01020325,12,5,10,11,#
E01020326,16,12,19,9,16
E01020327,12,12,9,12,15
E01020328,17,17,16,16,21
E01020329,8,12,8,7,14
E01020330,17,9,11,10,17
E01020331,5,10,5,8,6
E01020332,5,8,#,7,6
E01020333,10,5,8,14,7
E01020334,15,13,6,10,15
E01020335,6,7,#,7,7
E01020336,15,8,11,10,#
E01020337,#,#,#,#,#
E01020338,13,7,7,7,13
E01020339,8,8,12,9,12
E01020340,#,5,5,#,#
E01020341,#,5,#,6,5
E01020342,7,#,8,10,5
E01032628,21,14,20,19,24
E01032657,,,,,
E01032658,,,,,
E01033232,#,8,7,#,6
E01033233,10,#,8,7,#
E01033234,14,14,16,15,13
E01033235,6,6,5,10,#
E01033236,0,#,#,6,5
E07000040,764,774,776,816,727
E07000041,630,548,559,616,577
E07000042,547,505,521,544,538
E07000043,575,446,528,562,553
E07000044,582,457,497,502,540
E07000045,728,675,614,712,637
E07000046,328,317,344,346,360
E07000047,298,244,257,269,303
E10000008,4452,3966,4096,4367,4235
E06000026,,,,,
E06000027,,,,,
IMDQ1,161,155,126,163,143
IMDQ2,974,859,874,934,978
IMDQ3,1489,1230,1350,1386,1386
IMDQ4,1152,1098,1114,1165,1111
IMDQ5,676,624,632,719,617
E02003122,,,,,
E02003123,,,,,
E02003124,,,,,
E02003125,,,,,
E02003126,,,,,
E02003127,,,,,
E02003128,,,,,
E02003129,,,,,
E02003130,,,,,
E02003131,,,,,
E02003132,,,,,
E02003133,,,,,
E02003134,,,,,
E02003135,,,,,
E02003136,,,,,
E02003137,,,,,
E02003138,,,,,
E02003139,,,,,
E02003140,,,,,
E02003141,,,,,
E02003142,,,,,
E02003143,,,,,
E02003144,,,,,
E02003145,,,,,
E02003146,,,,,
E02003147,,,,,
E02003148,,,,,
E02003149,,,,,
E02003150,,,,,
E02003151,,,,,
E02003152,,,,,
E02003153,,,,,
E02003154,,,,,
E02003155,,,,,
E02003156,,,,,
E02003157,,,,,
E02003158,,,,,
E02003159,,,,,
E02003161,,,,,
E02003163,,,,,
E02003164,,,,,
E02003165,,,,,
E02003166,,,,,
E02003167,,,,,
E02003168,,,,,
E02003169,,,,,
E02003170,,,,,
E02003171,,,,,
E02004129,23,24,37,21,25
E02004130,27,23,23,30,30
E02004131,35,27,32,28,46
E02004132,59,57,66,60,72
E02004133,31,28,36,30,31
E02004134,55,61,72,47,64
E02004135,29,42,28,26,15
E02004136,72,78,74,88,57
E02004137,29,36,27,35,29
E02004138,46,31,36,44,19
E02004139,42,43,41,37,33
E02004140,26,16,25,29,22
E02004141,38,33,43,32,29
E02004142,19,17,25,33,19
E02004143,41,59,31,43,35
E02004144,34,35,41,50,48
E02004145,31,26,23,37,25
E02004146,50,58,45,60,51
E02004147,40,34,37,48,38
E02004148,37,46,34,38,39
E02004149,29,18,32,32,23
E02004150,31,30,37,46,37
E02004151,56,56,61,66,59
E02004152,11,19,13,15,15
E02004153,41,52,38,44,37
E02004154,47,41,45,46,46
E02004155,57,43,38,36,49
E02004156,17,23,13,18,15
E02004157,33,25,26,30,23
E02004158,52,34,29,31,43
E02004159,66,63,73,69,69
E02004160,57,36,39,42,46
E02004161,55,39,39,48,35
E02004162,42,33,36,42,35
E02004163,36,36,40,51,45
E02004164,37,35,51,39,45
E02004165,48,51,43,54,60
E02004166,67,61,57,57,55
E02004167,40,39,37,24,42
E02004168,31,29,32,32,32
E02004169,68,60,74,63,55
E02004170,43,45,52,52,51
E02004171,58,53,56,74,67
E02004172,50,35,31,48,33
E02004173,53,54,51,53,57
E02004174,52,43,37,48,41
E02004175,37,16,27,30,28
E02004176,24,16,29,26,32
E02004177,43,26,43,40,31
E02004178,40,27,34,36,41
E02004179,35,42,55,59,53
E02004180,35,35,29,45,45
E02004181,41,25,18,35,25
E02004182,28,26,31,43,28
E02004183,39,26,27,20,34
E02004184,67,58,53,57,49
E02004185,27,25,34,26,33
E02004186,63,52,50,46,48
E02004187,51,37,58,54,62
E02004188,45,35,40,45,44
E02004189,17,15,17,15,12
E02004190,85,45,66,47,65
E02004191,57,53,46,49,63
E02004192,34,22,30,28,30
E02004193,124,105,100,112,104
E02004194,48,36,48,38,40
E02004195,20,12,19,22,26
E02004196,61,48,41,59,57
E02004197,14,17,15,17,22
E02004198,50,51,47,44,50
E02004199,28,26,41,39,33
E02004200,44,27,27,32,38
E02004201,28,27,20,28,21
E02004202,44,47,36,48,46
E02004203,45,42,39,35,34
E02004204,76,53,67,70,64
E02004205,42,36,36,44,32
E02004206,22,19,10,31,17
E02004207,45,36,41,34,28
E02004208,39,42,40,56,30
E02004209,59,48,48,42,46
E02004210,33,36,30,36,33
E02004211,33,30,24,22,29
E02004212,28,28,33,49,38
E02004213,38,32,32,38,36
E02004214,22,31,13,26,30
E02004215,37,40,31,30,26
E02004216,27,31,26,28,33
E02004217,47,40,41,43,39
E02004218,21,29,23,22,20
E02004219,42,28,24,30,35
E02004220,31,19,35,26,26
E02004221,18,26,21,26,25
E02004222,20,34,38,34,40
E02004223,65,52,72,57,64
E02004224,25,27,21,31,28
E02004225,34,35,32,54,31
E02004226,34,41,38,39,48
E02004227,68,49,56,50,59
E02004228,33,34,31,29,39
E02004229,58,40,57,58,58
E02004230,54,50,44,45,67
E02004231,38,24,38,34,42
E02004232,35,32,34,33,20
E02004233,67,51,41,59,55
E02004234,25,17,23,23,26
E02004235,21,30,20,17,35
E02006840,,,,,
TOWN01,47,40,41,43,39
TOWN02,50,53,60,39,41
TOWN03,292,245,236,264,258
TOWN04,167,160,193,182,187
TOWN05,59,58,78,78,77
TOWN06,155,132,119,149,131
TOWN07,180,170,185,195,178
TOWN08,42,30,47,49,50
TOWN09,73,63,52,82,55
TOWN10,734,667,668,719,690
TOWN11,270,284,252,322,265
TOWN12,56,69,60,77,67
TOWN13,101,83,87,79,98
TOWN14,98,87,96,95,108
TOWN15,118,68,105,109,103
TOWN16,253,210,198,226,225
TOWN17,134,107,128,123,135
TOWN18,#,#,5,#,5
TOWN19,31,33,28,26,25
TOWN20,430,390,363,398,387
TOWN21,172,133,160,160,183
TOWN22,132,135,144,145,132
TOWN23,70,63,59,73,41
TOWN24,91,85,96,89,76
TOWN25,84,59,87,83,87
TOWN26,138,118,107,125,132
TOWN27,92,90,85,102,75
TOWN28,228,223,233,227,255
TOWN29,153,110,124,104,130
DIV1,101,81,72,78,88
DIV2,80,62,64,71,64
DIV3,40,45,42,34,33
DIV4,77,57,57,83,59
DIV5,98,78,72,72,77
DIV6,37,34,28,35,34
DIV7,64,78,80,76,82
DIV8,46,35,51,46,50
DIV9,94,67,83,71,69
DIV10,59,58,78,78,77
DIV11,63,71,80,56,73
DIV12,88,80,77,84,67
DIV13,70,61,75,70,66
DIV14,63,42,56,73,78
DIV15,93,67,70,88,79
DIV16,99,95,85,99,97
DIV17,77,78,84,102,90
DIV18,54,34,49,50,56
DIV19,64,55,46,75,49
DIV20,41,27,50,44,34
DIV21,56,58,43,60,57
DIV22,68,72,57,75,64
DIV23,181,203,180,236,194
DIV24,86,72,69,73,70
DIV25,91,76,83,80,116
DIV26,65,57,60,53,56
DIV27,88,59,87,85,94
DIV28,103,74,72,73,88
DIV29,101,83,87,79,98
DIV30,80,42,70,70,59
DIV31,64,56,46,48,51
DIV32,124,105,100,112,104
DIV33,78,77,88,83,83
DIV34,88,80,70,71,78
DIV35,54,67,62,80,70
DIV36,68,72,53,60,69
DIV37,49,45,56,52,51
DIV38,89,82,78,78,87
DIV39,105,101,108,109,74
DIV40,76,78,83,97,84
DIV41,98,65,72,83,93
DIV42,79,74,67,85,48
DIV43,79,71,77,79,66
DIV44,108,66,92,72,88
DIV45,63,51,60,63,81
DIV46,28,25,20,31,20
DIV47,52,64,48,65,58
DIV48,67,51,41,59,55
DIV49,72,78,70,92,63
DIV50,80,85,80,83,100
DIV51,72,57,69,62,68
DIV52,68,76,70,93,79
DIV53,83,76,68,67,82
DIV54,64,50,70,81,70
DIV55,58,61,82,62,59
DIV56,126,123,133,110,104
DIV57,79,77,75,74,65
DIV58,54,52,51,47,67
CHSCTAXE,211,201,215,201,158
CHSCTBARNSTAPLE,235,190,182,219,206
CHSCTBIDEFORD,213,208,237,218,227
CHSCTBRAUNTON,179,127,188,191,185
CHSCTCREDITON,156,114,112,136,123
CHSCTCULLOMPTON,230,218,232,236,227
CHSCTDAWLISH,151,150,130,174,126
CHSCTEXETERCHALL,398,369,356,387,393
CHSCTEXETERSYCAMORE,325,280,303,328,293
CHSCTEXMOUTH,270,284,252,322,265
CHSCTHONITON,216,211,224,226,224
CHSCTIVYBRIDGE,284,227,219,244,248
CHSCTKINGSBRIDGE,134,107,128,123,135
CHSCTNABBOT,407,354,335,368,284
CHSCTOKE,193,163,176,174,197
CHSCTSMOLTON,104,76,106,111,106
CHSCTTAVISTOCK,144,129,115,130,133
CHSCTTEIGN,100,76,90,81,155
CHSCTTIVERTON,214,223,225,220,242
CHSCTTORRINGTON,168,159,157,165,177
CHSCTTOTNES,120,100,114,113,131
Eastern,2194,2051,2081,2214,2099
Northern,903,763,872,908,913
Southern,819,714,711,779,737
Western,536,438,432,466,486
