Area,2011-12,2012-13,2013-14,2014-15,2015-16
E01015155,,,,,
E01015156,,,,,
E01015157,,,,,
E01015158,,,,,
E01015159,,,,,
E01015160,,,,,
E01015161,,,,,
E01015162,,,,,
E01015163,,,,,
E01015164,,,,,
E01015165,,,,,
E01015166,,,,,
E01015167,,,,,
E01015168,,,,,
E01015169,,,,,
E01015170,,,,,
E01015171,,,,,
E01015172,,,,,
E01015173,,,,,
E01015174,,,,,
E01015175,,,,,
E01015176,,,,,
E01015177,,,,,
E01015178,,,,,
E01015179,,,,,
E01015180,,,,,
E01015181,,,,,
E01015182,,,,,
E01015183,,,,,
E01015184,,,,,
E01015185,,,,,
E01015186,,,,,
E01015187,,,,,
E01015188,,,,,
E01015189,,,,,
E01015190,,,,,
E01015191,,,,,
E01015192,,,,,
E01015193,,,,,
E01015194,,,,,
E01015195,,,,,
E01015196,,,,,
E01015197,,,,,
E01015198,,,,,
E01015199,,,,,
E01015200,,,,,
E01015201,,,,,
E01015202,,,,,
E01015203,,,,,
E01015204,,,,,
E01015205,,,,,
E01015206,,,,,
E01015207,,,,,
E01015208,,,,,
E01015209,,,,,
E01015210,,,,,
E01015211,,,,,
E01015212,,,,,
E01015213,,,,,
E01015214,,,,,
E01015215,,,,,
E01015216,,,,,
E01015217,,,,,
E01015218,,,,,
E01015219,,,,,
E01015220,,,,,
E01015221,,,,,
E01015222,,,,,
E01015223,,,,,
E01015224,,,,,
E01015225,,,,,
E01015226,,,,,
E01015227,,,,,
E01015228,,,,,
E01015229,,,,,
E01015230,,,,,
E01015231,,,,,
E01015232,,,,,
E01015233,,,,,
E01015234,,,,,
E01015235,,,,,
E01015236,,,,,
E01015237,,,,,
E01015238,,,,,
E01015239,,,,,
E01015240,,,,,
E01015241,,,,,
E01015242,,,,,
E01015243,,,,,
E01015244,,,,,
E01015245,,,,,
E01015246,,,,,
E01015247,,,,,
E01015248,,,,,
E01015249,,,,,
E01015250,,,,,
E01015251,,,,,
E01015252,,,,,
E01015253,,,,,
E01015254,,,,,
E01015255,,,,,
E01015256,,,,,
E01015257,,,,,
E01015258,,,,,
E01015259,,,,,
E01015260,,,,,
E01015261,,,,,
E01015262,,,,,
E01015263,,,,,
E01015264,,,,,
E01015265,,,,,
E01015266,,,,,
E01015267,,,,,
E01015268,,,,,
E01015269,,,,,
E01015270,,,,,
E01015271,,,,,
E01019886,0,0,0,#,0
E01019887,957.6706399,#,#,#,#
E01019888,965.6790102,707.524565,905.1427556,1374.492875,#
E01019889,0,0,0,0,#
E01019890,0,0,0,#,0
E01019891,#,1178.223467,#,1123.346135,1464.769332
E01019892,0,0,0,0,0
E01019893,#,#,0,#,#
E01019894,0,0,0,#,0
E01019895,0,#,#,#,#
E01019896,958.6264695,782.024369,726.5038825,727.463233,629.7481581
E01019897,#,0,#,#,#
E01019898,#,#,#,454.0928601,#
E01019899,#,#,#,#,0
E01019900,479.909156,#,#,454.0928601,#
E01019901,0,0,0,0,0
E01019902,#,#,#,#,479.2280238
E01019903,#,#,0,0,0
E01019904,0,0,0,0,0
E01019905,#,0,0,0,0
E01019906,1397.245081,1312.535491,1107.904185,1726.917111,1581.676657
E01019907,0,0,#,0,0
E01019908,0,0,0,0,0
E01019909,0,0,0,0,0
E01019910,1118.907567,#,#,#,780.5616909
E01019911,#,#,#,0,#
E01019912,725.3151492,914.762652,643.9479524,#,836.8137105
E01019913,761.2500233,780.7516973,592.180661,890.7781884,805.0856501
E01019914,#,908.5096689,855.5738811,#,0
E01019915,859.0505169,#,578.2609634,1087.797591,#
E01019916,0,#,0,0,0
E01019917,1852.757556,#,#,#,1321.131892
E01019918,1179.709154,#,#,#,0
E01019919,0,#,0,0,0
E01019920,1331.551593,1447.88693,#,#,0
E01019921,0,0,0,0,0
E01019922,0,#,0,0,0
E01019923,0,0,#,0,0
E01019924,0,0,0,0,0
E01019925,0,#,0,0,0
E01019927,#,0,0,#,0
E01019928,1866.709661,1532.713074,1220.822851,1385.581393,#
E01019929,0,#,0,0,#
E01019930,0,0,0,#,0
E01019931,0,#,#,#,#
E01019932,#,#,0,0,0
E01019933,0,#,#,0,0
E01019934,836.8137105,980.4393512,683.2679892,689.4854882,942.5795536
E01019935,0,0,0,#,0
E01019936,#,#,#,#,#
E01019937,0,0,0,0,0
E01019938,0,0,0,0,0
E01019939,0,0,0,0,0
E01019940,#,#,#,#,0
E01019942,0,0,#,0,0
E01019943,0,0,0,0,0
E01019944,#,1015.26098,#,#,#
E01019945,0,#,0,#,#
E01019946,825.5790295,768.8276374,733.0919294,867.8234006,869.0117075
E01019947,993.7528642,1125.715821,800.3903626,1047.782925,827.788193
E01019948,0,0,#,0,0
E01019949,625.9078199,672.8477765,646.8524164,546.738485,588.1102664
E01019950,0,0,0,0,0
E01019951,#,387.4045341,#,422.0989544,#
E01019952,511.9236759,#,#,#,#
E01019953,#,0,0,0,0
E01019954,0,0,0,0,0
E01019955,0,0,0,#,0
E01019956,#,721.2052503,#,#,#
E01019957,0,0,#,0,#
E01019958,844.2622159,517.5837355,745.1753326,980.5884612,781.3187002
E01019959,0,0,#,0,0
E01019960,0,0,0,0,0
E01019961,#,#,#,#,#
E01019962,#,0,0,0,0
E01019963,0,0,0,0,0
E01019964,0,0,0,0,0
E01019965,#,0,0,0,0
E01019966,0,0,0,0,0
E01019967,0,0,0,0,0
E01019968,#,#,#,#,742.7852293
E01019969,0,1319.609157,#,0,0
E01019970,1647.317843,1461.813271,#,1234.209921,1283.923528
E01019971,2340.732931,3060.297035,2800.890048,2813.907817,3539.719424
E01019972,0,#,0,0,0
E01019973,#,0,#,#,0
E01019974,0,0,0,#,0
E01019975,0,0,0,0,#
E01019976,1171.396951,1282.446789,1029.09014,1290.61536,960.4031661
E01019977,0,0,0,#,0
E01019980,#,0,0,0,0
E01019981,0,0,0,0,0
E01019982,0,0,0,0,0
E01019983,0,0,0,0,0
E01019984,0,0,0,0,0
E01019985,0,0,0,0,0
E01019986,0,0,0,0,0
E01019987,#,1743.368788,1981.981186,1787.211582,2049.188877
E01019988,0,#,0,0,0
E01019989,0,#,0,0,0
E01019990,0,0,0,0,0
E01019991,0,0,0,0,0
E01019992,1190.687829,#,0,#,#
E01019993,0,0,0,0,0
E01019994,0,0,0,0,0
E01019995,1229.715062,#,#,1194.901427,1212.058316
E01019996,1795.720399,2029.565928,2514.373012,2808.382552,2277.476843
E01019997,0,0,0,0,0
E01019998,0,0,0,0,0
E01019999,0,0,0,0,0
E01020000,0,0,0,0,0
E01020001,0,0,0,0,0
E01020002,0,0,0,0,#
E01020003,0,0,0,0,0
E01020004,0,0,0,0,0
E01020005,0,0,0,#,0
E01020006,0,0,0,0,0
E01020007,11992.66518,8298.507802,10101.60219,5357.319621,6447.20673
E01020008,0,0,0,0,0
E01020009,0,0,0,0,0
E01020010,0,#,0,0,0
E01020011,0,0,0,0,0
E01020012,0,0,0,0,0
E01020013,2575.502906,2193.597055,2665.828926,1517.000816,1910.457754
E01020014,0,0,#,#,0
E01020015,0,0,0,#,0
E01020016,0,0,0,0,0
E01020017,0,0,#,0,0
E01020018,0,0,#,0,0
E01020019,0,0,0,0,#
E01020020,#,#,3345.662648,3345.662648,#
E01020021,#,2043.906461,#,#,1683.383381
E01020022,0,0,0,0,0
E01020023,0,0,0,#,0
E01020024,941.6462536,#,#,#,1032.603437
E01020025,0,0,0,0,0
E01020026,#,0,0,0,0
E01020027,0,0,0,0,0
E01020029,0,0,0,0,0
E01020030,0,#,0,0,0
E01020031,0,0,0,0,0
E01020032,0,0,0,#,0
E01020033,0,0,0,0,#
E01020035,#,0,0,0,0
E01020036,0,#,#,0,0
E01020037,1538.345916,#,1445.127941,0,0
E01020038,0,#,0,0,0
E01020039,0,#,0,0,0
E01020040,0,0,0,#,0
E01020041,#,1040.284305,#,#,#
E01020042,#,0,0,0,0
E01020043,#,1149.871781,800.9284283,1155.694632,#
E01020044,0,0,0,0,0
E01020045,0,0,#,0,0
E01020046,0,0,#,0,0
E01020047,1066.079192,536.3174087,594.5546094,513.4806783,736.0250046
E01020048,#,#,#,#,#
E01020049,0,0,0,0,0
E01020050,#,546.738485,#,#,#
E01020051,0,0,0,0,0
E01020052,977.0690196,#,#,#,#
E01020053,#,0,0,0,0
E01020054,0,0,0,0,0
E01020055,1841.537895,2020.921282,1460.116533,2133.356037,2005.017569
E01020056,#,0,0,#,0
E01020057,0,0,0,0,0
E01020058,1110.548277,1005.966163,#,0,0
E01020059,0,0,0,0,0
E01020060,#,#,673.1830463,670.5094432,#
E01020061,786.0128144,747.7198259,#,0,0
E01020062,0,0,0,0,#
E01020063,#,0,#,#,#
E01020064,#,#,#,#,963.1339891
E01020065,#,0,0,#,0
E01020066,0,#,0,0,0
E01020067,0,0,#,0,#
E01020068,926.1492973,840.8174102,#,#,#
E01020069,#,#,#,#,#
E01020070,0,0,#,0,#
E01020071,0,0,0,0,0
E01020072,0,0,0,0,0
E01020073,0,0,#,0,0
E01020074,0,#,0,0,0
E01020075,0,0,0,#,0
E01020076,0,0,0,0,0
E01020077,#,0,0,0,0
E01020078,#,0,#,0,0
E01020079,#,0,0,0,0
E01020080,0,0,0,0,0
E01020081,1333.508061,1381.010021,#,#,0
E01020082,0,0,0,0,0
E01020083,0,0,0,0,0
E01020084,0,0,#,#,0
E01020085,0,0,0,0,0
E01020086,#,#,0,#,0
E01020087,0,0,#,0,0
E01020088,723.6814068,#,903.1651072,1050.751622,698.4173935
E01020089,#,747.9289483,#,682.7109396,#
E01020090,976.9129497,972.7325186,1418.407395,914.0603459,#
E01020091,0,#,0,0,0
E01020092,0,0,0,#,0
E01020093,0,0,0,0,#
E01020094,980.0568933,1359.910723,948.9503844,757.7883603,946.8038773
E01020095,0,0,0,0,0
E01020096,#,#,836.650605,#,1338.058843
E01020097,#,#,0,#,#
E01020098,#,0,0,0,0
E01020099,0,0,0,#,0
E01020100,0,#,#,0,0
E01020101,0,#,0,0,#
E01020102,0,0,0,0,0
E01020103,0,0,0,0,0
E01020104,0,0,0,0,0
E01020105,0,#,0,0,0
E01020106,0,0,0,0,0
E01020107,720.3223226,#,620.792689,#,528.7586286
E01020108,0,0,#,0,0
E01020109,0,0,0,0,0
E01020110,1032.603437,1586.195726,1269.523564,1198.216839,1251.212891
E01020111,1993.767463,1367.106083,#,0,0
E01020112,1814.438868,1692.659055,2190.162685,1628.42511,1847.631063
E01020113,1297.07715,1647.161847,#,#,988.5107697
E01020114,0,0,0,0,0
E01020115,#,1401.552428,0,#,#
E01020116,#,#,#,#,#
E01020117,0,0,0,0,0
E01020118,#,1910.457754,#,#,1464.369436
E01020119,#,#,#,#,#
E01020120,#,773.4100614,#,#,731.5206185
E01020121,0,0,0,#,0
E01020122,0,0,#,0,0
E01020123,0,0,0,0,#
E01020124,908.7020425,1366.154644,1198.216839,1326.523847,800.9284283
E01020125,0,0,0,#,0
E01020126,#,696.7997248,903.1651072,#,#
E01020127,0,0,0,0,0
E01020128,1487.15605,1038.248764,1324.966744,847.1460233,1064.825671
E01020129,0,0,0,0,0
E01020130,#,0,0,0,#
E01020131,0,#,0,0,0
E01020132,0,#,0,0,0
E01020133,0,0,0,0,0
E01020134,0,#,#,#,#
E01020135,1343.566129,1535.047927,#,915.6086581,804.7462036
E01020136,1133.994677,1037.835815,#,0,0
E01020137,1614.113006,1600.050251,#,891.899986,#
E01020138,#,551.2011005,525.4671359,#,#
E01020139,#,0,0,0,0
E01020140,0,0,0,0,0
E01020141,0,0,0,0,0
E01020142,0,0,0,0,0
E01020143,0,0,0,#,0
E01020144,0,0,0,0,0
E01020145,0,0,#,#,0
E01020146,#,#,#,#,#
E01020147,0,643.6674527,602.331419,#,0
E01020148,0,0,0,0,0
E01020149,0,#,0,#,0
E01020150,#,791.5743173,#,983.9344596,974.7212699
E01020151,#,623.8516855,#,#,622.7909732
E01020152,#,0,0,#,#
E01020153,0,0,0,0,0
E01020154,0,0,0,0,0
E01020155,0,#,1537.726254,#,2063.86182
E01020156,0,0,0,#,0
E01020157,0,0,0,0,0
E01020158,0,0,0,#,0
E01020159,1354.202915,1059.876522,1268.051998,#,916.0982901
E01020160,0,0,0,#,0
E01020161,974.1565202,938.0747696,1081.925492,912.7557187,#
E01020162,0,0,0,0,0
E01020163,0,0,0,0,0
E01020164,2323.076621,#,#,0,0
E01020165,0,0,0,0,0
E01020166,0,#,0,#,0
E01020167,0,0,0,0,0
E01020168,502.776409,#,598.7375421,#,#
E01020169,0,#,#,0,0
E01020170,#,#,0,0,0
E01020171,0,#,#,#,#
E01020172,0,0,0,#,0
E01020173,#,#,668.8974866,799.8773639,#
E01020174,0,0,#,#,#
E01020175,857.361563,471.202721,#,#,#
E01020176,1262.5838,#,#,#,1114.405455
E01020177,#,1055.561274,0,#,1279.838911
E01020178,0,#,0,#,0
E01020179,#,539.6455458,#,452.8747597,#
E01020180,#,0,0,0,0
E01020181,0,#,#,#,#
E01020182,0,0,0,0,0
E01020183,0,0,0,0,0
E01020184,#,#,0,0,0
E01020185,0,0,0,0,0
E01020186,0,0,#,0,#
E01020187,#,#,#,0,#
E01020188,0,0,0,0,0
E01020189,651.114762,#,626.9356891,890.2953938,#
E01020190,#,#,#,#,#
E01020191,0,#,0,#,0
E01020192,946.8038773,725.2357792,859.3329528,#,917.7507413
E01020193,#,1049.989028,#,1268.586945,#
E01020194,0,0,0,0,0
E01020195,0,0,0,0,0
E01020196,0,0,949.9590611,#,#
E01020197,#,0,0,0,0
E01020198,0,0,0,0,0
E01020199,1367.819305,1282.905773,1082.64034,1791.127935,1076.503385
E01020200,0,0,0,0,0
E01020201,#,#,624.8780613,989.6121468,#
E01020202,658.038632,732.7128731,#,0,0
E01020203,#,0,0,0,0
E01020204,0,0,0,0,0
E01020205,938.2260896,1068.776507,#,#,806.7056442
E01020206,0,0,0,0,0
E01020207,#,#,1377.018724,1735.006036,1083.687773
E01020208,2057.287387,#,0,#,#
E01020209,0,0,0,#,0
E01020210,0,#,#,988.5107697,#
E01020211,0,0,0,0,0
E01020212,0,0,0,#,0
E01020213,0,0,0,0,0
E01020214,0,0,0,0,0
E01020215,0,0,0,0,0
E01020216,0,0,0,0,0
E01020217,0,0,0,#,0
E01020218,0,0,0,#,0
E01020219,#,#,#,#,#
E01020220,0,0,0,0,0
E01020221,1250.117085,0,0,#,#
E01020222,0,0,0,#,0
E01020223,0,0,0,0,0
E01020224,3680.802154,#,#,#,#
E01020225,0,0,#,0,#
E01020226,2013.787788,2419.998366,2244.969701,2166.079353,1747.197688
E01020227,1144.860288,867.509404,#,1650.460551,1347.849394
E01020228,1284.856053,1231.233234,1026.174594,975.9164223,1008.932394
E01020229,0,0,0,0,0
E01020230,#,#,0,#,#
E01020231,0,0,0,0,0
E01020232,0,0,0,0,0
E01020233,#,0,0,0,0
E01020234,0,0,0,0,0
E01020235,655.0539439,888.2241648,801.2172157,#,936.4428684
E01020236,0,0,0,0,0
E01020237,0,0,0,0,0
E01020238,0,#,0,0,0
E01020239,0,#,#,#,#
E01020240,1146.970842,904.7039878,#,#,#
E01020241,0,0,0,0,0
E01020242,0,0,0,0,0
E01020243,0,0,0,0,0
E01020244,#,0,#,0,#
E01020245,#,0,0,#,#
E01020246,0,0,#,#,0
E01020247,0,0,0,#,0
E01020248,0,#,0,0,0
E01020249,0,0,0,#,0
E01020250,0,0,0,#,0
E01020251,#,1752.846383,1203.418725,1297.07715,#
E01020252,#,#,1717.161325,1417.222175,#
E01020253,0,0,0,0,#
E01020254,0,#,0,#,0
E01020255,0,0,#,#,0
E01020256,0,0,#,0,0
E01020257,0,0,0,0,0
E01020258,830.4772599,795.2692041,754.4021883,1250.935405,#
E01020259,0,0,#,0,0
E01020260,772.2606481,#,#,764.4886433,809.4768699
E01020261,0,0,#,0,0
E01020262,#,880.2739701,#,1266.434661,989.3225714
E01020263,0,0,0,0,#
E01020264,1335.259632,1314.010294,1635.239362,1533.163398,1224.450014
E01020265,#,0,0,0,0
E01020266,0,0,0,#,0
E01020267,#,#,877.5309176,844.3667326,890.4093257
E01020268,792.9021254,711.748306,741.19407,#,1086.363158
E01020269,0,0,#,0,0
E01020270,0,0,0,#,0
E01020271,#,#,#,#,#
E01020272,0,0,0,0,0
E01020273,0,0,0,0,0
E01020274,0,0,0,0,0
E01020275,0,0,0,0,0
E01020276,0,#,0,#,#
E01020277,0,#,#,0,#
E01020278,#,0,#,0,#
E01020279,0,0,0,0,0
E01020280,0,#,0,#,#
E01020281,#,0,0,0,0
E01020282,#,0,0,#,#
E01020283,0,0,0,0,0
E01020284,1150.130581,1305.996986,1094.223291,1562.257083,1363.022234
E01020285,0,0,0,0,0
E01020286,0,0,0,0,#
E01020287,#,#,#,#,#
E01020288,0,0,0,0,#
E01020289,0,#,0,#,#
E01020290,1338.942856,944.4421223,827.0711405,1090.934305,883.8517808
E01020291,0,0,0,0,0
E01020292,0,#,0,0,0
E01020293,0,0,0,0,0
E01020294,1064.970018,1124.785373,1107.601275,974.7212699,821.5593656
E01020295,778.5929614,734.9044154,635.1914065,630.4474288,697.1354727
E01020296,#,0,0,0,0
E01020297,0,0,0,0,#
E01020298,960.0995628,896.8481467,538.6390044,865.5300345,467.2783635
E01020299,#,#,539.7466787,535.4668891,582.6967092
E01020300,#,#,656.1856489,572.7040391,#
E01020301,0,0,0,0,0
E01020302,#,#,#,#,#
E01020303,0,0,0,0,0
E01020304,#,#,#,#,#
E01020305,1811.260444,1386.216632,#,#,1347.493
E01020306,0,0,0,0,0
E01020307,1262.5838,#,1264.22215,1756.434318,1018.7551
E01020308,0,#,0,#,0
E01020309,0,#,0,0,0
E01020310,674.068479,922.6099056,757.5100271,607.8073141,532.1173448
E01020311,0,0,0,0,0
E01020312,0,#,0,0,#
E01020313,#,#,#,#,#
E01020314,#,#,#,#,#
E01020315,1327.818546,1288.378085,1192.367311,1573.860175,747.7198259
E01020316,0,0,0,0,0
E01020317,0,0,0,0,#
E01020318,0,0,0,0,0
E01020319,0,0,0,0,0
E01020320,0,0,0,0,0
E01020321,866.4482748,828.7086199,1456.559947,932.7981387,708.8450141
E01020322,#,0,#,#,#
E01020323,0,0,0,#,#
E01020324,929.9751855,1033.444476,974.8182524,1068.794082,#
E01020325,0,0,0,0,0
E01020326,0,0,0,0,#
E01020327,0,0,0,0,#
E01020328,0,0,0,0,0
E01020329,0,#,#,0,0
E01020330,944.6670589,970.6556907,#,726.4705109,648.6132512
E01020331,974.3279302,1020.684321,970.9631594,833.2523312,1112.186535
E01020332,0,0,0,0,0
E01020333,0,#,0,0,0
E01020334,1124.279827,1099.802196,814.4517945,#,#
E01020335,893.5525604,774.0032166,818.6739346,551.2011005,546.738485
E01020336,0,0,0,0,0
E01020337,0,0,0,0,#
E01020338,#,0,0,0,#
E01020339,#,0,0,0,0
E01020340,0,0,0,0,0
E01020341,#,#,#,#,#
E01020342,#,0,0,0,0
E01032628,#,#,#,#,#
E01032657,,,,,
E01032658,,,,,
E01033232,0,0,0,0,0
E01033233,0,579.1427016,681.2203331,#,547.423449
E01033234,0,0,0,0,0
E01033235,0,0,0,0,0
E01033236,0,0,0,#,0
E07000040,73.45697528,71.25166284,62.97741748,71.78703043,61.17810535
E07000041,103.870872,105.0913961,103.3451353,97.1918414,99.36302467
E07000042,111.391256,99.78439447,80.86305349,81.53782729,80.12859411
E07000043,104.5787209,114.0700546,96.68458273,88.65131531,84.49777487
E07000044,87.4369594,83.82771646,81.00322495,81.24328365,71.63771181
E07000045,86.83385554,81.32383928,79.31820142,89.36306685,76.74682408
E07000046,116.3633766,112.6719964,98.08219656,111.9401976,95.7241957
E07000047,122.2451805,118.2115382,112.5343951,105.7146422,88.59536153
E10000008,35.4338146,34.64356867,31.61971633,32.97045338,29.57968359
E06000026,,,,,
E06000027,,,,,
IMDQ1,216.5909098,219.1410611,193.8246666,152.6436146,166.2705939
IMDQ2,82.90021917,82.74480372,78.44709966,78.72782793,69.84432119
IMDQ3,64.09703263,61.16184396,54.65485703,57.41850746,51.65187974
IMDQ4,63.87978616,64.66623748,55.23619525,63.36508256,56.11727866
IMDQ5,70.38760784,64.47144912,66.20524865,66.02542883,57.96298436
E02003122,,,,,
E02003123,,,,,
E02003124,,,,,
E02003125,,,,,
E02003126,,,,,
E02003127,,,,,
E02003128,,,,,
E02003129,,,,,
E02003130,,,,,
E02003131,,,,,
E02003132,,,,,
E02003133,,,,,
E02003134,,,,,
E02003135,,,,,
E02003136,,,,,
E02003137,,,,,
E02003138,,,,,
E02003139,,,,,
E02003140,,,,,
E02003141,,,,,
E02003142,,,,,
E02003143,,,,,
E02003144,,,,,
E02003145,,,,,
E02003146,,,,,
E02003147,,,,,
E02003148,,,,,
E02003149,,,,,
E02003150,,,,,
E02003151,,,,,
E02003152,,,,,
E02003153,,,,,
E02003154,,,,,
E02003155,,,,,
E02003156,,,,,
E02003157,,,,,
E02003158,,,,,
E02003159,,,,,
E02003161,,,,,
E02003163,,,,,
E02003164,,,,,
E02003165,,,,,
E02003166,,,,,
E02003167,,,,,
E02003168,,,,,
E02003169,,,,,
E02003170,,,,,
E02003171,,,,,
E02004129,#,#,#,#,187.108815
E02004130,349.45198,399.4698491,274.3184105,273.8570212,348.4478675
E02004131,375.5547456,399.756338,339.6840884,355.5965997,301.3256901
E02004132,#,#,177.9386171,#,#
E02004133,285.4720202,192.3612001,227.4262364,322.2543817,149.9560782
E02004134,229.1379573,304.4272328,#,260.2888873,294.3181675
E02004135,173.5609526,214.3511057,185.7502018,243.1647079,158.9930945
E02004136,180.448663,221.2600842,216.2640497,#,#
E02004137,#,191.4587689,#,225.3888962,#
E02004138,345.8362366,365.3260796,308.1058883,344.7642289,318.6968793
E02004139,170.4094051,#,#,#,#
E02004140,301.8310657,267.2889469,275.1262056,335.337544,281.7033377
E02004141,0,#,0,#,#
E02004142,#,#,#,231.971537,#
E02004143,323.7763712,288.2153564,260.2888873,363.9755438,322.8612695
E02004144,253.2189543,204.7703312,176.7278797,#,209.693569
E02004145,301.0335949,257.7361176,256.4861075,311.7943108,228.9030001
E02004146,243.5151273,334.8748794,#,#,0
E02004147,608.7901823,429.3633697,293.4637465,359.5677472,281.9464649
E02004148,419.333408,427.3113154,366.3351974,451.0067976,375.1577156
E02004149,0,263.4256947,306.2730475,#,243.3415307
E02004150,882.0782325,645.3939594,830.6707935,487.2254882,562.3262353
E02004151,207.9681748,#,0,#,#
E02004152,549.006012,730.0072613,657.7309529,691.22706,633.0125435
E02004153,#,0,0,0,0
E02004154,#,499.384658,502.1425895,486.0372755,540.4866603
E02004155,285.4997281,255.4528411,279.7747598,#,0
E02004156,296.2964728,#,#,290.4346361,284.560218
E02004157,513.4131597,478.0898972,577.5325603,632.2634627,617.3578431
E02004158,0,#,0,#,#
E02004159,#,#,0,0,0
E02004160,368.6109948,359.0305724,304.5513469,408.2697907,265.0284783
E02004161,526.2780962,467.1438085,537.6895838,354.0924586,349.3636525
E02004162,552.2598482,723.3161625,585.8101448,605.1030124,740.4624374
E02004163,0,0,0,#,#
E02004164,220.3167551,209.6468233,#,#,#
E02004165,332.0396324,190.0181183,183.234421,159.0016037,225.8640329
E02004166,#,#,#,#,#
E02004167,359.5677472,#,#,299.815771,#
E02004168,493.7438101,399.187083,266.3763636,#,#
E02004169,#,#,#,#,240.7196724
E02004170,618.9287641,640.6220306,436.6832232,561.8975234,555.9954885
E02004171,#,277.9934215,197.1603634,292.8968334,#
E02004172,0,0,#,0,0
E02004173,283.5655487,263.4010656,#,198.3183775,218.8085107
E02004174,382.530295,349.873619,321.5421337,218.0547845,196.4720237
E02004175,822.7296916,770.1569196,657.1765141,523.4963373,533.1722159
E02004176,#,264.9013789,300.4737583,231.477104,#
E02004177,528.7301188,575.6737512,393.70838,383.5534378,444.656475
E02004178,344.8372332,336.4163395,501.4590748,328.1598669,#
E02004179,232.1987428,349.7127528,249.1274081,296.3601167,284.5469385
E02004180,295.8456764,310.2599657,376.0705713,408.81931,378.2874766
E02004181,#,280.7742024,#,#,#
E02004182,363.9447954,509.9413439,346.1851975,275.5049918,339.7227334
E02004183,320.3785887,402.6076322,384.5541236,417.2191701,411.2122483
E02004184,463.9961318,305.3598115,384.1192782,249.4520039,330.305706
E02004185,254.9228377,245.5595535,220.2881923,#,192.620032
E02004186,#,#,#,#,0
E02004187,458.7846469,468.6884377,210.9406707,243.0021405,189.6330734
E02004188,#,188.151452,203.5630975,#,#
E02004189,#,#,346.105724,407.9269464,#
E02004190,289.2636903,256.7947779,#,213.5449356,336.6988088
E02004191,#,#,#,#,#
E02004192,#,#,0,#,0
E02004193,459.1485646,357.2027557,379.1486356,296.759597,#
E02004194,#,266.1950698,#,356.4999275,324.0841896
E02004195,231.1774258,276.448676,314.8037268,241.6385582,455.509396
E02004196,257.5220959,344.4758841,359.8363581,266.2282994,208.4404671
E02004197,#,188.9781218,163.0715331,#,208.6977761
E02004198,322.2780933,204.1951061,355.0458154,331.4759308,216.5628034
E02004199,319.7451452,195.3946603,#,186.3815217,#
E02004200,234.4798277,266.5348249,261.6800292,335.9061709,#
