Area,2011,2012,2013,2014,2015,2016,2017,2018
E01015202,,,,,,,,
E01015203,,,,,,,,
E01015204,,,,,,,,
E01015205,,,,,,,,
E01015206,,,,,,,,
E01015207,,,,,,,,
E01015208,,,,,,,,
E01015209,,,,,,,,
E01015210,,,,,,,,
E01015211,,,,,,,,
E01015212,,,,,,,,
E01015213,,,,,,,,
E01015214,,,,,,,,
E01015215,,,,,,,,
E01015216,,,,,,,,
E01015217,,,,,,,,
E01015218,,,,,,,,
E01015219,,,,,,,,
E01015220,,,,,,,,
E01015221,,,,,,,,
E01015222,,,,,,,,
E01015223,,,,,,,,
E01015224,,,,,,,,
E01015225,,,,,,,,
E01015226,,,,,,,,
E01015227,,,,,,,,
E01015228,,,,,,,,
E01015229,,,,,,,,
E01015230,,,,,,,,
E01015231,,,,,,,,
E01015232,,,,,,,,
E01015233,,,,,,,,
E01015234,,,,,,,,
E01015235,,,,,,,,
E01015236,,,,,,,,
E01015237,,,,,,,,
E01015238,,,,,,,,
E01015239,,,,,,,,
E01015240,,,,,,,,
E01015241,,,,,,,,
E01015242,,,,,,,,
E01015243,,,,,,,,
E01015244,,,,,,,,
E01015245,,,,,,,,
E01015246,,,,,,,,
E01015247,,,,,,,,
E01015248,,,,,,,,
E01015249,,,,,,,,
E01015250,,,,,,,,
E01015251,,,,,,,,
E01015252,,,,,,,,
E01015253,,,,,,,,
E01015254,,,,,,,,
E01015255,,,,,,,,
E01015256,,,,,,,,
E01015257,,,,,,,,
E01015258,,,,,,,,
E01015259,,,,,,,,
E01015260,,,,,,,,
E01015261,,,,,,,,
E01015262,,,,,,,,
E01015263,,,,,,,,
E01015264,,,,,,,,
E01015265,,,,,,,,
E01015266,,,,,,,,
E01015267,,,,,,,,
E01015268,,,,,,,,
E01015269,,,,,,,,
E01015270,,,,,,,,
E01015271,,,,,,,,
E01019886,#,5,#,#,5,5,8,7
E01019887,#,#,#,#,#,5,11,10
E01019888,9,8,6,9,8,11,8,8
E01019889,0,#,#,#,7,#,#,#
E01019890,#,#,#,0,0,0,#,#
E01019891,#,5,#,5,5,6,#,6
E01019892,#,#,8,#,#,16,49,59
E01019893,#,8,7,#,8,16,9,25
E01019894,#,#,#,5,#,#,#,#
E01019895,0,0,0,0,0,#,#,#
E01019896,0,0,#,#,0,0,#,#
E01019897,5,#,#,#,#,#,6,#
E01019898,9,9,11,9,13,8,#,7
E01019899,#,5,#,#,0,0,0,#
E01019900,#,#,5,#,#,0,#,#
E01019901,0,0,0,0,0,0,0,0
E01019902,#,0,#,#,0,#,#,#
E01019903,#,#,0,0,#,#,0,#
E01019904,7,8,9,9,7,5,6,6
E01019905,#,#,#,#,5,8,#,#
E01019906,5,5,5,5,#,#,#,#
E01019907,#,0,#,#,#,#,#,#
E01019908,#,#,0,0,#,6,#,#
E01019909,6,#,#,#,#,5,9,7
E01019910,5,#,#,8,#,#,6,6
E01019911,#,#,#,#,#,6,8,8
E01019912,5,11,13,5,7,9,12,6
E01019913,5,#,5,#,#,#,0,0
E01019914,#,#,#,10,13,12,17,15
E01019915,#,5,#,6,8,#,#,6
E01019916,32,33,32,26,32,37,33,38
E01019917,10,11,7,#,#,8,10,#
E01019918,18,11,8,6,8,7,7,8
E01019919,7,13,17,19,14,14,18,12
E01019920,11,11,13,11,13,13,#,6
E01019921,#,0,0,#,#,7,10,10
E01019922,#,#,#,#,5,6,5,7
E01019923,#,#,#,#,6,#,#,#
E01019924,#,#,#,6,8,7,9,7
E01019925,0,0,0,0,0,0,0,0
E01019927,6,#,#,8,9,10,10,9
E01019928,0,#,#,#,#,#,6,#
E01019929,#,#,#,#,#,#,5,5
E01019930,#,5,#,5,#,#,#,6
E01019931,#,#,#,#,#,#,#,#
E01019932,8,15,17,13,10,11,9,12
E01019933,7,#,#,#,#,#,0,0
E01019934,6,5,7,5,7,7,5,7
E01019935,6,6,#,#,#,#,#,#
E01019936,0,0,0,#,#,#,0,0
E01019937,#,#,#,#,#,0,#,#
E01019938,#,#,#,#,#,#,#,#
E01019939,0,0,0,#,#,#,#,#
E01019940,#,#,#,#,#,#,#,#
E01019942,#,#,#,#,#,#,#,6
E01019943,#,#,#,#,#,#,0,#
E01019944,#,6,5,6,7,11,13,11
E01019945,#,#,5,6,#,#,#,#
E01019946,5,#,#,#,#,#,#,#
E01019947,25,24,23,20,27,24,20,19
E01019948,0,#,#,5,#,5,6,6
E01019949,#,#,#,#,5,6,5,#
E01019950,#,#,#,#,#,#,#,#
E01019951,#,#,#,5,#,#,#,#
E01019952,#,#,#,#,0,#,#,#
E01019953,#,#,#,#,#,#,0,0
E01019954,6,5,#,7,9,10,14,11
E01019955,9,11,13,10,10,8,12,8
E01019956,13,14,10,7,8,9,13,14
E01019957,#,#,#,#,#,#,0,#
E01019958,#,#,#,6,#,5,#,5
E01019959,#,#,#,#,#,#,0,0
E01019960,0,#,#,#,5,#,0,0
E01019961,0,#,#,#,#,#,#,#
E01019962,#,#,5,#,#,#,#,#
E01019963,#,#,#,#,0,0,0,#
E01019964,0,0,0,0,0,0,0,#
E01019965,8,6,#,#,5,#,#,5
E01019966,0,0,0,0,0,0,0,0
E01019967,0,0,0,0,0,0,#,#
E01019968,9,8,7,12,8,7,5,8
E01019969,#,#,#,#,#,5,5,9
E01019970,#,8,5,5,#,#,8,9
E01019971,17,14,18,19,18,20,17,22
E01019972,#,#,#,5,11,14,17,16
E01019973,5,7,6,6,#,#,5,8
E01019974,5,#,#,#,5,7,8,5
E01019975,9,14,17,14,12,13,26,25
E01019976,6,6,5,8,#,#,9,8
E01019977,6,8,12,14,12,13,22,24
E01019980,34,34,35,35,44,50,49,58
E01019981,10,13,13,13,15,16,19,18
E01019982,7,10,15,19,27,28,31,31
E01019983,14,9,10,11,12,10,9,8
E01019984,7,#,#,6,13,13,14,13
E01019985,9,12,13,15,15,22,28,31
E01019986,10,7,11,15,16,15,10,13
E01019987,15,16,14,22,22,19,18,21
E01019988,19,12,18,14,15,18,19,15
E01019989,15,16,20,9,9,9,12,12
E01019990,11,12,15,20,20,20,22,24
E01019991,10,16,16,17,20,39,34,47
E01019992,7,8,10,8,18,25,23,23
E01019993,#,7,7,10,10,9,12,17
E01019994,15,14,17,20,18,11,12,17
E01019995,20,25,31,37,40,37,37,38
E01019996,9,10,20,15,13,17,17,12
E01019997,19,16,14,9,19,23,22,27
E01019998,51,53,53,49,58,55,49,54
E01019999,7,6,11,13,12,11,10,7
E01020000,29,34,36,38,46,49,41,45
E01020001,16,20,18,17,17,15,12,19
E01020002,#,6,7,11,10,10,13,20
E01020003,#,#,6,6,5,11,20,17
E01020004,6,6,5,6,5,7,#,12
E01020005,19,20,21,24,21,15,12,16
E01020006,28,33,45,50,46,52,62,54
E01020007,12,20,14,19,18,19,23,24
E01020008,13,17,20,21,21,34,33,32
E01020009,14,12,12,16,16,14,15,23
E01020010,8,14,19,22,24,36,50,53
E01020011,#,#,#,#,5,5,#,#
E01020012,5,#,5,10,14,9,13,24
E01020013,13,19,22,21,33,34,31,24
E01020014,11,19,27,29,29,37,44,47
E01020015,17,15,18,21,21,24,40,40
E01020016,6,9,12,12,16,28,20,20
E01020017,21,21,33,43,32,32,28,23
E01020018,12,13,12,17,21,27,30,32
E01020019,#,#,#,7,#,#,5,8
E01020020,10,11,15,14,12,7,9,13
E01020021,15,15,18,25,27,34,39,19
E01020022,23,32,34,41,37,37,40,33
E01020023,10,15,16,11,13,26,25,26
E01020024,6,6,7,#,5,8,5,#
E01020025,5,8,12,23,19,16,20,13
E01020026,#,#,6,7,10,16,17,18
E01020027,5,5,8,10,11,17,15,18
E01020029,17,11,14,14,11,10,24,25
E01020030,30,34,33,46,45,58,69,68
E01020031,11,12,10,15,15,14,28,28
E01020032,19,15,9,12,24,22,27,28
E01020033,6,5,#,7,9,12,18,19
E01020035,8,12,9,12,19,36,46,46
E01020036,11,14,18,16,16,23,21,16
E01020037,8,8,11,14,15,14,17,24
E01020038,#,5,7,17,16,14,27,47
E01020039,10,10,12,11,19,17,27,29
E01020040,#,#,6,7,10,14,12,12
E01020041,10,7,9,13,24,28,35,34
E01020042,#,#,5,#,#,5,5,10
E01020043,#,6,11,9,8,8,8,6
E01020044,#,#,#,#,#,#,0,#
E01020045,0,#,0,0,0,0,#,#
E01020046,0,0,0,0,0,0,#,0
E01020047,6,7,12,13,16,12,12,10
E01020048,19,23,18,24,24,26,33,34
E01020049,0,#,#,#,#,#,0,0
E01020050,0,0,0,0,0,0,#,#
E01020051,#,#,0,#,#,#,5,#
E01020052,#,7,10,15,12,14,14,15
E01020053,5,5,12,13,10,11,14,13
E01020054,#,#,9,11,7,12,17,19
E01020055,16,12,20,23,18,19,28,25
E01020056,#,#,#,#,#,#,7,9
E01020057,23,27,29,36,43,49,45,45
E01020058,#,#,8,10,13,17,21,22
E01020059,#,#,#,0,0,0,#,#
E01020060,12,11,9,12,17,19,18,19
E01020061,44,45,37,36,50,45,47,50
E01020062,#,#,#,#,#,#,8,9
E01020063,0,5,#,6,8,12,12,13
E01020064,9,7,9,16,16,15,28,15
E01020065,#,#,12,11,14,14,19,21
E01020066,17,25,33,38,37,35,39,38
E01020067,#,#,9,10,12,16,21,23
E01020068,#,#,#,#,#,#,5,#
E01020069,#,#,#,#,#,#,#,#
E01020070,#,5,6,9,8,7,6,#
E01020071,0,#,#,#,#,0,0,0
E01020072,#,0,#,#,#,0,0,0
E01020073,#,0,#,#,0,0,0,0
E01020074,0,#,0,0,0,0,5,0
E01020075,#,#,#,#,#,#,#,#
E01020076,#,5,5,5,#,#,#,#
E01020077,#,#,#,0,0,0,#,#
E01020078,6,5,#,7,11,12,14,21
E01020079,0,0,0,0,0,#,#,8
E01020080,0,0,#,#,#,#,#,12
E01020081,#,#,#,5,12,11,8,10
E01020082,0,0,0,0,0,0,0,0
E01020083,9,9,6,9,13,16,14,16
E01020084,#,#,#,6,6,6,6,6
E01020085,#,#,#,5,5,#,#,6
E01020086,0,#,0,0,#,#,7,#
E01020087,#,0,#,0,0,0,0,0
E01020088,0,0,0,0,0,0,0,#
E01020089,11,7,6,#,7,6,5,6
E01020090,0,#,0,#,#,#,#,#
E01020091,#,#,#,#,#,#,#,#
E01020092,#,#,0,#,#,#,0,0
E01020093,0,#,#,#,#,#,5,#
E01020094,8,16,22,28,25,30,24,25
E01020095,5,6,7,16,11,17,17,11
E01020096,7,7,7,5,6,#,14,14
E01020097,0,#,#,#,#,#,#,#
E01020098,#,0,#,#,#,#,#,#
E01020099,0,0,0,0,0,0,#,#
E01020100,0,0,0,0,0,0,0,#
E01020101,0,#,#,#,#,#,#,#
E01020102,8,#,10,5,8,10,9,6
E01020103,#,#,5,9,7,8,7,8
E01020104,5,5,#,#,#,#,#,#
E01020105,#,#,5,5,5,#,#,#
E01020106,0,0,#,#,#,#,#,#
E01020107,0,0,#,#,#,7,#,#
E01020108,#,#,#,#,#,#,#,0
E01020109,0,#,#,0,#,#,#,#
E01020110,14,11,13,13,10,8,9,7
E01020111,#,0,#,#,#,#,5,#
E01020112,14,9,11,7,9,7,5,5
E01020113,#,5,6,10,7,#,6,#
E01020114,0,#,0,#,#,#,0,#
E01020115,0,0,0,#,0,#,#,#
E01020116,#,#,5,#,6,#,0,#
E01020117,#,#,#,#,#,#,#,0
E01020118,0,0,0,#,#,7,0,#
E01020119,#,#,#,#,#,#,5,#
E01020120,19,14,13,14,10,10,10,7
E01020121,0,#,0,0,0,0,#,0
E01020122,0,0,0,0,#,#,#,5
E01020123,#,#,#,#,#,#,#,5
E01020124,#,#,#,#,#,9,10,12
E01020125,#,#,#,#,#,0,#,#
E01020126,7,7,5,7,7,6,#,#
E01020127,#,#,#,#,#,#,#,#
E01020128,#,#,#,#,0,#,#,5
E01020129,8,6,#,6,#,#,#,#
E01020130,13,17,10,6,12,10,12,11
E01020131,0,#,0,0,0,0,0,0
E01020132,#,#,6,10,9,7,5,6
E01020133,#,#,#,6,6,7,5,#
E01020134,6,5,#,#,8,#,5,#
E01020135,6,#,#,5,#,#,#,#
E01020136,#,6,#,#,#,7,10,11
E01020137,16,18,17,14,10,9,13,10
E01020138,0,#,0,#,#,#,#,0
E01020139,6,7,5,6,9,14,9,9
E01020140,#,5,6,#,#,#,#,#
E01020141,15,14,14,16,17,15,18,16
E01020142,#,#,#,0,#,#,#,#
E01020143,6,5,#,#,#,#,11,#
E01020144,14,14,13,9,10,9,7,6
E01020145,8,5,#,#,#,#,9,9
E01020146,7,7,5,#,5,#,#,#
E01020147,0,0,#,#,#,#,#,#
E01020148,0,0,0,0,0,#,#,0
E01020149,#,0,#,0,0,#,#,#
E01020150,6,#,8,6,5,#,9,6
E01020151,5,7,6,#,#,#,#,#
E01020152,5,6,#,6,6,8,6,8
E01020153,0,0,#,0,0,#,#,#
E01020154,#,#,#,#,0,#,#,0
E01020155,#,#,#,5,5,5,8,7
E01020156,#,#,0,#,0,#,0,0
E01020157,#,#,#,#,6,6,11,#
E01020158,#,#,#,#,0,#,0,#
E01020159,0,#,#,#,0,#,0,0
E01020160,#,#,#,#,#,#,#,#
E01020161,11,10,14,12,8,7,6,8
E01020162,#,#,0,#,0,0,#,#
E01020163,5,#,#,#,5,8,7,5
E01020164,9,9,6,#,#,#,5,#
E01020165,7,6,7,10,8,8,7,8
E01020166,0,#,#,#,0,#,#,#
E01020167,#,0,0,0,0,0,#,#
E01020168,#,#,0,#,#,5,7,11
E01020169,9,11,15,16,20,28,25,19
E01020170,#,#,#,#,#,0,0,0
E01020171,9,9,7,8,7,8,11,9
E01020172,0,#,#,7,9,9,9,7
E01020173,0,0,#,#,#,0,#,#
E01020174,#,#,#,#,#,#,#,6
E01020175,0,#,#,#,#,#,#,#
E01020176,#,#,0,0,0,#,#,#
E01020177,0,0,0,#,#,#,#,#
E01020178,#,0,#,0,0,#,#,#
E01020179,0,0,0,0,0,0,0,#
E01020180,8,7,7,10,8,6,9,6
E01020181,#,#,#,#,#,0,0,0
E01020182,#,#,#,0,0,0,#,#
E01020183,5,9,8,10,8,7,6,#
E01020184,5,10,7,8,5,8,#,#
E01020185,#,#,#,#,#,#,#,#
E01020186,0,0,0,0,#,#,#,#
E01020187,0,#,#,#,#,#,5,#
E01020188,#,#,#,5,#,5,5,7
E01020189,6,5,#,#,9,6,5,#
E01020190,8,#,6,6,5,#,5,#
E01020191,0,#,#,#,0,0,#,#
E01020192,0,0,0,0,0,#,#,0
E01020193,0,0,0,0,0,#,#,0
E01020194,0,0,#,#,#,#,#,#
E01020195,0,0,0,0,#,5,6,#
E01020196,6,6,6,8,5,5,5,6
E01020197,5,#,#,0,0,0,0,0
E01020198,0,#,0,0,0,0,#,0
E01020199,#,#,#,#,6,#,7,#
E01020200,#,0,0,0,0,0,0,0
E01020201,0,0,0,0,0,0,0,0
E01020202,0,0,0,0,#,#,#,#
E01020203,#,#,#,0,#,#,#,5
E01020204,10,17,19,20,13,13,14,9
E01020205,0,0,0,0,0,0,#,0
E01020206,#,#,#,#,#,#,#,#
E01020207,#,#,#,#,#,#,6,7
E01020208,#,5,#,5,5,8,7,7
E01020209,#,#,#,#,10,9,11,10
E01020210,0,0,#,#,#,#,0,#
E01020211,8,6,6,5,5,6,9,11
E01020212,0,0,0,0,0,0,0,#
E01020213,#,#,#,#,6,6,7,5
E01020214,0,#,#,#,#,#,#,#
E01020215,#,#,#,#,#,#,6,5
E01020216,10,13,15,12,11,16,19,22
E01020217,18,15,17,23,21,25,20,28
E01020218,12,16,19,20,20,18,20,14
E01020219,7,8,9,9,9,10,8,#
E01020220,#,5,#,0,0,#,#,#
E01020221,#,#,#,0,#,0,0,0
E01020222,#,#,#,0,0,#,#,0
E01020223,0,#,#,#,#,#,#,#
E01020224,12,8,7,6,#,6,5,9
E01020225,#,#,#,5,6,8,8,8
E01020226,0,#,5,#,5,6,#,#
E01020227,0,0,0,0,#,#,#,#
E01020228,9,6,#,5,#,10,13,8
E01020229,#,#,#,7,6,8,15,12
E01020230,#,#,#,#,#,5,#,#
E01020231,0,0,0,0,#,#,5,#
E01020232,#,#,#,#,0,0,#,#
E01020233,#,#,0,0,0,0,0,0
E01020234,#,#,#,#,#,#,#,6
E01020235,#,7,5,7,#,#,8,9
E01020236,#,#,#,#,#,#,0,0
E01020237,#,#,#,#,0,#,#,#
E01020238,#,#,#,0,0,#,#,#
E01020239,0,0,#,0,0,#,#,#
E01020240,5,#,#,5,5,#,7,#
E01020241,#,#,#,#,#,#,5,#
E01020242,0,#,#,#,#,5,#,#
E01020243,#,#,#,#,0,#,#,#
E01020244,#,#,#,#,#,#,#,0
E01020245,#,#,0,0,0,5,5,#
E01020246,0,#,#,#,#,#,#,#
E01020247,#,#,#,#,0,0,0,0
E01020248,#,0,0,0,#,#,#,#
E01020249,0,0,0,0,0,#,#,#
E01020250,#,#,#,0,#,#,#,#
E01020251,0,0,0,0,0,0,0,0
E01020252,#,#,#,#,#,#,5,6
E01020253,#,5,8,6,5,6,5,#
E01020254,0,0,0,0,0,#,#,#
E01020255,#,#,0,0,0,0,0,0
E01020256,0,#,0,0,#,#,#,0
E01020257,0,#,#,#,0,0,#,#
E01020258,8,10,14,13,14,20,24,18
E01020259,7,8,7,7,5,5,7,6
E01020260,#,#,#,#,#,#,#,#
E01020261,#,#,#,#,#,#,#,#
E01020262,0,#,#,#,#,0,0,#
E01020263,0,0,#,6,6,7,5,7
E01020264,#,#,#,#,#,8,7,#
E01020265,0,0,#,#,#,0,#,#
E01020266,#,#,#,#,#,#,#,#
E01020267,5,8,10,9,6,6,5,#
E01020268,#,#,#,#,#,#,#,#
E01020269,#,5,9,13,14,11,9,9
E01020270,#,#,#,#,#,#,#,#
E01020271,5,#,5,#,#,#,#,#
E01020272,#,#,#,#,#,#,#,#
E01020273,#,#,#,#,#,#,#,#
E01020274,#,#,7,7,7,7,6,6
E01020275,0,0,0,0,0,0,0,0
E01020276,#,#,#,#,#,#,#,#
E01020277,#,#,#,0,5,5,5,#
E01020278,#,#,0,0,0,0,0,0
E01020279,#,#,6,12,12,9,8,11
E01020280,#,#,#,#,#,#,6,7
E01020281,#,#,#,5,#,0,#,#
E01020282,#,#,#,#,#,#,#,#
E01020283,#,#,#,#,#,0,0,#
E01020284,#,#,#,7,8,8,6,9
E01020285,#,0,0,6,6,6,6,#
E01020286,#,#,#,#,0,#,#,#
E01020287,#,#,#,#,#,#,0,0
E01020288,#,5,6,#,7,7,5,5
E01020289,0,0,0,0,#,#,#,#
E01020290,0,0,0,0,0,0,#,0
E01020291,0,#,0,0,#,#,#,#
E01020292,0,0,0,0,0,0,0,#
E01020293,#,#,#,#,#,#,5,6
E01020294,#,#,#,8,8,7,6,6
E01020295,5,5,#,#,#,#,0,#
E01020296,0,0,0,#,#,#,#,#
E01020297,0,#,#,#,#,#,5,5
E01020298,#,#,#,#,0,0,0,0
E01020299,#,#,#,#,#,#,#,5
E01020300,#,#,#,#,#,0,#,0
E01020301,#,#,#,0,0,0,0,0
E01020302,#,#,0,0,0,0,#,#
E01020303,0,0,0,0,0,0,0,0
E01020304,#,#,#,#,#,#,5,#
E01020305,6,7,7,7,5,#,#,7
E01020306,#,#,#,#,#,#,#,#
E01020307,#,#,#,#,5,7,6,8
E01020308,0,0,0,0,0,0,0,0
E01020309,#,#,#,#,#,#,#,#
E01020310,#,6,5,#,#,#,8,#
E01020311,0,0,0,0,0,0,#,#
E01020312,0,0,0,#,#,5,#,#
E01020313,#,#,#,0,#,#,5,#
E01020314,#,#,#,#,#,0,#,0
E01020315,#,#,#,#,#,#,#,0
E01020316,0,0,0,0,0,0,0,0
E01020317,#,0,0,0,0,0,0,0
E01020318,#,#,#,5,5,7,6,7
E01020319,0,0,0,0,0,0,#,#
E01020320,#,#,#,0,0,0,#,#
E01020321,#,#,#,#,5,7,7,6
E01020322,#,5,6,10,13,15,17,21
E01020323,#,#,#,#,#,0,0,0
E01020324,#,#,#,#,0,0,0,#
E01020325,#,#,#,#,#,#,#,#
E01020326,#,#,#,0,#,0,#,#
E01020327,6,6,8,6,9,15,10,10
E01020328,11,13,10,11,8,11,11,13
E01020329,0,0,#,#,#,#,#,6
E01020330,10,9,11,9,10,8,11,10
E01020331,0,0,#,#,0,0,0,0
E01020332,10,7,6,6,12,13,18,14
E01020333,#,#,#,#,#,#,#,#
E01020334,10,12,9,6,#,8,9,9
E01020335,#,#,#,#,#,#,#,#
E01020336,0,#,0,0,0,0,0,0
E01020337,#,#,#,#,#,#,7,6
E01020338,#,#,#,#,0,#,#,5
E01020339,#,#,#,#,#,#,#,#
E01020340,0,#,#,#,0,#,#,#
E01020341,0,#,#,#,#,#,0,#
E01020342,#,#,#,#,#,#,#,#
E01032628,#,#,#,6,7,5,#,#
E01032657,,,,,,,,#N/A
E01032658,,,,,,,,#N/A
E01033232,13,11,8,10,20,36,35,37
E01033233,13,18,19,21,24,34,18,22
E01033234,6,10,11,13,14,17,22,30
E01033235,#,6,#,#,#,#,#,#
E01033236,#,#,#,#,#,0,#,#
E07000040,335,349,351,356,372,405,453,482
E07000041,836,928,1046,1187,1290,1481,1631,1737
E07000042,229,247,299,363,404,433,513,529
E07000043,223,230,238,261,270,270,284,264
E07000044,171,171,173,177,168,188,218,185
E07000045,227,259,280,290,282,331,362,336
E07000046,53,73,72,89,97,92,103,108
E07000047,82,85,90,85,89,115,134,129
E10000008,2156,2342,2549,2808,2972,3315,3698,3770
E06000026,,,,,,,,
E06000027,,,,,,,,
IMDQ1,163,189,236,268,288,313,355,373
IMDQ2,677,755,794,940,1010,1107,1215,1233
IMDQ3,541,584,623,681,718,797,913,877
IMDQ4,498,533,588,597,613,729,836,832
IMDQ5,277,281,308,322,343,369,379,455
E02003122,,,,,,,,
E02003123,,,,,,,,
E02003124,,,,,,,,
E02003125,,,,,,,,
E02003126,,,,,,,,
E02003127,,,,,,,,
E02003128,,,,,,,,
E02003129,,,,,,,,
E02003130,,,,,,,,
E02003131,,,,,,,,
E02003132,,,,,,,,
E02003133,,,,,,,,
E02003134,,,,,,,,
E02003135,,,,,,,,
E02003136,,,,,,,,
E02003137,,,,,,,,
E02003138,,,,,,,,
E02003139,,,,,,,,
E02003140,,,,,,,,
E02003141,,,,,,,,
E02003142,,,,,,,,
E02003143,,,,,,,,
E02003144,,,,,,,,
E02003145,,,,,,,,
E02003146,,,,,,,,
E02003147,,,,,,,,
E02003148,,,,,,,,
E02003149,,,,,,,,
E02003150,,,,,,,,
E02003151,,,,,,,,
E02003152,,,,,,,,
E02003153,,,,,,,,
E02003154,,,,,,,,
E02003155,,,,,,,,
E02003156,,,,,,,,
E02003157,,,,,,,,
E02003158,,,,,,,,
E02003159,,,,,,,,
E02003161,,,,,,,,
E02003163,,,,,,,,
E02003164,,,,,,,,
E02003165,,,,,,,,
E02003166,,,,,,,,
E02003167,,,,,,,,
E02003168,,,,,,,,
E02003169,,,,,,,,
E02003170,,,,,,,,
E02003171,,,,,,,,
E02004129,#,#,#,#,#,#,#,#
E02004130,27,23,28,30,29,29,24,28
E02004131,#,11,11,12,9,11,19,19
E02004132,7,8,13,15,14,10,5,5
