Area,2011-12,2012-13,2013-14,2014-15,2015-16
E01015246,,,,,
E01015247,,,,,
E01015248,,,,,
E01015249,,,,,
E01015250,,,,,
E01015251,,,,,
E01015252,,,,,
E01015253,,,,,
E01015254,,,,,
E01015255,,,,,
E01015256,,,,,
E01015257,,,,,
E01015258,,,,,
E01015259,,,,,
E01015260,,,,,
E01015261,,,,,
E01015262,,,,,
E01015263,,,,,
E01015264,,,,,
E01015265,,,,,
E01015266,,,,,
E01015267,,,,,
E01015268,,,,,
E01015269,,,,,
E01015270,,,,,
E01015271,,,,,
E01019886,#,0,#,#,#
E01019887,#,0,0,0,#
E01019888,#,#,0.162455922,#,#
E01019889,0,0,0,0,0
E01019890,#,#,#,0,#
E01019891,#,#,#,#,#
E01019892,#,#,#,#,#
E01019893,0,#,0,#,#
E01019894,0,0,0,0,0
E01019895,0,#,#,0,#
E01019896,#,#,#,#,0
E01019897,#,#,#,#,#
E01019898,#,0,0.139246846,#,#
E01019899,#,0,0,0,0
E01019900,#,#,#,#,#
E01019901,0,0,#,0,0
E01019902,0,0,0,0,0
E01019903,0,0,0,0,#
E01019904,#,#,#,#,0.212509539
E01019905,#,#,#,#,#
E01019906,#,#,#,#,#
E01019907,#,#,#,0,#
E01019908,#,#,#,#,#
E01019909,0,0,0,0,0
E01019910,#,0.139246846,#,0,0
E01019911,#,#,#,#,#
E01019912,0,0,#,#,0.311660948
E01019913,0,#,#,0,#
E01019914,0.212509539,0.08122574,0,#,0.218145974
E01019915,#,0.274120636,0.256741428,#,#
E01019916,#,#,0,#,#
E01019917,#,#,#,#,#
E01019918,0.25437292,0,0,#,0
E01019919,#,#,0,#,#
E01019920,0.246036046,0,0,#,0.216771913
E01019921,#,#,#,#,#
E01019922,0,0,#,0,#
E01019923,#,#,#,#,#
E01019924,#,#,#,#,#
E01019925,0,#,#,#,#
E01019927,#,0,0,#,#
E01019928,#,#,0,0,0
E01019929,#,#,#,#,0
E01019930,#,#,#,#,#
E01019931,0,0,0,0,0
E01019932,0.163428531,0.046414164,0,0.13848552,0
E01019933,0.180388157,0,0.088610119,0.139246846,0
E01019934,0.194077249,0.08122574,0.069621791,0,0
E01019935,#,0,0,#,#
E01019936,#,0,0,0,#
E01019937,#,#,0,#,#
E01019938,#,#,0.162455922,#,#
E01019939,0,#,#,#,#
E01019940,#,#,#,0,0
E01019942,0.180388157,0.134639482,0,0,0.180828565
E01019943,#,#,#,#,#
E01019944,0,0,0,#,0
E01019945,#,#,#,#,#
E01019946,0,0,#,0,#
E01019947,#,#,#,#,#
E01019948,#,#,#,#,#
E01019949,0,#,0,#,#
E01019950,0,#,0,0,0
E01019951,#,#,#,#,#
E01019952,#,#,#,#,#
E01019953,#,#,#,#,#
E01019954,#,#,#,#,#
E01019955,#,#,#,#,#
E01019956,#,#,#,#,#
E01019957,#,#,0,0,0
E01019958,#,#,#,#,#
E01019959,#,0,#,0,#
E01019960,#,#,#,#,#
E01019961,0,#,0,0,0
E01019962,#,#,#,#,#
E01019963,0,0,0,0,0
E01019964,#,#,#,0,0
E01019965,#,#,#,#,#
E01019966,0,0,0,0,0
E01019967,#,#,#,#,#
E01019968,0,#,#,#,#
E01019969,#,#,#,#,#
E01019970,0,#,#,#,#
E01019971,#,#,#,#,#
E01019972,#,0.162455922,#,#,0
E01019973,#,#,#,#,#
E01019974,#,#,#,#,#
E01019975,#,#,#,#,#
E01019976,0,#,#,#,#
E01019977,0,#,0,0,#
E01019980,#,0,0,#,0.121840276
E01019981,#,#,#,#,#
E01019982,#,#,#,#,#
E01019983,0,#,#,#,#
E01019984,#,#,#,0,0
E01019985,0,#,#,#,0
E01019986,#,#,#,#,#
E01019987,0,#,0,0,0
E01019988,0,#,0,0,#
E01019989,#,#,#,#,#
E01019990,#,#,#,#,#
E01019991,#,#,#,0,#
E01019992,0,#,#,#,#
E01019993,0,0,0,0,0
E01019994,0.289055362,0,0,0,0.24902172
E01019995,#,0.218145974,0,#,#
E01019996,0,#,#,0,0
E01019997,0,0,0,0,0
E01019998,0,#,#,#,#
E01019999,0,0,0,0,#
E01020000,#,#,#,#,#
E01020001,#,0,#,0,#
E01020002,#,#,#,#,#
E01020003,#,#,0.162455922,#,0.162455922
E01020004,0.097471421,0.097471421,0.145804141,#,0.134639482
E01020005,0.177337962,0.057335355,0.057335355,0.158986984,0.125062627
E01020006,#,#,#,#,#
E01020007,#,#,#,#,#
E01020008,#,0,0.162455922,0,0
E01020009,#,0.24902172,0.162455922,#,#
E01020010,0,0.139246846,0,#,0.162455922
E01020011,#,#,#,#,#
E01020012,#,0,#,#,#
E01020013,#,#,#,0,#
E01020014,#,0,0.24902172,#,#
E01020015,#,0.162455922,0.24902172,0,#
E01020016,0,#,#,0,#
E01020017,#,#,#,0,#
E01020018,#,0.24902172,0,#,#
E01020019,#,#,#,#,0
E01020020,#,#,#,0,0
E01020021,0.278447742,0.258478702,0.174789274,#,#
E01020022,#,0,0,0,#
E01020023,#,#,0,0,0
E01020024,0,#,#,#,#
E01020025,0,0,#,0,#
E01020026,#,#,#,#,#
E01020027,#,#,#,0,0.265014437
E01020029,0.265014437,0.195139355,0,#,0
E01020030,#,#,#,#,#
E01020031,0,#,#,0,#
E01020032,#,#,#,#,0.218145974
E01020033,0,#,#,#,#
E01020035,#,#,#,#,#
E01020036,#,#,#,#,#
E01020037,#,#,#,#,#
E01020038,0,#,0.162455922,#,#
E01020039,#,0,0,#,0
E01020040,#,#,#,#,#
E01020041,#,#,#,0.306663648,#
E01020042,#,#,#,#,#
E01020043,#,#,#,#,#
E01020044,0,#,0,0,0
E01020045,#,#,#,0.24902172,0.139246846
E01020046,0,0,0,#,0.24902172
E01020047,#,0.194077249,0.218145974,0.218145974,0.121840276
E01020048,0.124405398,0,0,0,0.060918888
E01020049,#,#,#,#,0
E01020050,0.234087242,0.25437292,0.24902172,#,0
E01020051,0,0,0,0,#
E01020052,0.195139355,0.125062627,0.088610119,0,0
E01020053,#,#,#,#,#
E01020054,#,#,#,#,#
E01020055,0.312913972,0.258478702,0.24902172,#,#
E01020056,#,#,#,#,#
E01020057,0.24902172,0,0,#,0.162455922
E01020058,#,#,0,#,#
E01020059,#,0,0,#,#
E01020060,0.233260489,0.088610119,0,#,0
E01020061,0.287116056,0.239965859,0.134639482,0.088610119,0.180388157
E01020062,#,#,0,#,#
E01020063,#,#,#,0.278447742,0.233260489
E01020064,#,#,#,#,#
E01020065,#,#,#,#,#
E01020066,#,0,#,0.24902172,0.194077249
E01020067,0.108301974,0,0.108301974,0,0
E01020068,#,#,#,#,#
E01020069,#,#,0,#,#
E01020070,#,#,#,#,#
E01020071,0,0,0,0,0
E01020072,#,#,#,#,#
E01020073,0,#,#,#,#
E01020074,0.174789274,0,0,#,0.139246846
E01020075,0,0,0,0,0
E01020076,#,0.229544427,0.236635676,0.121840276,#
E01020077,0,#,0,0,0
E01020078,0,0,0.121840276,0,0.139246846
E01020079,0.08122574,0.134639482,0.190982133,0.139246846,0.060918888
E01020080,#,#,#,#,#
E01020081,#,#,#,#,#
E01020082,0,#,#,#,#
E01020083,0,#,#,#,0.299607012
E01020084,#,#,#,#,#
E01020085,#,#,#,#,#
E01020086,0,#,#,#,#
E01020087,#,#,#,#,#
E01020088,0,0,#,#,#
E01020089,#,#,#,#,#
E01020090,#,#,#,#,#
E01020091,0,0,0,0,0
E01020092,0,0,#,#,#
E01020093,0,#,#,0,0
E01020094,0.307448782,0,0.057335355,0,#
E01020095,#,#,#,0,#
E01020096,#,#,0,#,#
E01020097,#,0,#,#,#
E01020098,0,#,#,#,0
E01020099,#,#,#,0,0
E01020100,#,#,#,#,0
E01020101,#,#,#,#,#
E01020102,0,0,0,0,#
E01020103,0.233260489,0.097471421,0,0,0
E01020104,#,#,#,0,0
E01020105,#,#,#,#,#
E01020106,#,#,#,#,#
E01020107,0,0,0.218145974,#,0
E01020108,#,#,#,#,#
E01020109,0,#,#,#,#
E01020110,#,#,#,#,#
E01020111,0,#,#,#,#
E01020112,0,#,#,#,#
E01020113,#,#,#,#,#
E01020114,#,0,#,#,#
E01020115,#,#,#,#,#
E01020116,#,#,#,#,0
E01020117,#,#,#,#,#
E01020118,0,0,0,#,#
E01020119,#,#,#,#,#
E01020120,#,0,0,#,0.162455922
E01020121,#,0,0.162455922,#,#
E01020122,#,#,#,#,#
E01020123,#,#,#,#,#
E01020124,#,#,#,#,#
E01020125,#,#,#,#,#
E01020126,0,0,0,0,0
E01020127,#,#,#,#,#
E01020128,#,#,#,#,#
E01020129,#,#,#,0,#
E01020130,0,#,0,#,0.139246846
E01020131,#,#,#,#,#
E01020132,0,#,#,#,#
E01020133,0,#,#,#,0
E01020134,0,#,0,0,0
E01020135,#,0,0,#,#
E01020136,#,#,0,#,#
E01020137,#,0,0,#,#
E01020138,#,#,#,#,0
E01020139,0,#,#,#,#
E01020140,#,#,#,0,#
E01020141,#,0,0,#,#
E01020142,#,#,#,#,#
E01020143,0,#,0,0,0
E01020144,#,#,0,0,#
E01020145,#,#,#,#,#
E01020146,#,#,#,#,#
E01020147,#,#,#,#,#
E01020148,0,#,#,#,#
E01020149,#,#,#,#,#
E01020150,0,0,#,0,#
E01020151,0,#,0,0,0
E01020152,0,#,#,#,#
E01020153,0,0,#,0,0
E01020154,#,#,#,#,#
E01020155,#,#,#,#,#
E01020156,#,#,#,#,#
E01020157,#,#,0.257024188,0.274120636,#
E01020158,0,0,#,0,0
E01020159,0,0,0,0,0
E01020160,#,#,#,#,#
E01020161,0.174789274,0.088610119,0.167186377,0.195139355,0.156687995
E01020162,#,#,0,0.162455922,0.139246846
E01020163,#,#,#,#,#
E01020164,#,#,#,#,#
E01020165,0,0,0,0,#
E01020166,#,#,#,#,#
E01020167,#,#,#,#,#
E01020168,0.218145974,0,0,0,0
E01020169,0.265014437,0.134639482,0,0,0
E01020170,#,#,#,#,#
E01020171,#,#,#,0,0
E01020172,#,#,#,#,#
E01020173,#,#,0,0,0
E01020174,#,0,0,#,#
E01020175,#,#,#,#,0
E01020176,#,#,#,0,0
E01020177,#,#,#,#,#
E01020178,#,#,#,#,#
E01020179,0,#,#,#,#
E01020180,0.139246846,0,0,0,0
E01020181,#,0,0,0,0.139246846
E01020182,#,0,0,#,0
E01020183,#,#,#,0.307448782,0.28705736
E01020184,#,0.24902172,#,#,#
E01020185,#,#,#,#,#
E01020186,#,#,#,0,#
E01020187,#,#,#,#,#
E01020188,0,0,0,#,#
E01020189,0.183510116,0.07016041,0,0.05129995,0
E01020190,#,#,#,#,#
E01020191,0,0,0,#,#
E01020192,#,#,#,#,0
E01020193,#,#,#,#,#
E01020194,#,#,#,#,#
E01020195,#,#,#,#,#
E01020196,0,0,#,0,0
E01020197,#,#,0.162455922,0.218145974,0.121840276
E01020198,#,#,0,#,0
E01020199,#,#,#,#,#
E01020200,#,#,#,#,#
E01020201,#,#,0,0,#
E01020202,0.162455922,0,0,0,#
E01020203,#,#,#,#,0
E01020204,#,#,#,#,#
E01020205,#,#,#,#,#
E01020206,#,#,#,#,#
E01020207,0,0,#,#,#
E01020208,#,#,#,#,#
E01020209,#,#,#,#,#
E01020210,#,#,#,0,0
E01020211,#,#,0,#,#
E01020212,#,#,#,#,#
E01020213,#,#,#,#,#
E01020214,#,#,#,#,#
E01020215,0,#,#,#,#
E01020216,0.289766586,0.307448782,0.289766586,#,#
E01020217,0,0,0,0,0
E01020218,0.234087242,0.180388157,0.167706426,0.278447742,0.134639482
E01020219,#,#,#,#,#
E01020220,#,#,#,#,#
E01020221,#,0.162455922,0,#,#
E01020222,0,0,#,#,#
E01020223,#,#,0,0.162455922,0
E01020224,#,#,#,#,0
E01020225,#,0.287116056,0.156687995,0.139246846,0.147026266
E01020226,#,#,#,#,#
E01020227,#,#,#,0.108301974,0.258478702
E01020228,#,#,#,#,#
E01020229,0.182511155,0.187577582,0.178882278,0.20220683,0.177897629
E01020230,#,0.299607012,0.218145974,0,0
E01020231,#,0.24902172,0.194077249,0.24902172,0.212509539
E01020232,0.25437292,0.158986984,0.289766586,0.24902172,0.074977448
E01020233,#,#,#,#,#
E01020234,#,#,#,0,#
E01020235,0.312913972,0.25437292,0.194077249,#,#
E01020236,0,0,0,#,#
E01020237,0,#,#,#,#
E01020238,#,#,#,#,#
E01020239,0,#,#,#,#
E01020240,#,#,#,0,#
E01020241,0,0,0,#,#
E01020242,0,0,#,0,#
E01020243,#,#,#,#,#
E01020244,0,0,#,#,#
E01020245,#,#,#,0,#
E01020246,0,0,0,0,#
E01020247,0.237672542,0.210374572,0.18106841,0.208809939,0.194227924
E01020248,#,#,#,#,#
E01020249,0,#,#,#,#
E01020250,#,#,#,0,0
E01020251,#,#,#,#,#
E01020252,0.28705736,0.134639482,0.069621791,0,0.167706426
E01020253,#,#,#,0,0
E01020254,0,0,0,0,#
E01020255,#,#,#,#,0
E01020256,#,#,#,#,#
E01020257,0,#,#,#,#
E01020258,0,0,#,#,#
E01020259,#,0,#,0,0
E01020260,0,#,#,0,#
E01020261,#,#,#,#,#
E01020262,#,#,#,#,#
E01020263,#,#,#,#,#
E01020264,#,0.218145974,0.167706426,0.108301974,0.134639482
E01020265,0,0,0,0,#
E01020266,#,#,#,#,#
E01020267,#,#,#,#,#
E01020268,#,#,0.311660948,#,#
E01020269,#,#,0,#,#
E01020270,#,0,#,#,#
E01020271,#,#,#,#,#
E01020272,#,#,#,0,#
E01020273,#,#,#,#,#
E01020274,0,0,0,#,#
E01020275,#,0,#,#,#
E01020276,#,#,0.306663648,#,0.299607012
E01020277,#,0.054149999,0,0,0
E01020278,0,#,0,#,#
E01020279,#,#,0,0.162455922,0.162455922
E01020280,0.312913972,0.278447742,0.218145974,0,0
E01020281,#,0,#,#,0
E01020282,#,#,#,#,#
E01020283,#,#,#,#,#
E01020284,#,0.269639459,0.265014437,0.162455922,#
E01020285,#,0,0.121840276,0,0
E01020286,#,0,0.162455922,0.312913972,#
E01020287,0,#,#,#,#
E01020288,#,#,0,#,#
E01020289,0,0,0,0,0
E01020290,#,0,#,#,#
E01020291,0,#,#,0,0
E01020292,0,0,0,0,0
E01020293,#,0,0,0.162455922,0
E01020294,#,#,#,#,#
E01020295,#,#,#,#,#
E01020296,#,0,0,0,#
E01020297,#,#,#,#,#
E01020298,#,#,#,#,0.23356459
E01020299,#,0.289766586,0.218145974,0.174789274,0.158986984
E01020300,0.282819171,0.150001778,0.11675742,0.134639482,0
E01020301,#,#,#,#,#
E01020302,0,#,#,#,#
E01020303,#,#,#,#,#
E01020304,#,#,#,#,#
E01020305,0,0,0,0,0
E01020306,0,0,0,0,0
E01020307,#,#,#,#,#
E01020308,#,#,#,#,#
E01020309,#,#,#,#,#
E01020310,0.230542609,0.11931304,0.089869347,0.094534603,0.032489762
E01020311,0.26930602,0.251960339,#,#,0
E01020312,#,0,#,#,#
E01020313,#,0,0,0,0
E01020314,#,#,#,#,#
E01020315,#,#,#,#,0
E01020316,0,0,#,#,#
E01020317,#,#,#,#,#
E01020318,#,#,#,#,#
E01020319,#,#,#,#,#
E01020320,#,#,#,#,#
E01020321,0.20553518,0.167186377,0.054149999,0.215903034,0.152269591
E01020322,#,#,#,#,#
E01020323,#,#,#,#,#
E01020324,#,#,#,#,#
E01020325,#,#,#,#,#
E01020326,#,#,#,0,#
E01020327,#,#,#,0,0
E01020328,#,#,#,#,#
E01020329,#,#,#,#,0.289766586
E01020330,#,#,#,#,0
E01020331,#,#,#,#,#
E01020332,0.145804141,0,0.08122574,0.121840276,0.194077249
E01020333,#,#,#,#,#
E01020334,#,#,#,#,#
E01020335,#,#,#,0,#
E01020336,#,#,#,#,#
E01020337,#,#,#,#,#
E01020338,0.28705736,0.088610119,0.088610119,#,0.097471421
E01020339,0.233260489,0.289766586,0.139246846,#,0
E01020340,#,#,#,0,0
E01020341,0,#,#,#,#
E01020342,0.311660948,0.307448782,0.311660948,#,#
E01032628,#,0,0,#,0
E01032657,,,,,
E01032658,,,,,
E01033232,#,#,#,#,#
E01033233,#,#,#,#,0.162455922
E01033234,0,0,0,0,0
E01033235,0,0,0,#,#
E01033236,0,0,#,0,0
E07000040,0.055272723,0.046752854,0.043682466,0.066444687,0.047399587
E07000041,0.06134163,0.045929358,0.041149651,0.060904644,0.045119538
E07000042,0.060664463,0.048625218,0.051942372,0.06307012,0.054455217
E07000043,0.077514194,0.051558478,0.053444813,0.072859345,0.060506563
E07000044,0.070952759,0.056963808,0.051049706,0.061564516,0.053646856
E07000045,0.055691573,0.04984553,0.045434993,0.055495962,0.044849024
E07000046,0.069070838,0.059620301,0.056297495,0.062035509,0.05916503
E07000047,0.077160939,0.074397948,0.067988399,0.08784012,0.07498904
E10000008,0.022630681,0.019423369,0.018227627,0.023637879,0.019291909
E06000026,,,,,
E06000027,,,,,
IMDQ1,0.092167629,0.073842546,0.05838216,0.106068821,0.076585748
IMDQ2,0.039357634,0.032093444,0.03051116,0.03995289,0.032117326
IMDQ3,0.040749174,0.035479094,0.033080561,0.04236646,0.036253585
IMDQ4,0.05034916,0.04181979,0.040172533,0.049050135,0.039315254
IMDQ5,0.07893019,0.070444586,0.066228033,0.083300696,0.065729964
E02003122,,,,,
E02003123,,,,,
E02003124,,,,,
E02003125,,,,,
E02003126,,,,,
E02003127,,,,,
E02003128,,,,,
E02003129,,,,,
E02003130,,,,,
E02003131,,,,,
E02003132,,,,,
E02003133,,,,,
E02003134,,,,,
E02003135,,,,,
E02003136,,,,,
E02003137,,,,,
E02003138,,,,,
E02003139,,,,,
E02003140,,,,,
E02003141,,,,,
E02003142,,,,,
E02003143,,,,,
E02003144,,,,,
E02003145,,,,,
E02003146,,,,,
E02003147,,,,,
E02003148,,,,,
E02003149,,,,,
E02003150,,,,,
E02003151,,,,,
E02003152,,,,,
E02003153,,,,,
E02003154,,,,,
E02003155,,,,,
E02003156,,,,,
E02003157,,,,,
E02003158,,,,,
E02003159,,,,,
E02003161,,,,,
E02003163,,,,,
E02003164,,,,,
E02003165,,,,,
E02003166,,,,,
E02003167,,,,,
E02003168,,,,,
E02003169,,,,,
E02003170,,,,,
E02003171,,,,,
E02004129,#,#,0.139246846,#,0
E02004130,0.113627723,0.03313274,0.03313274,0.08717924,0
E02004131,0.24902172,0,0.121840276,#,0
E02004132,0.246036046,0,0,0.194077249,0.064980236
E02004133,0.287116056,#,0.258478702,#,0.278447742
E02004134,#,0.162455922,0,0.134639482,0.167706426
E02004135,0.21317951,0.219063616,0.234693229,#,0.277130234
E02004136,0.174009708,0.126759584,0.062658075,0.177337962,0.153477773
E02004137,#,#,0,#,#
E02004138,#,0.162455922,0,#,0.218145974
E02004139,0.258478702,0.108301974,0,0.289766586,0.108301974
E02004140,0,0.162455922,#,#,#
E02004141,0.263723101,0.251960339,0.236635676,0.265014437,0.278447742
E02004142,0.258478702,0,0.097471421,0.139246846,0.24902172
E02004143,0.162363189,0.182511155,0.193959041,0.217112802,0.163428531
E02004144,0.258478702,0.088610119,0,#,0.218145974
E02004145,#,#,#,#,#
E02004146,0.183248587,0.11024497,0.13839576,0.26930602,0.16443231
E02004147,0.195976335,0,0,0,0
E02004148,0.19396507,0.178725783,0.183947492,0.253659905,0.179965885
E02004149,#,0.139246846,0.194077249,#,0.08122574
E02004150,0.108301974,0,0,0,0.088610119
E02004151,0.143133983,0.079994971,0.073903997,0.107307785,0.097665009
E02004152,0.199905931,0.13848552,0.103067742,#,0.289766586
E02004153,0.253489889,0.097359895,0.13848552,0.233260489,0.079703505
E02004154,0.239809417,0.124068488,0.150001778,0.177337962,0
E02004155,0.19701521,0.180283179,0.109486396,0.134639482,0.109486396
E02004156,0.197978526,0.131325102,0.067676646,0,0.112368175
E02004157,#,#,#,#,#
E02004158,0.210064683,0.158769742,0.14102912,0.240755548,0.126954703
E02004159,0.210683589,0.191656926,0.172904882,0.147026266,0.14102912
E02004160,0.270653906,0.21509223,0.150001778,0.234087242,0.229142937
E02004161,0.248001024,0.079703505,0.124405398,0.233260489,0.187456391
E02004162,0.265465072,0.158130175,0.13848552,0.202330045,0.190028838
E02004163,#,0.174789274,0.216771913,0.218145974,0.08122574
E02004164,0.18106841,0.150001778,0.11675742,0.278447742,0.145804141
E02004165,0.190982133,0.097359895,0.17169211,0.150001778,0.124405398
E02004166,0.125062627,0,0.064980236,0.247983897,0.167186377
E02004167,0.122185179,0.060501555,0.067467686,0,0
E02004168,0.081027436,0.05270157,0.076159949,0.073076992,0.068674526
E02004169,0.251960339,0.103067742,0.060918888,0.21509223,0.064980236
E02004170,0.196090795,0.124068488,0.17169211,0.229544427,0.190982133
E02004171,#,0.282819171,0.291477032,#,#
E02004172,0.249712095,0.149066467,0.187007072,0.11675742,0.253489889
E02004173,0.289055362,0.25437292,0.25437292,0.251293464,0.226002685
E02004174,0.165093205,0.150638341,0.151350013,0.157498888,0.147113701
E02004175,#,0,0.158986984,0.097471421,0.216771913
E02004176,#,#,0,#,#
E02004177,#,0.097471421,0,0,0.121840276
E02004178,#,0,0,0.162455922,0
E02004179,#,0.174789274,0.233260489,0.258478702,0.212509539
E02004180,#,0,0,0.218145974,0.195139355
E02004181,0,0,0.218145974,#,#
E02004182,0.216771913,0,0.076246556,#,0.194077249
E02004183,0.229544427,0,0,0.08122574,0.088610119
E02004184,0.175515074,0.18360456,0.170732914,0.210718366,0.142341327
E02004185,0.227327744,0.167186377,0.190028838,0.180388157,0.11675742
E02004186,0.25437292,0,0.109486396,0,0.088610119
E02004187,0.180828565,0.048734911,0,0.180388157,0.057335355
E02004188,#,0,0.24902172,0,#
E02004189,0.162455922,0,0,#,0
E02004190,0.173095396,0.188077545,0.185874268,0.213346504,0.223349791
E02004191,0.156982423,0.13076152,0.122135868,0.114620548,0.109568068
E02004192,#,0.289766586,0.233260489,0,0.194077249
E02004193,0.16443231,0.095779837,0.087441507,0.099036203,0.100236441
E02004194,#,#,#,#,#
E02004195,#,0,0,#,0.24902172
E02004196,#,0,0.108301974,#,#
E02004197,0.218145974,0.218145974,0.194077249,0,0
E02004198,0.137910554,0.061429291,0,0.032489762,0
E02004199,0.307448782,0,0.097471421,0.24902172,#
E02004200,#,#,#,#,#
E02004201,#,0.289055362,0.28705736,0.28705736,0.311660948
E02004202,#,#,#,#,0.174789274
E02004203,#,#,0.289766586,0.162455922,0
E02004204,0.243949524,0.208809939,0.098440685,0.074977448,0.087651473
E02004205,0.13225063,0.130257012,0.12996753,0.144617911,0.116437254
E02004206,0.20551737,0.191926383,0.194808933,#,0.239457413
E02004207,0.258478702,0.097471421,0.174789274,#,0.139246846
E02004208,0.22482995,0.183813191,0.20203199,0.251293464,0.215903034
E02004209,0.227327744,0.142787897,0.042378092,0,0.131688536
E02004210,0.219422103,0.17169211,0.102683275,0.167706426,0.129950883
E02004211,0.218145974,0.121840276,0.233260489,0.24902172,0
E02004212,0.287116056,0.125062627,0,0.108301974,0.216771913
E02004213,#,#,#,0,0.088610119
E02004214,0.137014716,0.106260752,0.084477767,0.158130175,0.094534603
E02004215,0.196844105,0.178118928,0.151533041,0.149066467,0.147113701
E02004216,0.139246846,0.108301974,0.145804141,0.121840276,0.194077249
E02004217,0.265014437,0.167706426,0.097359895,0.156687995,0.05129995
