Area,2013,2014,2015,2016
E01019890,0.5625,0.722222222,0.666666667,0.769230769
E01019891,0.368421053,0.739130435,0.833333333,0.428571429
E01019892,0.652173913,0.733333333,0.717391304,0.470588235
E01019893,0.7,0.423076923,0.727272727,0.56
E01019894,0.636363636,#,#,0.888888889
E01019895,0.666666667,0.7,0.7,0.7
E01019896,0.7,0.666666667,#,0.888888889
E01019897,0.647058824,0.6,0.529411765,0.636363636
E01019898,0.615384615,0.555555556,0.888888889,0.75
E01019899,0.533333333,0.470588235,#,0.5625
E01019900,0.411764706,0.846153846,0.785714286,0.769230769
E01019901,0.692307692,0.647058824,0.727272727,0.923076923
E01019902,0.5,0.608695652,0.625,0.52173913
E01019903,0.730769231,0.6875,0.65,0.6875
E01019904,0.391304348,0.611111111,0.368421053,0.590909091
E01019905,0.703703704,0.714285714,0.6,0.736842105
E01019906,0.545454545,0.777777778,#,0.583333333
E01019907,0.538461538,0.636363636,0.8,0.692307692
E01019908,0.227272727,0.428571429,0.5,0.75
E01019909,0.5,0.692307692,0.611111111,0.705882353
E01019910,0.684210526,0.6875,0.52173913,0.695652174
E01019911,0.777777778,#,1,#
E01019912,0.722222222,0.833333333,0.583333333,0.875
E01019913,#,#,#,1
E01019914,0.391304348,0.64516129,0.48,0.517241379
E01019915,0.722222222,0.684210526,0.75,0.75
E01019916,0.5,#,0.5625,0.538461538
E01019917,0.62962963,0.714285714,0.518518519,0.75
E01019918,0.666666667,0.583333333,0.470588235,0.733333333
E01019919,#,0.666666667,0.6,0.789473684
E01019920,0.434782609,0.8,0.454545455,0.681818182
E01019921,0.76,0.7,0.483870968,0.666666667
E01019922,0.307692308,0.541666667,0.263157895,0.5
E01019923,0.277777778,0.625,0.4,0.526315789
E01019924,0.470588235,0.736842105,0.5625,0.473684211
E01019925,0.470588235,0.631578947,0.888888889,#
E01019927,0.333333333,#,#,0.333333333
E01019928,0.5,0.428571429,0.7,#
E01019929,0.55,0.5,0.727272727,0.55
E01019930,#,#,0.6,0.75
E01019931,0.733333333,1,#,0.636363636
E01019932,0.631578947,#,0.375,0.692307692
E01019933,#,0.529411765,#,#
E01019934,0.4,0.461538462,0.666666667,0.52
E01019935,0.714285714,0.75,0.777777778,#
E01019936,#,0.857142857,#,0
E01019937,0.52173913,0.636363636,0.703703704,0.625
E01019938,0.5,0.470588235,0.695652174,0.7
E01019939,0.888888889,0.611111111,0.941176471,0.769230769
E01019940,0.916666667,0.75,0.882352941,0.866666667
E01019942,0.566666667,0.466666667,0.684210526,0.692307692
E01019943,0.8,0.692307692,0.666666667,0.757575758
E01019944,0.740740741,0.708333333,0.842105263,0.88
E01019945,0.75,0.5,0.6,0.611111111
E01019946,0.7,0.666666667,0.714285714,0.909090909
E01019947,0.375,0.666666667,0.692307692,0.636363636
E01019948,0.666666667,0.555555556,0.615384615,0.7
E01019949,0.866666667,0.666666667,#,0.714285714
E01019950,0.631578947,0.470588235,0.555555556,0.833333333
E01019951,0.6875,0.666666667,0.733333333,0.764705882
E01019952,0.666666667,0.583333333,0.692307692,0.538461538
E01019953,0.8,0.4375,#,0.727272727
E01019954,0.444444444,0.653846154,0.523809524,0.625
E01019955,0.5,0.631578947,0.653846154,0.466666667
E01019956,0.888888889,0.7,0.916666667,0.916666667
E01019957,#,#,#,#
E01019958,0.736842105,0.666666667,0.733333333,0.75
E01019959,0.692307692,#,0.538461538,0.857142857
E01019960,#,0.636363636,0.833333333,0.846153846
E01019961,0.75,0.846153846,#,#
E01019962,0.68,0.714285714,0.838709677,0.75
E01019963,0.625,0.769230769,0.818181818,0.916666667
E01019964,#,#,#,1
E01019965,0.538461538,#,0.684210526,0.789473684
E01019966,#,0.888888889,1,#
E01019967,1,#,0.916666667,#
E01019968,0.75,0.666666667,0.769230769,0.714285714
E01019969,0.764705882,0.666666667,0.692307692,#
E01019970,0.909090909,0.5,0.666666667,0.785714286
E01019971,1,#,#,0.666666667
E01019972,0.555555556,0.357142857,0.461538462,0.666666667
E01019973,0.761904762,0.476190476,0.692307692,0.6
E01019974,#,0.636363636,#,0.642857143
E01019975,0.315789474,0.24,0.391304348,0.3125
E01019976,0.692307692,0.777777778,0.684210526,0.727272727
E01019977,0.7,0.333333333,1,0.611111111
E01019980,0.666666667,0.6,0.583333333,0.6875
E01019981,0.533333333,0.4,0.318181818,0.384615385
E01019982,0.733333333,0.5625,#,#
E01019983,0.5,0.555555556,0.533333333,0.818181818
E01019984,0.833333333,0.642857143,0.75,0.8
E01019985,0.380952381,0.48,0.421052632,0.444444444
E01019986,0.75,0.75,0.7,0.615384615
E01019987,#,#,0.5,1
E01019988,0.782608696,0.588235294,0.608695652,0.8125
E01019989,0.666666667,0.714285714,0.7,#
E01019990,0.4,0.526315789,0.888888889,0.7
E01019991,0.4375,#,0.444444444,0.470588235
E01019992,0.5,0.565217391,0.736842105,0.571428571
E01019993,0.875,0.615384615,0.375,0.818181818
E01019994,#,#,#,0.777777778
E01019995,0.625,0.909090909,#,0.714285714
E01019996,1,#,#,1
E01019997,#,0.666666667,#,#
E01019998,0.636363636,#,0.777777778,0.692307692
E01019999,0.625,1,#,0.9
E01020000,0.533333333,0.461538462,0.55,0.642857143
E01020001,0.7,#,0.8125,1
E01020002,0.5,0.529411765,0.421052632,0.705882353
E01020003,0.6875,0.45,0.789473684,0.782608696
E01020004,0.833333333,0.619047619,0.727272727,0.666666667
E01020005,0.529411765,0.4,0.551724138,0.466666667
E01020006,0.62962963,0.535714286,0.620689655,0.842105263
E01020007,#,#,#,0.857142857
E01020008,0.5,0.75,#,0.692307692
E01020009,0.916666667,0.785714286,0.714285714,0.714285714
E01020010,0.555555556,0.238095238,#,0.391304348
E01020011,0.384615385,#,0.615384615,0.714285714
E01020012,0.611111111,0.461538462,0.48,0.380952381
E01020013,#,0.4375,0.5,#
E01020014,0.523809524,0.476190476,0.217391304,0.571428571
E01020015,0.291666667,0.225806452,0.4,0.434782609
E01020016,#,0,#,#
E01020017,#,#,#,#
E01020018,#,0.454545455,#,#
E01020019,#,#,#,#
E01020020,#,1,#,0.75
E01020021,#,#,1,#
E01020022,#,#,0,#
E01020023,0.75,0.733333333,0.933333333,0.764705882
E01020024,0.714285714,0.909090909,#,1
E01020025,0.714285714,#,0.714285714,#
E01020026,0.518518519,0.666666667,0.761904762,0.652173913
E01020027,0.52173913,0.777777778,0.733333333,0.8
E01020029,0.684210526,#,0.333333333,0.533333333
E01020030,0.769230769,#,0.642857143,0.785714286
E01020031,0.590909091,0.705882353,#,#
E01020032,0.625,0.533333333,#,#
E01020033,0.583333333,0.52173913,0.523809524,0.733333333
E01020035,0.909090909,#,0.8,0.68
E01020036,0.565217391,0.684210526,0.6,0.476190476
E01020037,0.681818182,0.523809524,0.352941176,0.466666667
E01020038,0.777777778,0.8,0.466666667,0.619047619
E01020039,0.423076923,0.37037037,0.375,0.615384615
E01020040,0.857142857,#,0.636363636,#
E01020041,0.44,0.454545455,0.428571429,0.428571429
E01020042,0.666666667,0.769230769,0.529411765,0.9375
E01020043,0.6,0.566666667,0.727272727,0.8
E01020044,0.833333333,0.75,0.529411765,0.857142857
E01020045,0.730769231,0.827586207,0.703703704,0.904761905
E01020046,0.615384615,0.875,0.9,0.75
E01020047,0.6875,0.5,0.5625,0.6
E01020048,0.666666667,0.5,0.571428571,0.588235294
E01020049,0.888888889,0.583333333,0.545454545,0.625
E01020050,0.470588235,#,0.75,0.785714286
E01020051,0.529411765,0.615384615,0.6,0.714285714
E01020052,#,0.428571429,0.578947368,0.6
E01020053,0.541666667,0.5,0.3,#
E01020054,0.5,0.571428571,0.75,0.647058824
E01020055,0.642857143,0.555555556,0.714285714,0.842105263
E01020056,0.826086957,0.842105263,0.761904762,0.88
E01020057,0.588235294,0.5,0.5,0.6
E01020058,0.62962963,0.6875,0.571428571,0.928571429
E01020059,0.772727273,0.631578947,0.727272727,0.730769231
E01020060,0.5,0.727272727,#,0.631578947
E01020061,0.730769231,0.625,0.515151515,0.681818182
E01020062,0.863636364,0.75,0.8,0.818181818
E01020063,0.8,0.636363636,0.714285714,0.708333333
E01020064,0.590909091,0.652173913,0.676470588,0.727272727
E01020065,0.578947368,0.642857143,0.285714286,0.4375
E01020066,0.451612903,0.619047619,0.441176471,0.714285714
E01020067,0.48,0.464285714,0.4375,0.333333333
E01020068,0.764705882,0.818181818,#,0.833333333
E01020069,0.8,0.866666667,0.55,0.916666667
E01020070,0.666666667,0.769230769,0.64,0.85
E01020071,0.636363636,0.615384615,0.714285714,0.782608696
E01020072,0.681818182,0.722222222,0.5625,0.846153846
E01020073,0.615384615,0.666666667,0.642857143,0.705882353
E01020074,0.88,0.739130435,0.80952381,1
E01020075,0.944444444,0.851851852,0.8,0.8
E01020076,0.65,0.5,0.588235294,0.65625
E01020077,0.764705882,0.833333333,0.705882353,0.875
E01020078,0.444444444,0.6875,0.5,0.642857143
E01020079,0.294117647,#,0.571428571,0.533333333
E01020080,0.823529412,0.666666667,0.583333333,0.5
E01020081,#,0.461538462,0.529411765,0.5
E01020082,0.736842105,#,#,#
E01020083,0.608695652,0.571428571,0.64516129,0.652173913
E01020084,0.653846154,0.4,0.571428571,0.833333333
E01020085,0.538461538,0.5,0.65,0.470588235
E01020086,0.7,0.6,0.454545455,0.6
E01020087,0.518518519,0.615384615,0.6,0.785714286
E01020088,0.588235294,0.55,0.473684211,0.56
E01020089,0.608695652,0.571428571,0.64,0.782608696
E01020090,0.523809524,0.6,0.692307692,0.785714286
E01020091,0.533333333,#,0.5,0.9
E01020092,#,1,0.666666667,0.5
E01020093,0.454545455,0.588235294,0.555555556,0.642857143
E01020094,0.833333333,#,#,0.733333333
E01020095,0.409090909,0.533333333,0.529411765,0.421052632
E01020096,0.571428571,0.375,0.5,0.357142857
E01020097,0.608695652,0.411764706,0.580645161,0.782608696
E01020098,0.678571429,0.636363636,0.869565217,0.782608696
E01020099,0.777777778,#,0.5,0.636363636
E01020100,0.642857143,0.538461538,0.75,#
E01020101,0.333333333,0.277777778,0.52173913,0.647058824
E01020102,0.586206897,0.5,0.733333333,0.62962963
E01020103,0.5,0.230769231,0.28,0.264705882
E01020104,#,#,#,#
E01020105,0.315789474,0.631578947,0.5,0.6
E01020106,#,0.714285714,0.8,#
E01020107,0.611111111,0.428571429,0.75,0.384615385
E01020108,0.695652174,0.647058824,0.44,0.739130435
E01020109,0.722222222,0.714285714,0.933333333,0.727272727
E01020110,0.294117647,0.363636364,0.55,0.72
E01020111,0.55,0.384615385,0.352941176,0.428571429
E01020112,0.588235294,#,0.347826087,0.571428571
E01020113,0.5,0.777777778,0.411764706,0.466666667
E01020114,0.7,0.294117647,0.4,0.4
E01020115,0.692307692,#,0.5,0.7
E01020116,0.565217391,0.473684211,0.529411765,0.8
E01020117,0.647058824,0.315789474,0.526315789,0.533333333
E01020118,0.571428571,#,0.708333333,0.391304348
E01020119,0.533333333,#,0.75,0.666666667
E01020120,0.666666667,0.689655172,0.764705882,0.75
E01020121,0.608695652,0.619047619,0.52,0.5
E01020122,0.647058824,0.538461538,0.578947368,0.692307692
E01020123,0.533333333,#,0.529411765,0.555555556
E01020124,0.761904762,0.714285714,#,#
E01020125,0.777777778,0.777777778,0.538461538,0.777777778
E01020126,#,#,0.416666667,#
E01020127,0.541666667,#,0.636363636,0.842105263
E01020128,0.842105263,0.576923077,0.647058824,0.62962963
E01020129,0.277777778,0.6,0.523809524,0.545454545
E01020130,0.56,0.590909091,0.611111111,0.294117647
E01020131,0.571428571,0.615384615,0.444444444,0.5
E01020132,0.647058824,0.423076923,#,0.529411765
E01020133,0.647058824,0.526315789,0.666666667,0.681818182
E01020134,0.411764706,#,#,0.461538462
E01020135,0.4375,#,0.421052632,0.8
E01020136,0.555555556,0.533333333,0.476190476,0.785714286
E01020137,0.363636364,0.625,0.714285714,#
E01020138,0.545454545,0.619047619,0.392857143,0.666666667
E01020139,0.6,#,0.294117647,0.416666667
E01020140,0.75,0.454545455,0.545454545,0.583333333
E01020141,0.2,0.3,0.461538462,0.68
E01020142,0.55,0.65,0.764705882,0.769230769
E01020143,0.64,0.666666667,0.666666667,0.733333333
E01020144,0.714285714,#,#,#
E01020145,0.5,0.461538462,0.625,#
E01020146,#,#,#,#
E01020147,0.76,0.5625,0.75,0.8125
E01020148,0.6875,0.866666667,0.7,0.538461538
E01020149,0.666666667,#,0.545454545,0.6
E01020150,0.625,0.5,0.8,0.466666667
E01020151,0.777777778,#,#,0.666666667
E01020152,#,#,0.7,0.714285714
E01020153,#,#,#,#
E01020154,0.277777778,0.3125,0.368421053,0.571428571
E01020155,0.545454545,#,#,#
E01020156,0.611111111,0.8,0.5625,0.727272727
E01020157,0.785714286,0.428571429,0.76,0.8
E01020158,0.722222222,0.761904762,0.833333333,0.692307692
E01020159,0.823529412,0.833333333,0.625,0.833333333
E01020160,0.8125,0.75,0.666666667,0.761904762
E01020161,0.685714286,0.545454545,0.47826087,0.476190476
E01020162,0.842105263,0.633333333,0.619047619,0.681818182
E01020163,0.571428571,0.481481481,0.666666667,0.838709677
E01020164,0.791666667,0.6,0.470588235,0.714285714
E01020165,0.8,0.578947368,0.740740741,0.578947368
E01020166,0.789473684,0.592592593,0.722222222,0.8
E01020167,0.814814815,0.65,0.904761905,0.904761905
E01020168,0.692307692,0.461538462,0.714285714,0.684210526
E01020169,0.785714286,0.6,0.576923077,0.75
E01020170,1,0.6,0.666666667,0.5
E01020171,0.833333333,0.647058824,0.785714286,#
E01020172,0.888888889,0.647058824,1,0.888888889
E01020173,0.777777778,#,1,0.769230769
E01020174,0.5,0.642857143,0.866666667,0.833333333
E01020175,0.769230769,0.833333333,0.8125,0.8
E01020176,0.888888889,0.888888889,0.727272727,0.818181818
E01020177,0.666666667,0.375,0.608695652,0.583333333
E01020178,0.571428571,0.636363636,0.833333333,0.857142857
E01020179,0.608695652,0.8,0.785714286,0.736842105
E01020180,0.619047619,0.52,0.583333333,0.7
E01020181,0.608695652,0.529411765,0.631578947,0.6
E01020182,0.642857143,0.47826087,0.75,#
E01020183,0.529411765,0.916666667,#,0.75
E01020184,0.666666667,0.6,0.909090909,0.7
E01020185,#,#DIV/0!,#DIV/0!,#
E01020186,#DIV/0!,#DIV/0!,#DIV/0!,#
E01020187,0.8,0.666666667,#,0.857142857
E01020188,0.523809524,0.5,0.7,0.733333333
E01020189,0.526315789,0.6,0.653846154,0.764705882
E01020190,0.833333333,0.764705882,0.894736842,0.764705882
E01020191,0.727272727,#,#,0.875
E01020192,0.636363636,0.636363636,#,0.777777778
E01020193,0.578947368,0.55,0.769230769,0.75
E01020194,0.777777778,0.636363636,0.714285714,0.857142857
E01020195,0.533333333,0.56,0.428571429,0.777777778
E01020196,0.714285714,0.647058824,0.533333333,0.388888889
E01020197,0.727272727,0.875,1,0.75
E01020198,0.533333333,#,0.368421053,0.461538462
E01020199,0.384615385,#,0.416666667,0.625
E01020200,#,1,0.833333333,#
E01020201,0.8,#,#,0.666666667
E01020202,0.714285714,0.733333333,0.666666667,0.375
E01020203,0.894736842,0.5,0.777777778,0.631578947
E01020204,0.714285714,0.333333333,0.5,0.636363636
E01020205,0.933333333,0.9,0.846153846,0.75
E01020206,0.578947368,0.611111111,0.8125,0.733333333
E01020207,0.571428571,0.5625,0.545454545,0.35
E01020208,0.357142857,#,0.578947368,0.772727273
E01020209,0.647058824,0.384615385,0.5,0.5
E01020210,#,0.454545455,0.7,0.625
E01020211,0.5,0.5,#,#
E01020212,0.32,0.294117647,#,#
E01020213,#,0.428571429,0.416666667,0.8
E01020214,0.533333333,0.619047619,0.846153846,0.5
E01020215,0.666666667,0.875,0.666666667,0.916666667
E01020216,0.444444444,0.607142857,0.44,0.37037037
E01020217,0.5,0.583333333,#,0.533333333
E01020218,0.454545455,0.5,#,0.6
E01020219,0.375,0.56,0.428571429,0.75
E01020220,0.428571429,#,0.666666667,0.6875
E01020221,0.6,0.818181818,0.47826087,0.681818182
E01020222,0.571428571,0.625,0.666666667,1
E01020223,0.533333333,0.692307692,0.5,0.5
E01020224,0.416666667,0.642857143,#,0.588235294
E01020225,0.4,0.705882353,0.461538462,0.642857143
E01020226,0.538461538,#,0.857142857,0.538461538
E01020227,0.695652174,0.636363636,0.727272727,#
E01020228,#,#,#DIV/0!,0.571428571
E01020229,0.625,0.461538462,0.421052632,0.588235294
E01020230,0.636363636,0.538461538,0.538461538,0.666666667
E01020231,0.533333333,0.684210526,0.5,0.545454545
E01020232,0.607142857,0.526315789,0.333333333,0.666666667
E01020233,0.636363636,#,0.454545455,0.533333333
E01020234,0.291666667,#,#,0.3
E01020235,0.428571429,0.733333333,#,0.692307692
E01020236,0.615384615,0.5625,0.615384615,0.647058824
E01020237,0.6,0.833333333,0.6,0.666666667
E01020238,0.8,#,0.857142857,0.7
E01020239,0.705882353,0.727272727,#,0.875
E01020240,0.5,#,0.583333333,0.916666667
E01020241,0.6,0.611111111,0.615384615,0.7
E01020242,0.875,0.833333333,0.529411765,0.84
E01020243,0.857142857,#,#,0.666666667
E01020244,0.529411765,0.470588235,0.6,0.411764706
E01020245,0.75,0.75,0.545454545,#
E01020246,#,0.666666667,0.692307692,0.714285714
E01020247,0.5,0.352941176,0.357142857,0.454545455
E01020248,#,0.923076923,#,0.5
E01020249,0.666666667,1,0.636363636,0.7
E01020250,0.529411765,#,0.375,0.466666667
E01020251,0.555555556,0.733333333,0.428571429,0.692307692
E01020252,#,#,0.5,0.461538462
E01020253,0.516129032,0.583333333,0.64,0.409090909
E01020254,0.52173913,#,#,0.384615385
E01020255,0.533333333,0.5,0.277777778,#
E01020256,0.5,0.705882353,0.466666667,0.705882353
E01020257,0.578947368,0.684210526,0.6875,0.631578947
E01020258,0.64,0.681818182,0.555555556,0.785714286
E01020259,0.7,#,#,0.833333333
E01020260,0.9,#,0.545454545,#
E01020261,#,0.777777778,#,#
E01020262,0.857142857,0.636363636,#,0.666666667
E01020263,0.571428571,0.818181818,0.571428571,0.727272727
E01020264,#,0.555555556,0.357142857,0.625
E01020265,0.785714286,0.785714286,0.705882353,0.8125
E01020266,0.636363636,0.705882353,0.647058824,0.652173913
E01020267,0.75,0.666666667,0.454545455,1
E01020268,0.555555556,0.6,#,0.777777778
E01020269,0.714285714,#,#,#
E01020270,0.769230769,0.4375,0.45,0.6
E01020271,0.407407407,0.62962963,0.434782609,0.6
E01020272,0.40625,0.366666667,0.413793103,0.551724138
E01020273,0.8,0.736842105,0.777777778,0.769230769
E01020274,0.8,0.636363636,0.833333333,0.8
E01020275,0.615384615,#,0.583333333,0.5
E01020276,0.636363636,0.5,0.526315789,0.6
E01020277,0.333333333,0.363636364,0.259259259,0.482758621
E01020278,0.444444444,0.434782609,0.7,0.642857143
E01020279,0.432432432,0.366666667,0.576923077,0.333333333
E01020280,0.526315789,0.473684211,0.411764706,0.391304348
E01020281,0.476190476,0.607142857,0.695652174,0.75
E01020282,0,0.8,0.681818182,0.7
E01020283,0.4,#,0.705882353,0.5
E01020284,0.5,0.523809524,0.482758621,0.565217391
E01020285,0.297297297,0.285714286,0.434782609,0.272727273
E01020286,0.666666667,0.529411765,#,#
E01020287,#,0.578947368,0.454545455,0.421052632
E01020288,0.5,0.454545455,0.571428571,0.352941176
E01020289,0.666666667,0.714285714,0.461538462,0.615384615
E01020290,#,0.466666667,0.818181818,0.533333333
E01020291,0.7,0.625,0.578947368,0.833333333
E01020292,0.666666667,#,#,#
E01020293,0.833333333,0.592592593,0.5625,0.647058824
E01020294,0.586206897,0.363636364,0.476190476,0.56
E01020295,0.388888889,0.529411765,0.5,0.818181818
E01020296,0.538461538,0.611111111,0.6,0.684210526
E01020297,0.75,0.538461538,0.642857143,0.454545455
E01020298,0.416666667,0.642857143,0.538461538,0.75
E01020299,0.583333333,0.555555556,0.642857143,0.909090909
E01020300,0.7,0.538461538,0.727272727,0.5
E01020301,0.44,0.444444444,0.608695652,0.588235294
E01020302,0.636363636,0.555555556,0.5,0.571428571
E01020303,0.55,0.7,0.846153846,0.384615385
E01020304,0.708333333,0.65,0.538461538,0.84
E01020305,0.6,#,0.888888889,0.642857143
E01020306,#,0.625,0.533333333,0.529411765
E01020307,0.409090909,0.421052632,0.36,0.576923077
E01020308,0.466666667,0.888888889,0.5,0.714285714
E01020309,0.555555556,0.666666667,0.545454545,0.75
E01020310,0.545454545,0.666666667,0.461538462,0.454545455
E01020311,0.52173913,0.4375,0.769230769,0.8
E01020312,0.846153846,0.6,0.6,0.75
E01020313,0.333333333,0.384615385,#,0.357142857
E01020314,0.714285714,0.666666667,0.736842105,0.523809524
E01020315,0.625,0.642857143,#,0.714285714
E01020316,#DIV/0!,0.777777778,#,#
E01020317,0.666666667,#,#,0.714285714
E01020318,0.846153846,0.8,0.8,0.714285714
E01020319,0.916666667,#,0.666666667,0.666666667
E01020320,0.857142857,0.555555556,0.727272727,1
E01020321,0.666666667,0.9,0.5,0.8
E01020322,0.666666667,0.666666667,0.666666667,0.608695652
E01020323,0.4,0.263157895,0.8,0.583333333
E01020324,0.615384615,0.470588235,0.692307692,#
E01020325,1,0.416666667,0.769230769,0.916666667
E01020326,0.533333333,0.6,0.76,0.5
E01020327,0.705882353,0.75,0.818181818,0.75
E01020328,0.5,0.708333333,0.516129032,0.727272727
E01020329,0.615384615,0.8,0.571428571,0.636363636
E01020330,0.739130435,0.45,0.578947368,0.476190476
E01020331,0.5,0.476190476,0.5,0.615384615
E01020332,0.5,0.666666667,#,0.777777778
E01020333,0.5,0.416666667,0.533333333,0.823529412
E01020334,0.6,0.65,0.428571429,0.769230769
E01020335,0.375,0.7,#,0.875
E01020336,1,0.888888889,0.846153846,1
E01020337,#,#,#,#
E01020338,0.433333333,0.368421053,0.5,0.538461538
E01020339,0.8,0.615384615,0.857142857,0.529411765
E01020340,#,0.555555556,0.625,#
E01020341,#,0.625,#,0.75
E01020342,0.466666667,#,0.5,0.666666667
E01032628,0.777777778,0.7,0.64516129,0.791666667
E01032657,,,,
E01032658,,,,
E01033232,#,0.470588235,0.4375,#
E01033233,0.714285714,#,0.727272727,0.777777778
E01033234,0.777777778,0.7,0.8,0.9375
E01033235,0.75,0.666666667,1,0.833333333
E01033236,0,#,#,0.857142857
E07000040,0.583206107,0.621686747,0.626817447,0.669950739
E07000041,0.607521697,0.53307393,0.564646465,0.640998959
E07000042,0.650416171,0.62967581,0.603707995,0.703751617
E07000043,0.554484089,0.471458774,0.529058116,0.595338983
E07000044,0.686320755,0.602108037,0.68175583,0.716119829
E07000045,0.579617834,0.572519084,0.52344416,0.620749782
E07000046,0.504615385,0.519672131,0.55483871,0.582491582
E07000047,0.620833333,0.574117647,0.603286385,0.674185464
E10000008,0.59686285,0.567057478,0.582066221,0.64821137
E06000026,,,,
E06000027,,,,
IMDQ1,0.474926254,0.423497268,0.384146341,0.485119048
IMDQ2,0.516985138,0.485036702,0.48021978,0.553317536
IMDQ3,0.602346278,0.573961736,0.595500662,0.664111164
IMDQ4,0.646827625,0.616853933,0.649941657,0.6996997
IMDQ5,0.687690743,0.668094218,0.696035242,0.74817898
E02003122,,,,
E02003123,,,,
E02003124,,,,
E02003125,,,,
