Area,2014,2015,2016
E01019904,0.022048197,0.018273177,0.011797092
E01019905,0.010166053,0.009546747,0.010166053
E01019906,0.017722256,0.016926591,0.01609398
E01019907,0.01702596,0.009972695,0.011209835
E01019908,0.014054953,0.011581712,0.010295446
E01019909,0.018040991,0.008667167,0.010730147
E01019910,0.021561709,0.016982836,0.01749736
E01019911,0.015883604,0.02285972,0.021305793
E01019912,0.018936719,0.015280499,0.010598765
E01019913,#,0,0
E01019914,0.018518031,0.016083241,0.013147654
E01019915,0.019631848,0.010983553,0.013625783
E01019916,0.014469519,0.010433737,0.012144165
E01019917,0.018220476,0.009996077,0.013960866
E01019918,0.018739334,0.014578944,0.009664793
E01019919,0.016775331,0.012934266,0.010225973
E01019920,0.020925058,0.020050176,0.019596836
E01019921,0.018230113,0.018230113,0.015685676
E01019922,0.028076454,0.01946223,0.019892377
E01019923,0.026849205,0.023000289,0.023689312
E01019924,0.015058648,0.014155585,0.010430908
E01019925,#,0.009160983,0.013213827
E01019927,0.025188536,0.011922065,0.023049252
E01019928,0.01933082,0.022888897,0.014923307
E01019929,0.012820313,0.015581024,0.013559062
E01019930,0.010565601,0.011875777,#
E01019931,0.013076665,#,#
E01019932,0.02959655,0.016301309,0.01876419
E01019933,0.015602793,#,0.01305997
E01019934,0.020520034,0.019982854,0.024362482
E01019935,0.014393999,#,#
E01019936,0.022967183,#,#
E01019937,0.015477564,0.013974033,0.008084227
E01019938,0.011872631,0.010185948,0.012387896
E01019939,0.011433583,0.013321935,#
E01019940,#,#,0.009658891
E01019942,0.015250435,0.009058247,0.012509354
E01019943,0.017903891,0.013073281,0.011749526
E01019944,#,0.012076665,0.015265782
E01019945,0.008343313,0.010715101,0.009982586
E01019946,0.031358504,0.016918177,0.020918487
E01019947,0.022492046,0.01468341,0.013678193
E01019948,0.013976927,#,#
E01019949,#,#,#
E01019950,0.031488193,0.021267531,0.029534745
E01019951,0.00994742,0.008848878,0.008848878
E01019952,0.019096755,0.016628277,0.010245024
E01019953,0.023475051,0.021508182,0.015612975
E01019954,0.023067902,0.015236873,0.012016597
E01019955,0.027199864,0.016864353,0.019995109
E01019956,#,0.014041736,#
E01019957,0.018726065,0.020609521,#
E01019958,0.015775674,0.014998659,#
E01019959,0.021748798,0.020922017,0.018223206
E01019960,0.015954803,0.012865805,0.008919
E01019961,0.011737871,0.007819913,0.006539261
E01019962,0.013206143,0.011533989,0.010795203
E01019963,0.01166736,0.01001154,0.008086005
E01019964,#,#,0.003070751
E01019965,0.012710408,0.009815306,0.008420456
E01019966,0.017517026,0,0
E01019967,0.017644111,0.015443792,0.017644111
E01019968,0.015690325,0.009185905,0.010326034
E01019969,0.021944396,0.010565601,0.018031582
E01019970,0.008919564,#,#
E01019971,0.023440623,0.020588303,0.013690447
E01019972,0.017966461,0.014701879,0.010494001
E01019973,0.012334229,#,#
E01019974,0.021034252,0.018869684,0.012528702
E01019975,0.025351494,0.020759251,0.017019289
E01019976,0.01467897,0.01467897,0.015439728
E01019977,0.018362431,0.015935131,0.019670733
E01019980,0.016847502,0.012539882,0.01713211
E01019981,0.023565464,0.022133224,0.019231396
E01019982,0.022964057,0.016703289,0.016368948
E01019983,0.014123837,0.010231793,0.008264121
E01019984,0.012597911,#,#
E01019985,0.022411832,0.021044593,0.019250441
E01019986,0.019330761,0.011105483,0.014123837
E01019987,0.009360144,0.007393401,0.005404134
E01019988,0.017378526,0.014262762,0.014262762
E01019989,0.01652851,0.01652851,0.017383131
E01019990,0.019365592,0.01850744,0.018211221
E01019991,0.020365713,0.013610683,0.019421943
E01019992,0.022141547,0.016399795,0.015522257
E01019993,0.014458467,0.01265057,0.013581199
E01019994,0.008133896,0.007218845,0.009356315
E01019995,0.019427235,0.013403858,0.011738972
E01019996,0.014418416,0.012615467,#
E01019997,0.00438182,#,#
E01019998,0.014733764,0.014733764,0.012439875
E01019999,0.008386713,0.009776019,#
E01020000,0.017085739,0.012603017,0.01531781
E01020001,#,#,#
E01020002,0.017445289,0.016329846,0.014707231
E01020003,0.018383998,0.019578677,0.010535038
E01020004,0.014440309,0.009499591,0.008450259
E01020005,0.022983757,0.020928479,0.021262515
E01020006,0.015042469,0.012490277,0.011296429
E01020007,#,#,#
E01020008,0.007159154,0.004236152,0.003419002
E01020009,0.008620632,0.007941193,0.006412227
E01020010,0.023868264,0.017240177,0.017679651
E01020011,0.023363765,#,0.017403573
E01020012,0.022667936,0.020996616,0.015939948
E01020013,0.023056928,0.013244399,0.01794976
E01020014,0.023593923,0.023373205,0.020742458
E01020015,0.019913066,0.017816074,0.016550424
E01020016,0.019358203,0.015574855,0.018903422
E01020017,0.009360098,0.008591508,0.007748038
E01020018,0.013542506,0.013542506,0.014880706
E01020019,0.003391722,0.002737183,0.004459662
E01020020,0.006911502,0.007664207,0.007421161
E01020021,0.004462903,#,0.006447093
E01020022,0.009020268,0.006485322,0.005756197
E01020023,0.012539882,0.010880104,0.009954412
E01020024,0.010757724,0.010757724,0.009768338
E01020025,0.015235066,0.010540995,0.008514183
E01020026,0.012455503,0.012455503,0.013721898
E01020027,0.012193759,0.007129846,0.00801598
E01020029,0.010912013,0.011542179,0.00954355
E01020030,0.015236873,0.01449838,0.015236873
E01020031,0.015878333,0.012339726,0.010146235
E01020032,0.0213711,0.010945068,0.010083896
E01020033,0.020766769,0.020304431,0.020993258
E01020035,0.010618914,0.00683268,0.007338136
E01020036,0.022712298,0.017322659,0.013817235
E01020037,0.023318721,0.024260776,0.02232783
E01020038,0.01127067,0.015657898,0.01628167
E01020039,0.021972305,0.016989922,0.011875367
E01020040,0.01862583,0.015039602,0.015818698
E01020041,0.013830074,0.013598362,0.01312206
E01020042,0.008600934,#,#
E01020043,0.015276902,0.012134831,0.012825395
E01020044,#,0,#
E01020045,0.017093501,0.013796748,0.011412127
E01020046,0.009554487,#,0.013815457
E01020047,0.013798887,0.013798887,0.013798887
E01020048,0.021229836,0.015858369,0.014323964
E01020049,0,#,#
E01020050,0.013313348,0.008755081,#
E01020051,0.014296653,0.012271587,#
E01020052,0.019296373,0.016583009,0.019016146
E01020053,0.01561487,0.013298831,0.014731411
E01020054,0.010600294,0.012425508,0.00919367
E01020055,0.014290364,0.016600039,0.013867844
E01020056,0.007851814,0.007128361,0.009747213
E01020057,0.015589932,0.011968686,0.014156853
E01020058,0.014217351,0.011826433,0.008873007
E01020059,0.012444886,0.008852792,0.012096009
E01020060,0.016437806,0.014612494,0.013265238
E01020061,0.014395966,0.012631235,0.01164881
E01020062,0.012111362,#,0.009014243
E01020063,0.012145654,0.012737465,0.010867357
E01020064,0.012991972,0.009916382,0.011927972
E01020065,0.014910463,0.006638942,0.009884886
E01020066,0.007724421,0.007086456,0.008315878
E01020067,0.018816756,0.016191336,0.014052016
E01020068,0.014787064,0.011922065,0.012938588
E01020069,0.01690455,0.011342272,0.01690455
E01020070,0.017210911,#,0.009097623
E01020071,0.015696315,0.012685863,0.010028934
E01020072,0.014062139,0.00932046,0.01011696
E01020073,0.015196979,0.012252659,0.016484817
E01020074,0.006821116,0.006066602,0.006066602
E01020075,0.0106497,0.010067732,0.007363291
E01020076,0.012685004,0.012685004,0.010430908
E01020077,0.008734947,0.007769694,0.008734947
E01020078,0.025594873,0.014336791,0.015553323
E01020079,0.02024257,0.020786446,0.02024257
E01020080,0.022597341,0.023651301,0.017802138
E01020081,0.017123246,0.013811593,0.01786088
E01020082,0.019550958,0.0204667,0.022998654
E01020083,0.010831232,0.011449145,0.011144349
E01020084,0.011952849,0.013459685,0.012726276
E01020085,#,0.010753639,0.006613168
E01020086,0.011041499,#,0.010026196
E01020087,0.01419296,0.011160004,0.01419296
E01020088,0.009119017,0.009710841,0.006316268
E01020089,0.008069726,0.005899372,0.005246507
E01020090,0.009090345,#,#
E01020091,#,0.010402843,#
E01020092,#,0.013058045,#
E01020093,0.01697613,0.01614113,0.01697613
E01020094,0.022217532,0.018207366,0.01718176
E01020095,0.016568874,0.015071775,0.015838553
E01020096,0.017064135,0.011193621,0.013044633
E01020097,0.009222316,0.00718228,#
E01020098,0.012533599,0.013077048,0.011375354
E01020099,#,0.011423484,#
E01020100,#,#,#
E01020101,0.023816389,0.018254399,0.013719469
E01020102,0.011453988,0.008500153,0.010075463
E01020103,0.020445371,0.018610449,0.018392825
E01020104,0.01955043,0.012626784,0.018188687
E01020105,0.014612509,0.013374749,0.010514735
E01020106,0.01901404,0.023502206,#
E01020107,0.021643159,0.014552187,0.012491313
E01020108,0.007446711,#,#
E01020109,#,0.009236159,#
E01020110,0.008319806,0.005880073,0.004219758
E01020111,0.020395831,0.018113806,0.021096076
E01020112,0.025135765,0.018654989,0.021347757
E01020113,0.015863907,0.021186527,0.016376118
E01020114,0.014418416,0.012615467,0.010555613
E01020115,0.012571863,#,0.015554956
E01020116,0.016939812,0.011414554,0.014431986
E01020117,0.013284167,0.012064385,#
E01020118,0.017100594,0.017966857,0.014709714
E01020119,#,0.012432989,#
E01020120,0.010774671,0.009565441,0.010185948
E01020121,0.015854486,0.011490764,0.016847501
E01020122,#,#,#
E01020123,0.025544945,0.015000131,0.023377037
E01020124,0.019995512,0.018163133,#
E01020125,#,#,0.012618846
E01020126,0.011949014,0.011949014,0.011949014
E01020127,0.011780593,0.01278407,0.007391952
E01020128,0.017008693,0.013727991,0.008450259
E01020129,0.02008231,0.018012935,0.021349488
E01020130,0.011895866,0.015970935,0.011357988
E01020131,0.01618044,0.010092997,0.00906794
E01020132,0.012773159,0.011342272,0.010563598
E01020133,#,#,#
E01020134,0.016166957,0.016864353,0.016864353
E01020135,0.019787167,0.018285243,0.016199672
E01020136,0.014123421,0.010489792,0.012428934
E01020137,0.017336929,0.015757778,0.018782168
E01020138,0.014619968,0.013294135,0.013637801
E01020139,0.022489608,0.018434077,0.017859447
E01020140,0.021944102,0.022882768,0.020964087
E01020141,0.020149541,0.016309518,0.015358717
E01020142,0.00515834,0.007934405,0.006936937
E01020143,0.008500153,0.007291054,0.007915217
E01020144,#,#,#
E01020145,0.006860823,0.007448371,0.007448371
E01020146,#,#,0
E01020147,#,0,0
E01020148,0.011865038,#,#
E01020149,0.012059457,0.012059457,0.012059457
E01020150,0.018435626,0.01554287,0.011187467
E01020151,#,0.014580462,#
E01020152,0.024523271,0.018292986,#
E01020153,0.020029089,#,#
E01020154,0.012791687,0.007129606,0.008852029
E01020155,0.030716741,0.026126137,0.021967271
E01020156,0.008961282,#,0.00813618
E01020157,0.008836999,0.010751088,0.008297998
E01020158,0.01071295,0.01071295,0.008961655
E01020159,#,#,#
E01020160,0.013841669,0.009876687,0.00863701
E01020161,0.015944835,0.010310401,0.014566887
E01020162,0.011491079,0.013381676,0.01199005
E01020163,0.007446711,0.011697395,0.012132562
E01020164,0.012180131,#,0.007493793
E01020165,0.007523737,0.008995908,0.009660023
E01020166,#,#,#
E01020167,0.007751857,#,0.009598306
E01020168,0.018423256,0.011890951,0.010557808
E01020169,0.014428839,0.010571466,0.010216053
E01020170,0.008454472,0.006827109,#
E01020171,#,#,0.012875546
E01020172,0.016735385,0.010675414,0.011586633
E01020173,0.014707478,#,#
E01020174,#,0.012491313,#
E01020175,#,#,#
E01020176,#,#,#
E01020177,0.021470337,0.021470337,0.026619096
E01020178,#,#,#
E01020179,0.014378586,0.009364233,#
E01020180,0.015768036,0.012068488,0.011635579
E01020181,0.020332769,0.012482432,0.015709639
E01020182,0.012104751,0.015867182,0.015301142
E01020183,0.02339015,0.011270959,#
E01020184,#,0.01021495,0.015522366
E01020185,#,#,#
E01020186,#,#,#
E01020187,0.008206497,0.008206497,0.008206497
E01020188,0.009748183,0.007252358,0.008980509
E01020189,0.01036857,0.010967724,0.01208507
E01020190,0.013494093,0.014033408,0.014553587
E01020191,0.011821058,#,#
E01020192,#,0.010402843,#
E01020193,#,0.009177411,#
E01020194,0.014438952,0.013788083,0.009068641
E01020195,0.0122445,0.007363291,0.014107949
E01020196,0.023014383,0.017914147,0.019774466
E01020197,0.01347493,0.015142639,0.015142639
E01020198,0.018574121,0.011616238,0.01799526
E01020199,0.022319261,0.018438767,0.016613369
E01020200,#,#,#
E01020201,0.018452382,0.015450625,0.022275053
E01020202,#,0.012757817,0.012757817
E01020203,0,0,#
E01020204,0.012186937,0.014740089,0.0099887
E01020205,#,#,0
E01020206,0.015428398,0.015428398,0.016094636
E01020207,0.018024847,0.016043172,0.01656101
E01020208,0.018943517,0.018387863,0.019482904
E01020209,0.018313533,0.01519555,0.012020883
E01020210,0.014731525,#,#
E01020211,0.020094361,0.018860621,0.01682152
E01020212,0.031111594,0.024372369,0.022298823
E01020213,0.021096737,0.023981019,0.023527807
E01020214,0.021531789,0.021531789,0.023871892
E01020215,#,#,#
E01020216,0.019413424,0.018945778,0.01719216
E01020217,0.015642625,0.013580715,0.019495819
E01020218,0.021100754,0.019158401,0.016976746
E01020219,0.012407633,0.015185506,0.015411837
E01020220,0.013131158,0.008700503,0.011422524
E01020221,0.014033408,0.010422646,0.007221337
E01020222,#,#,#
E01020223,0.017210003,#,0.01542952
E01020224,0.014656127,0.00934126,0.017201781
E01020225,0.022276843,0.016437806,0.018083023
E01020226,0.017886626,0.024186851,#
E01020227,0.014961802,0.016993685,0.016343282
E01020228,0.018457433,#,0.013525018
E01020229,0.012330209,0.011772982,0.013379642
E01020230,0.015277063,0.011070702,0.01289978
E01020231,0.015690325,0.015690325,0.014105824
E01020232,0.010216388,0.00822811,0.00822811
E01020233,0.013948155,0.011270959,0.012667948
E01020234,0.021939162,0.018725668,0.021186527
E01020235,0.012047175,0.013769971,0.012933935
E01020236,#,#,#
E01020237,#,#,0.008264121
E01020238,0.011049657,#,#
E01020239,0.016409747,#,0
E01020240,0.024823275,0.024823275,0.022716678
E01020241,0.015250435,0.015250435,0.009832514
E01020242,0.006700776,0.012443315,0.015384614
E01020243,#,0.019865791,0.024563742
E01020244,0.022396467,0.015130944,0.019107111
E01020245,0.01614113,0.015264058,0.009943327
E01020246,0.018317139,0.020608819,0.018317139
E01020247,0.018160521,0.01433801,0.022663901
E01020248,#,0.016400145,#
E01020249,#,0.013573351,#
E01020250,0.014224194,0.010841313,0.014224194
E01020251,0.01204124,0.009382261,#
E01020252,0.019039582,0.013657138,0.009469278
E01020253,0.011226083,0.007377594,0.009472694
E01020254,0.018038648,0.012862624,0.011421834
E01020255,0.010214033,0.011480909,0.017435382
E01020256,0.020156395,0.014418416,0.012615467
E01020257,#,0.010906888,#
E01020258,0.014078799,#,0.012503558
E01020259,#,#,#
E01020260,#,0.018912924,0.017433688
E01020261,#,0.016669986,0.016669986
E01020262,#,0.015706183,0.017289672
E01020263,#,0,0
E01020264,0.019444525,0.025129686,0.016284251
E01020265,#,0.008622899,#
E01020266,0.011059792,#,0.010300331
E01020267,0.015917547,0.02009509,0.02154487
E01020268,#,#,0.010339135
E01020269,0.028879128,0.016272939,0.017465795
E01020270,0.008164211,#,0.009178212
E01020271,0.015316246,0.013157575,0.011942503
E01020272,0.017810457,0.015722795,0.015722795
E01020273,0.011243017,0.010002237,0.012380475
E01020274,0.011049657,0.011049657,0.011049657
E01020275,0.013583344,0.016803825,#
E01020276,0.01609398,0.01609398,0.014296653
E01020277,0.019153368,0.012686213,0.016069855
E01020278,0.011542179,0.010912013,0.011542179
E01020279,0.013472239,0.012568588,0.011588592
E01020280,0.015368926,0.011588815,0.012894714
E01020281,0.007316544,0.01149385,0.010110591
E01020282,0.012189797,0.012892724,0.007934005
E01020283,0.019999228,0.016471618,0.010733532
E01020284,0.012346462,0.012346462,0.014601469
E01020285,0.014513832,0.013038301,0.010104895
E01020286,#,0.007379153,0.009137343
E01020287,0.013581199,0.011656463,0.013581199
E01020288,0.011616238,0.008644976,0.011616238
E01020289,0.015085099,#,#
E01020290,0.01346886,0.015163783,#
E01020291,0.01204124,#,#
E01020292,#,#,0.012757062
E01020293,0.013309495,0.010739867,0.01025359
E01020294,0.019133418,0.017363362,0.017889495
E01020295,0.013559062,0.01204124,0.011215064
E01020296,0.010919781,0.013050005,0.013050005
E01020297,0.024670528,0.013415075,0.01817959
E01020298,0.014227776,0.012788813,0.013525774
E01020299,0.010214033,0.012642222,0.011480909
E01020300,0.015725196,0.010245024,0.010245024
E01020301,0.008523657,0.007128361,0.008523657
E01020302,0.012132968,0.009777675,0.012132968
E01020303,0.018377998,0.011079042,0.013240026
E01020304,0.01492634,0.013182381,0.010629153
E01020305,0.019818138,0.017825374,0.01305997
E01020306,0.009038372,#,0.009038372
E01020307,0.018271521,0.014820575,0.01228478
E01020308,0.011342272,0.010563598,#
E01020309,0.008734427,0.008734427,0.008734427
E01020310,0.025166363,0.017092549,0.021154099
E01020311,0.014999349,0.012728985,0.013908068
E01020312,0.025580885,0.015271213,0.022965544
E01020313,0.010594354,0.011498718,#
E01020314,#,#,#
E01020315,#,0.011689014,#
E01020316,0.011923673,0.009290463,0.009290463
E01020317,#,0.014682009,#
E01020318,0.015287999,#,#
E01020319,0.011249217,0.00908702,0.01310746
E01020320,0.013844804,#,#
E01020321,0.014288547,0.010763402,0.011164398
E01020322,0.017048989,0.013797873,0.014678684
E01020323,0.01690455,0.01690455,0.014071297
E01020324,0.012120583,#,0.014997636
E01020325,0.017681518,0.015196979,#
E01020326,0.014295953,0.013485327,0.014295953
E01020327,0.015088354,0.008961282,0.014063284
E01020328,0.014094183,0.011893982,0.012438962
E01020329,0.020338454,0.021707203,0.018869684
E01020330,0.016925065,0.015157673,0.015157673
E01020331,0.015774641,0.009499591,0.01135512
E01020332,0.019377557,0.011952849,0.012726276
E01020333,0.015058648,0.01319259,0.011608043
E01020334,0.019647504,0.010747615,0.014348648
E01020335,0.019692393,0.010644359,0.016932473
E01020336,#,#,0
E01020337,0.013418986,0.010072132,0.010072132
E01020338,0.010206614,0.00794618,0.00986328
E01020339,0.015666972,0.010841313,0.013449739
E01020340,0.01071295,#,#
E01020341,#,0.013596382,#
E01020342,0.013436719,0.011342272,0.013436719
E01032628,0.008873007,0.008173806,0.008873007
E01032657,,,
E01032658,,,
E01033232,0.013621143,0.010992352,0.011929786
E01033233,0.001481347,0.00095765,0.001191331
E01033234,0.014298154,0.013820152,0.010536488
E01033235,0.017199741,0.02053596,#
E01033236,#,#,#
E07000040,0.002128034,0.001763524,0.001721419
E07000041,0.001824369,0.001552487,0.001497224
E07000042,0.002479753,0.002114276,0.002145382
E07000043,0.002267794,0.002010363,0.001962838
E07000044,0.002074486,0.001823042,0.001820674
E07000045,0.001974322,0.00181504,0.001846607
E07000046,0.002763204,0.002395754,0.002379539
E07000047,0.003042983,0.002508426,0.002565322
E10000008,0.000805206,0.000696408,0.000689648
E06000026,,,
E06000027,,,
IMDQ1,0.004824732,0.0041913,0.004123545
IMDQ2,0.001891397,0.001586062,0.00158732
IMDQ3,0.001369225,0.001178557,0.001179671
IMDQ4,0.00145104,0.001309908,0.001283744
IMDQ5,0.001472693,0.001325612,0.001247635
E02003122,,,
E02003123,,,
E02003124,,,
E02003125,,,
E02003126,,,
E02003127,,,
E02003128,,,
E02003129,,,
E02003130,,,
E02003131,,,
E02003132,,,
E02003133,,,
E02003134,,,
E02003135,,,
E02003136,,,
E02003137,,,
E02003138,,,
E02003139,,,
E02003140,,,
E02003141,,,
E02003142,,,
E02003143,,,
E02003144,,,
E02003145,,,
E02003146,,,
E02003147,,,
E02003148,,,
E02003149,,,
E02003150,,,
E02003151,,,
E02003152,,,
E02003153,,,
E02003154,,,
E02003155,,,
E02003156,,,
E02003157,,,
E02003158,,,
E02003159,,,
E02003161,,,
E02003163,,,
E02003164,,,
E02003165,,,
E02003166,,,
E02003167,,,
E02003168,,,
E02003169,,,
E02003170,,,
E02003171,,,
E02004129,0.009177308,0.006300986,0.007802123
E02004130,0.012720315,0.008441937,0.0111264
E02004131,0.00803055,0.008916448,0.00679032
E02004132,0.006598394,0.006026901,0.005782199
E02004133,0.009335632,0.007030017,0.006789483
E02004134,0.008968424,0.008312667,0.008894167
E02004135,0.007273033,0.005550048,0.005337253
E02004136,0.006444461,0.005623994,0.005979592
E02004137,0.008628178,0.004605338,0.005190842
E02004138,0.011147554,0.007430579,0.008807631
E02004139,0.012724703,0.009248403,0.008049539
E02004140,0.009198521,0.010124196,0.006010288
E02004141,0.007137398,0.00723715,0.005810607
E02004142,0.00434695,0.003881071,0.004073391
E02004143,0.008840422,0.007488526,0.006708666
E02004144,0.009499319,0.007679704,0.007526261
E02004145,0.009012065,0.008545524,0.006142454
E02004146,0.010245639,0.008870422,0.008383444
E02004147,0.008839569,0.006402676,0.006402676
E02004148,0.010769834,0.008533398,0.007380513
E02004149,0.001797662,0.00158624,0.001470046
E02004150,0.00684618,0.005598734,0.00645908
E02004151,0.009587275,0.008579551,0.007832387
E02004152,0.002996269,0.0025781,0.00278084
E02004153,0.008966771,0.007164207,0.007279801
E02004154,0.0054701,0.004524209,0.004061
E02004155,0.01032686,0.008566076,0.007522157
E02004156,0.006347536,0.005420895,0.005755723
E02004157,0.007247952,0.006218172,0.005098318
E02004158,0.008865777,0.00723466,0.006435799
E02004159,0.005567459,0.004950038,0.004988531
E02004160,0.009025088,0.008089543,0.007732378
E02004161,0.01041925,0.008741212,0.008504854
E02004162,0.008696226,0.00669516,0.00574993
E02004163,0.01076329,0.009765495,0.009105601
E02004164,0.005529751,0.004457043,0.005650386
E02004165,0.00652483,0.006280156,0.00609008
E02004166,0.006424337,0.006424337,0.005473928
E02004167,0.009144018,0.007185294,0.007454637
E02004168,0.011506993,0.008829279,0.008891957
E02004169,0.007325873,0.005594979,0.006385729
E02004170,0.007274831,0.006982778,0.00635556
E02004171,0.006737261,0.005436594,0.005789362
E02004172,0.008036967,0.0071982,0.007712724
E02004173,0.007767462,0.005953656,0.006821204
E02004174,0.007575642,0.00697463,0.006597264
E02004175,0.010821661,0.00898231,0.010130481
E02004176,0.0088092,0.007902494,0.006311749
E02004177,0.008741334,0.008946964,0.007624519
E02004178,0.005089048,0.004095005,0.00338168
E02004179,0.005002369,0.004363042,0.003683868
E02004180,0.006565575,0.006672187,0.005122929
E02004181,0.008282533,0.007493249,0.007400227
E02004182,0.010758545,0.009307259,0.00899472
E02004183,0.010254549,0.007295746,0.008648236
E02004184,0.007475762,0.006699467,0.006730007
E02004185,0.009437661,0.008406049,0.006207452
E02004186,0.005595031,0.005144249,0.005895996
E02004187,0.007425808,0.006089966,0.006089966
E02004188,0.008584,0.007928201,0.00812115
E02004189,0.004524323,0.004395794,0.003987727
E02004190,0.006771179,0.006439962,0.006574494
E02004191,0.007930436,0.006329015,0.006850989
E02004192,0.005750604,0.004589307,0.004443092
E02004193,0.004648811,0.004183621,0.004736262
E02004194,0.006261788,0.006053271,0.005261422
E02004195,0.010587103,0.008523517,0.007794525
E02004196,0.00528399,0.005522339,0.00528399
E02004197,0.004898055,0.004898055,0.005900344
E02004198,0.008907794,0.006866708,0.006771967
E02004199,0.004841734,0.006134733,#
E02004200,0.009864964,0.006966457,0.006183694
E02004201,0.005461388,0.00735819,0.008399283
E02004202,0.007776208,0.007776208,0.007556546
E02004203,0.00709174,0.004548026,0.005849271
