Area,2011,2012,2013,2014,2015,2016,2017,2018
E01015202,,,,,,,,
E01015203,,,,,,,,
E01015204,,,,,,,,
E01015205,,,,,,,,
E01015206,,,,,,,,
E01015207,,,,,,,,
E01015208,,,,,,,,
E01015209,,,,,,,,
E01015210,,,,,,,,
E01015211,,,,,,,,
E01015212,,,,,,,,
E01015213,,,,,,,,
E01015214,,,,,,,,
E01015215,,,,,,,,
E01015216,,,,,,,,
E01015217,,,,,,,,
E01015218,,,,,,,,
E01015219,,,,,,,,
E01015220,,,,,,,,
E01015221,,,,,,,,
E01015222,,,,,,,,
E01015223,,,,,,,,
E01015224,,,,,,,,
E01015225,,,,,,,,
E01015226,,,,,,,,
E01015227,,,,,,,,
E01015228,,,,,,,,
E01015229,,,,,,,,
E01015230,,,,,,,,
E01015231,,,,,,,,
E01015232,,,,,,,,
E01015233,,,,,,,,
E01015234,,,,,,,,
E01015235,,,,,,,,
E01015236,,,,,,,,
E01015237,,,,,,,,
E01015238,,,,,,,,
E01015239,,,,,,,,
E01015240,,,,,,,,
E01015241,,,,,,,,
E01015242,,,,,,,,
E01015243,,,,,,,,
E01015244,,,,,,,,
E01015245,,,,,,,,
E01015246,,,,,,,,
E01015247,,,,,,,,
E01015248,,,,,,,,
E01015249,,,,,,,,
E01015250,,,,,,,,
E01015251,,,,,,,,
E01015252,,,,,,,,
E01015253,,,,,,,,
E01015254,,,,,,,,
E01015255,,,,,,,,
E01015256,,,,,,,,
E01015257,,,,,,,,
E01015258,,,,,,,,
E01015259,,,,,,,,
E01015260,,,,,,,,
E01015261,,,,,,,,
E01015262,,,,,,,,
E01015263,,,,,,,,
E01015264,,,,,,,,
E01015265,,,,,,,,
E01015266,,,,,,,,
E01015267,,,,,,,,
E01015268,,,,,,,,
E01015269,,,,,,,,
E01015270,,,,,,,,
E01015271,,,,,,,,
E01019886,0.047385151,0.049140239,0.04482595,0.045486886,0.047025288,0.044123078,0.040410356,0.03616108
E01019887,0.065157153,0.068303968,0.062430678,0.061909743,0.060813306,0.057679792,0.055926579,0.056409928
E01019888,0.052894476,0.066507893,0.065101634,0.067526191,0.060495704,0.053730844,0.084475151,0.07642837
E01019889,0.051307628,0.057947765,0.048035912,0.051201768,0.048698632,0.052411582,0.04215193,0.045174275
E01019890,0.053888274,0.04861146,0.043459511,0.040550186,0.042106656,0.039575692,0.043286818,0.049285753
E01019891,0.057880043,0.05916503,0.053073136,0.050911814,0.050296726,0.046691128,0.04863328,0.042656473
E01019892,0.055135919,0.050630739,0.045674324,0.035613361,0.030910637,0.029488696,0.02778672,0.024571338
E01019893,0.044815174,0.048181782,0.047474104,0.046501896,0.043556651,0.037425369,0.036233303,0.03064741
E01019894,0.066555073,0.069596273,0.074366082,0.081254578,0.078878114,0.068966201,0.070703345,0.074169737
E01019895,0.049537223,0.050263892,0.056214489,0.050596467,0.056162226,0.058761996,0.057541499,0.0577228
E01019896,0.053501546,0.057267574,0.071833145,0.072341645,0.070115347,0.070474352,0.081040794,0.071314837
E01019897,0.04152039,0.043303511,0.051528774,0.046709355,0.051040864,0.046314064,0.046921222,0.046116118
E01019898,0.054746539,0.055387443,0.04869717,0.050131175,0.050547272,0.050772483,0.050094929,0.045911656
E01019899,0.069174978,0.06985218,0.057339299,0.05147304,0.05865722,0.066769136,0.066670484,0.071327953
E01019900,0.050216101,0.056261912,0.038227248,0.045050925,0.051188637,0.05207566,0.050998374,0.048556049
E01019901,0.04624033,0.057967702,0.059174777,0.053568699,0.048703842,0.049949527,0.055439479,0.052998314
E01019902,0.046916372,0.049388988,0.048726491,0.043068566,0.042485952,0.041367979,0.043620834,0.041709853
E01019903,0.049706042,0.051754517,0.053395092,0.051120139,0.042249123,0.039663576,0.042702627,0.041505108
E01019904,0.048349639,0.050646426,0.049595978,0.053274445,0.053208638,0.04688375,0.051389992,0.051553101
E01019905,0.036546393,0.038119282,0.038782111,0.044674113,0.042575726,0.038774858,0.041358406,0.041583269
E01019906,0.044809619,0.051760596,0.052676866,0.056599448,0.056103277,0.049310971,0.048449234,0.044970951
E01019907,0.05262641,0.054777865,0.052295283,0.057028795,0.05466256,0.047450596,0.049573539,0.049632715
E01019908,0.040455367,0.043055822,0.044088991,0.043180481,0.041309023,0.035861001,0.037968104,0.038860225
E01019909,0.053886521,0.05826163,0.056369287,0.055913365,0.053022486,0.043868701,0.045820271,0.040039867
E01019910,0.04828945,0.046477235,0.049287997,0.049308697,0.04756313,0.043933685,0.041313588,0.039743913
E01019911,0.064666425,0.071094782,0.063545614,0.071556804,0.07007221,0.069452129,0.06539832,0.071074259
E01019912,0.05629235,0.055099538,0.058090313,0.062178457,0.062197998,0.052093878,0.049506098,0.050390856
E01019913,0.067623802,0.070352734,0.083454427,0.087747706,0.087139947,0.065234196,0.069539195,0.063397903
E01019914,0.04772639,0.049474192,0.048061534,0.044901949,0.045545911,0.043039442,0.042944187,0.045748156
E01019915,0.046968928,0.053493612,0.051564096,0.055447575,0.053250951,0.038781422,0.045862858,0.045926801
E01019916,0.060918639,0.061733744,0.06099328,0.058751573,0.05564071,0.049285753,0.046502218,0.047703364
E01019917,0.045188196,0.042707585,0.045027681,0.04827743,0.049127729,0.044925879,0.044743302,0.04527406
E01019918,0.059936929,0.062900738,0.069594536,0.072112352,0.063544897,0.053244377,0.061109251,0.061950807
E01019919,0.053210957,0.055442709,0.056891126,0.057542697,0.057783845,0.048442219,0.045447353,0.045741966
E01019920,0.055208941,0.05584254,0.057537225,0.051990774,0.053418367,0.047147215,0.042787994,0.048033918
E01019921,0.043347807,0.047432422,0.045672501,0.047308851,0.051892999,0.045831246,0.04746715,0.048439123
E01019922,0.054938356,0.057481058,0.055778048,0.057097339,0.056636051,0.051226765,0.0520027,0.051646353
E01019923,0.061965014,0.067142975,0.065952264,0.069864808,0.065454971,0.05027762,0.049034184,0.054000137
E01019924,0.050685994,0.052141122,0.055436024,0.056555271,0.054879897,0.048809497,0.05471813,0.0495157
E01019925,0.054000137,0.054222615,0.053049912,0.058796148,0.048277762,0.046459575,0.04930434,0.04786825
E01019927,0.06674904,0.068500775,0.072371538,0.06452171,0.05526507,0.05234538,0.055241822,0.062729006
E01019928,0.051590176,0.051962802,0.051614312,0.045921205,0.039067901,0.037426442,0.044064114,0.045186951
E01019929,0.045790017,0.046084707,0.045204771,0.050366418,0.047318638,0.041919548,0.045022901,0.04566926
E01019930,0.064318039,0.060179029,0.063527998,0.048933232,0.040082276,0.035176915,0.039436736,0.041241447
E01019931,0.041911499,0.043654353,0.049009426,0.049075628,0.04503909,0.045606426,0.038544607,0.035684634
E01019932,0.061224074,0.057339299,0.055659277,0.055481517,0.053860768,0.048309772,0.048423783,0.049021028
E01019933,0.063462662,0.070314811,0.069985172,0.046495663,0.044850156,0.042300895,0.052475356,0.050178129
E01019934,0.050243382,0.050218478,0.052580507,0.042249123,0.038974073,0.038114985,0.042490966,0.045890876
E01019935,0.075784717,0.077034849,0.055424111,0.058440793,0.056911025,0.055888477,0.055975361,0.055191115
E01019936,0.070211512,0.065948481,0.053273667,0.074975487,0.073380983,0.069596273,0.063748625,0.069719088
E01019937,0.040980789,0.040334085,0.046314064,0.052729806,0.045590663,0.038342535,0.040167312,0.043183695
E01019938,0.035102665,0.038774858,0.041534209,0.040150362,0.038342535,0.029853407,0.033333298,0.037751982
E01019939,0.048516253,0.049436872,0.046894299,0.05718543,0.047070285,0.043868701,0.038462335,0.034282018
E01019940,0.045942467,0.051594533,0.047909822,0.047958103,0.036801626,0.036645601,0.036311128,0.035081607
E01019942,0.042985137,0.049041221,0.051243235,0.050424553,0.03634792,0.037119233,0.038477214,0.041286601
E01019943,0.043558652,0.044658534,0.048314863,0.050125664,0.03613931,0.034373478,0.036743077,0.039983455
E01019944,0.041505108,0.044322473,0.043359811,0.046229274,0.030305145,0.032885181,0.034153192,0.034550572
E01019945,0.047480502,0.049910655,0.050680928,0.052887159,0.047512707,0.042344739,0.043277442,0.048726491
E01019946,0.057265876,0.056984331,0.049074413,0.044828437,0.045935215,0.036078441,0.044244305,0.046965447
E01019947,0.059190117,0.055824311,0.049933089,0.053236887,0.045614819,0.043795326,0.046389361,0.054468513
E01019948,0.05447548,0.056851411,0.041960159,0.043938527,0.036362189,0.051813156,0.053753061,0.05146114
E01019949,0.051436184,0.053261066,0.036049126,0.040444258,0.054639884,0.054639884,0.049676883,0.055606491
E01019950,0.059786346,0.058507003,0.044745697,0.038835272,0.051941715,0.059596178,0.067452432,0.066281152
E01019951,0.054137307,0.04550114,0.050772701,0.050159483,0.048309772,0.038460067,0.042361247,0.042826201
E01019952,0.065659415,0.054366151,0.057778252,0.057190387,0.056121923,0.053098025,0.044978512,0.045973408
E01019953,0.058828249,0.064297395,0.050487287,0.06287479,0.05878704,0.052746568,0.045669292,0.043867249
E01019954,0.062082885,0.053669124,0.05198174,0.050293241,0.047090234,0.043933685,0.043058165,0.047564064
E01019955,0.0632681,0.05656375,0.055411377,0.055924724,0.057153271,0.05839283,0.056124186,0.057190387
E01019956,0.065486292,0.053085838,0.04468257,0.047573408,0.053113596,0.042732094,0.041933869,0.044019955
E01019957,0.084093628,0.099844426,0.089338758,0.097384451,0.096040121,0.080339945,0.074664679,0.08655831
E01019958,0.04863328,0.040842885,0.044168643,0.047245407,0.045890876,0.036585511,0.038287874,0.042245095
E01019959,0.05805804,0.06728441,0.069263136,0.057651815,0.044492786,0.051689385,0.04825446,0.050159483
E01019960,0.053205102,0.055958993,0.047756514,0.055042026,0.042188076,0.052996358,0.051661945,0.052487724
E01019961,0.049698368,0.051843741,0.045265084,0.0426501,0.036945844,0.033011409,0.040749254,0.042355121
E01019962,0.035398159,0.036782361,0.036533582,0.041307727,0.027950588,0.027323173,0.030682359,0.034120179
E01019963,0.046705226,0.046173619,0.043370362,0.045082261,0.043563013,0.039133867,0.041505108,0.039629418
E01019964,0.089841076,0.088502407,0.077470261,0.07927926,0.074054186,0.067420232,0.077500327,0.063865169
E01019965,0.045568498,0.041452378,0.042876178,0.047141383,0.045117378,0.043995217,0.048250807,0.046384455
E01019966,0.055556355,0.060536829,0.055695622,0.060710213,0.048149469,0.048616559,0.058499246,0.068347332
E01019967,0.060828237,0.061357445,0.06539832,0.06663338,0.060007797,0.062290965,0.066419096,0.070500134
E01019968,0.065297395,0.061226966,0.052258173,0.044446346,0.039131991,0.045410917,0.043787319,0.044284187
E01019969,0.067118429,0.073444338,0.062222947,0.064372586,0.061177541,0.06039872,0.059089876,0.049443454
E01019970,0.07261466,0.070216002,0.05055737,0.048717538,0.04471675,0.049632195,0.055811236,0.057592166
E01019971,0.079103824,0.08691877,0.070500134,0.070167529,0.068096136,0.07108896,0.070703345,0.073312868
E01019972,0.065664354,0.068547092,0.059534278,0.056401286,0.051590589,0.049245964,0.05027762,0.051303916
E01019973,0.070421581,0.066352615,0.045973408,0.045862858,0.045013657,0.044315529,0.046700384,0.043286818
E01019974,0.075492881,0.076261144,0.063238093,0.061341459,0.064332558,0.057247956,0.05938127,0.059763273
E01019975,0.059408126,0.059836262,0.056283603,0.053547111,0.05289308,0.050456181,0.052988639,0.052915757
E01019976,0.077473204,0.071789604,0.054268268,0.056517323,0.0520808,0.045614819,0.051620634,0.039816328
E01019977,0.060926947,0.061030215,0.047909822,0.044827844,0.04128335,0.036027704,0.039579067,0.040329026
E01019980,0.055779055,0.054537659,0.049548497,0.049120527,0.044070764,0.043310621,0.044658124,0.044585576
E01019981,0.058432036,0.058593933,0.053429664,0.051942372,0.050501543,0.047338491,0.047412943,0.052930298
E01019982,0.05819541,0.059311037,0.055198308,0.054728009,0.049797172,0.048085768,0.04815924,0.051147445
E01019983,0.067295406,0.067211759,0.056673958,0.058963893,0.058538226,0.05506925,0.062776432,0.064792598
E01019984,0.058912405,0.05497289,0.050024974,0.048394771,0.036652156,0.033716082,0.039198847,0.043286818
E01019985,0.059542962,0.059109816,0.048558725,0.048173322,0.047241382,0.046709355,0.048768433,0.053717444
E01019986,0.051811043,0.04786825,0.042044449,0.041187319,0.038563221,0.032415708,0.036104012,0.033865656
E01019987,0.064324856,0.060495704,0.062954368,0.063638007,0.070115347,0.05344569,0.052363306,0.06446028
E01019988,0.055162581,0.051535005,0.054748844,0.054021182,0.052147418,0.045049987,0.04318297,0.050772701
E01019989,0.06269984,0.058534762,0.062042101,0.060806001,0.055412193,0.043044002,0.045185887,0.044291397
E01019990,0.068197234,0.066249767,0.060761001,0.060248153,0.05398881,0.053107045,0.052401784,0.054373516
E01019991,0.055140444,0.056994763,0.056211149,0.053822903,0.053419778,0.050277137,0.049129963,0.048728645
E01019992,0.056433433,0.062214008,0.06015083,0.057014058,0.053215899,0.044790803,0.047580643,0.046318599
E01019993,0.068692959,0.071833145,0.07426437,0.067566603,0.065864282,0.071319405,0.062574971,0.058828249
E01019994,0.07905538,0.067098438,0.061769887,0.059021825,0.051895613,0.06191964,0.065231282,0.063116956
E01019995,0.095739528,0.082061561,0.08272181,0.070703345,0.073344448,0.068293892,0.061832644,0.074615491
E01019996,0.091027675,0.086718099,0.076707471,0.083860658,0.084975278,0.05767404,0.050701963,0.067351841
E01019997,0.071744316,0.065234196,0.067630034,0.060264118,0.061903072,0.074497973,0.075463198,0.087927015
E01019998,0.062515574,0.06060778,0.061429156,0.061979108,0.04904161,0.039781628,0.039770065,0.040179745
E01019999,0.069275414,0.066507893,0.048033749,0.046016531,0.028001283,0.054192856,0.053261066,0.046929406
E01020000,0.071380561,0.064183805,0.064046797,0.06015846,0.053888274,0.050273422,0.049698368,0.049997778
E01020001,0.062133795,0.064229177,0.054945538,0.049255669,0.056059705,0.04603914,0.053110904,0.050316227
E01020002,0.058727044,0.06085097,0.059993284,0.0550362,0.05245267,0.049125388,0.041126936,0.043610956
E01020003,0.050045599,0.05381882,0.052767668,0.047958103,0.050014814,0.0392242,0.043445536,0.047277269
E01020004,0.052380995,0.055615821,0.055994062,0.048277762,0.039310799,0.028913821,0.037633598,0.045261786
E01020005,0.046785651,0.048041559,0.048997657,0.048958391,0.049133777,0.045522907,0.041854934,0.039870939
E01020006,0.048654297,0.047385151,0.042695977,0.041947604,0.044155867,0.038902759,0.03418163,0.038126312
E01020007,0.08408419,0.070224681,0.078692668,0.05597525,0.067124801,0.078146775,0.069327129,0.067630034
E01020008,0.068347332,0.067142046,0.067526191,0.068842816,0.068675679,0.06533784,0.063862566,0.051560577
E01020009,0.046877552,0.0445705,0.049283161,0.042044449,0.041897777,0.038975208,0.035773854,0.043210308
E01020010,0.051224528,0.049697086,0.045765082,0.045653264,0.04435772,0.04042349,0.041317826,0.040076167
E01020011,0.062574971,0.065816648,0.062161311,0.062796188,0.061177541,0.061574434,0.052199603,0.055439479
E01020012,0.062651511,0.060272193,0.055506214,0.057434446,0.05488622,0.053640804,0.052997083,0.050860277
E01020013,0.073123149,0.068685835,0.059088194,0.063496826,0.054072904,0.057123551,0.058394227,0.057267574
E01020014,0.052961313,0.051506022,0.050593322,0.051694834,0.050145694,0.04641178,0.047798063,0.044177912
E01020015,0.048782769,0.047006182,0.043053501,0.044946103,0.043115669,0.041925948,0.040533686,0.04003318
E01020016,0.10267811,0.114958581,0.093419966,0.094416381,0.089102143,0.078705835,0.076640197,0.083573761
E01020017,0.077813479,0.072908534,0.05447548,0.056214489,0.064726912,0.055158993,0.061038261,0.075759276
E01020018,0.093165003,0.096215113,0.094425689,0.086068531,0.077682712,0.070870918,0.080199395,0.077253613
E01020019,0.115423835,0.135383995,0.11024497,#,#,#,#,#
E01020020,0.093038454,0.091646993,0.094472356,0.077058042,0.07496873,0.088984165,0.085977545,0.080339945
E01020021,0.075463198,0.083450858,0.063633515,0.056461397,0.048789029,0.052896693,0.045935215,0.060540688
E01020022,0.093659813,0.083573761,0.078578615,0.086188958,0.078961231,0.068145851,0.069674437,0.071331681
E01020023,0.045186951,0.046907701,0.044612466,0.039376273,0.03574865,0.035203334,0.032896442,0.038061311
E01020024,0.056548848,0.071111534,0.061769887,0.052764267,0.053261066,0.0610321,0.038042262,0.038114318
E01020025,0.073557009,0.064472753,0.071111534,0.058425847,0.052671239,0.04764525,#,0.040989523
E01020026,0.054734263,0.057493992,0.049968112,0.045707385,0.043493721,0.041486154,0.05548342,0.051042389
E01020027,0.050800232,0.052723942,0.050800232,0.051978078,0.054388542,0.049997778,0.049786268,0.049546718
E01020029,0.05948126,0.061038844,0.05056787,0.052495309,0.048116327,0.047030181,0.043678874,0.049786268
E01020030,0.062905865,0.059925257,0.049119854,0.043833426,0.041358406,0.034530692,0.040236556,0.041814281
E01020031,0.066862395,0.059445219,0.054609381,0.053362228,0.053126897,0.045567506,0.043809288,0.048468585
E01020032,0.072906177,0.074650403,0.054857657,0.046565573,0.045909194,0.046815498,0.048651717,0.052399341
E01020033,0.055924162,0.051679242,0.049631038,0.04520244,0.042634145,0.04027326,0.037422081,0.03743744
E01020035,0.058195526,0.047740317,0.045376591,0.044564411,0.03625491,0.032429875,0.031852471,0.033272913
E01020036,0.051708826,0.051192904,0.052682527,0.049434719,0.049620225,0.041521816,0.038705416,0.043708986
E01020037,0.056187692,0.057502674,0.05853199,0.05849455,0.057141449,0.05041133,0.0477648,0.04332359
E01020038,0.056532795,0.054866814,0.053124102,0.050267547,0.049755391,0.037643371,0.039671432,0.03330079
E01020039,0.050632684,0.050533867,0.051226841,0.049711976,0.048903831,0.041009425,0.046253282,0.045971702
E01020040,0.062911513,0.065392372,0.063619133,0.059854952,0.055972423,0.055656071,0.04784673,0.045410917
E01020041,0.053176046,0.050212172,0.054251824,0.051653156,0.049636166,0.041924864,0.035130631,0.037119012
E01020042,0.059419743,0.059454151,0.05520809,0.050866991,0.044790988,0.02940698,0.027529855,0.037760426
E01020043,0.045085084,0.043866137,0.043100271,0.04476362,0.0378274,0.034650931,0.034036499,0.035364539
E01020044,0.039855337,0.042465737,0.045049987,0.040382551,0.038975208,0.045757062,0.041001853,0.046004272
E01020045,0.049434719,0.049882095,0.051235527,0.0495157,0.050329922,0.049894905,0.047842524,0.047609479
E01020046,0.053948071,0.050030749,0.049997778,0.051978078,0.053833999,0.051293901,0.049025295,0.047964197
E01020047,0.054030727,0.05493266,0.055506214,0.051405801,0.038091853,0.039067696,0.043476787,0.041333256
E01020048,0.060400899,0.05689375,0.055436024,0.056435188,0.047150679,0.043278125,0.042572504,0.041955759
E01020049,0.083979588,0.079072761,0.080351927,0.089780083,0.058123902,0.063865169,0.051499229,0.057809097
E01020050,0.063315344,0.060326644,0.059500576,0.060646056,0.051913191,0.049256183,0.053287716,0.053597666
E01020051,0.057704546,0.060731474,0.06153902,0.065057391,0.049297902,0.054130187,0.042468771,0.041933869
E01020052,0.05551085,0.056581142,0.057320315,0.057624575,0.048536134,0.05118431,0.0537723,0.052388464
E01020053,0.05250414,0.051231481,0.048614252,0.049428942,0.04367058,0.046898122,0.048803279,0.048604911
E01020054,0.054474742,0.045784638,0.042499586,0.040394489,0.03330079,0.037311489,0.033554657,0.031142727
E01020055,0.056318089,0.053421439,0.052887159,0.056164251,0.051754517,0.051792028,0.055441823,0.049680168
E01020056,0.037207,0.042611661,0.041062518,0.040249377,0.037486284,0.043666736,0.042924748,0.037999969
E01020057,0.06026663,0.055442709,0.050130998,0.054725685,0.037386587,0.037085026,0.041121757,0.039956162
E01020058,0.045567506,0.048900068,0.052848945,0.058290267,0.039776841,0.041536201,0.045163306,0.045341687
E01020059,0.043346188,0.043504874,0.043364509,0.046685857,0.040446343,0.037944084,0.037471746,0.041413887
E01020060,0.05506925,0.054830121,0.057956277,0.057310655,0.055211143,0.044584995,0.040750855,0.047522343
E01020061,0.042605753,0.04269092,0.042747969,0.038689884,0.036428831,0.035107358,0.032173922,0.031544045
E01020062,0.054289501,0.056217329,0.060263988,0.059372411,0.046745236,0.060446821,0.05234538,0.05442526
E01020063,0.037610266,0.038517645,0.038142926,0.038142926,0.032257653,0.035097339,0.033484296,0.036443828
E01020064,0.053572116,0.053307125,0.051316989,0.049019154,0.040420258,0.045282179,0.046412256,0.045333771
E01020065,0.054007933,0.049774191,0.051785264,0.050248231,0.035757002,0.035757002,0.039452585,0.039578394
E01020066,0.03850383,0.039148091,0.036780949,0.036443646,0.028385852,0.030555293,0.028409517,0.030150112
E01020067,0.045108743,0.04550995,0.043801869,0.044391444,0.03567584,0.036287139,0.037283183,0.038741386
E01020068,0.055973066,0.055033859,0.051689385,0.040761865,0.048698632,0.042978848,0.046322134,0.040597932
E01020069,0.042338067,0.049072928,0.044819658,0.043600448,0.041187319,0.037247798,0.035595135,0.042881444
E01020070,0.049753641,0.046301363,0.045312905,0.043830758,0.046665068,0.043325799,0.044699176,0.041807106
E01020071,0.040833453,0.041062518,0.039514382,0.042428393,0.038614252,0.044804865,0.043533704,0.045936051
E01020072,0.046101406,0.051187023,0.046705226,0.043683937,0.043600448,0.042279111,0.044136514,0.040269129
E01020073,0.059592247,0.07160131,0.066116761,0.059973371,0.059021427,0.05745206,0.052571273,0.049168038
E01020074,0.035554747,0.03636218,0.040483047,0.03859046,0.039255389,0.038100804,0.040360975,0.043674444
E01020075,0.049598321,0.04606909,0.047961136,0.046384098,0.044280369,0.04692125,0.042802441,0.043926812
E01020076,0.040444152,0.043662157,0.044996869,0.044150093,0.042397081,0.045521691,0.038048301,0.038974073
E01020077,0.052848945,0.047273749,0.04627162,0.04566926,0.039338882,0.044750952,0.038861895,0.041888081
E01020078,0.055208941,0.059204298,0.06182358,0.064374485,0.05718543,0.048529573,0.047121886,0.046916372
E01020079,0.063783936,0.063833805,0.065729859,0.063214246,0.055129443,0.051792174,0.052862755,0.056664425
E01020080,0.067997698,0.067089148,0.073458106,0.073995668,0.059897476,0.063285784,0.063054667,0.053098025
E01020081,0.062648446,0.067678885,0.067277699,0.066159595,0.056618579,0.062537118,0.059318313,0.06241077
E01020082,0.059342947,0.076375484,0.061564516,0.059613738,0.067106632,0.055587864,0.045837493,0.053076186
E01020083,0.042962703,0.043179294,0.039010219,0.034289274,0.030505336,0.030384129,0.031986083,0.034865
E01020084,0.058619809,0.060220616,0.060304711,0.057880043,0.058902932,0.055451492,0.053568699,0.057123551
E01020085,0.046770209,0.049117263,0.051358464,0.047025288,0.038048301,0.041204079,0.042061886,0.041921456
E01020086,0.053536936,0.055933719,0.054000137,0.055099538,0.050427051,0.046636213,0.04883624,0.046705226
E01020087,0.052147418,0.043868701,0.045267316,0.04900032,0.045465668,0.043490438,0.044073579,0.044584995
E01020088,0.052072606,0.05476413,0.048633447,0.050677397,0.04806601,0.040875756,0.040671386,0.044790803
E01020089,0.034267077,0.041705179,0.044229005,0.043193667,0.039502584,0.034176403,0.034224611,0.032095281
E01020090,0.049191122,0.051032928,0.050209799,0.047807692,0.045049987,0.041550223,0.033196938,0.035612916
E01020091,0.039359793,0.049009426,0.058175535,0.056781204,0.051247022,0.054468513,0.048309772,0.049812174
E01020092,0.041960159,0.049398619,0.062290965,0.0572438,0.046508129,0.046508129,0.051631938,0.049606594
E01020093,0.052973929,0.049698368,0.053502597,0.052612999,0.052235428,0.048831573,0.049034184,0.04837991
