Area,2013,2014,2015,2016,2017,2018
E01015236,,,,,,
E01015237,,,,,,
E01015238,,,,,,
E01015239,,,,,,
E01015240,,,,,,
E01015241,,,,,,
E01015242,,,,,,
E01015243,,,,,,
E01015244,,,,,,
E01015245,,,,,,
E01015246,,,,,,
E01015247,,,,,,
E01015248,,,,,,
E01015249,,,,,,
E01015250,,,,,,
E01015251,,,,,,
E01015252,,,,,,
E01015253,,,,,,
E01015254,,,,,,
E01015255,,,,,,
E01015256,,,,,,
E01015257,,,,,,
E01015258,,,,,,
E01015259,,,,,,
E01015260,,,,,,
E01015261,,,,,,
E01015262,,,,,,
E01015263,,,,,,
E01015264,,,,,,
E01015265,,,,,,
E01015266,,,,,,
E01015267,,,,,,
E01015268,,,,,,
E01015269,,,,,,
E01015270,,,,,,
E01015271,,,,,,
E01019886,0.97993311,0.961130742,0.970909091,0.966101695,0.973913043,0.496
E01019887,0.950549451,0.972527473,0.97382199,0.971428571,0.990196078,0.233576642
E01019888,0.975409836,0.982142857,0.990825688,0.981818182,1,0.491525424
E01019889,0.986842105,0.993333333,0.987654321,0.966666667,0.976331361,0.512820513
E01019890,1,1,0.989637306,0.985074627,0.985294118,0.946107784
E01019891,0.626168224,0.705357143,0.977973568,0.986784141,0.977272727,0.913793103
E01019892,0.605633803,0.681541582,0.957894737,0.872135103,0.772296015,0.988372093
E01019893,0.73,0.718446602,0.960674157,0.917372881,0.935412027,0.984913793
E01019894,0.98019802,0.969387755,0.979381443,0.990384615,0.980769231,0.689655172
E01019895,0.992647059,0.993243243,1,1,0.986754967,0.703225806
E01019896,0.959349593,0.95,0.967213115,0.971962617,0.971153846,0.663636364
E01019897,0.996062992,1,0.992031873,0.992337165,0.988847584,0.679856115
E01019898,0.675555556,0.641255605,0.941176471,0.971428571,0.960526316,0.988235294
E01019899,0.994117647,0.994117647,0.98136646,0.968152866,0.968553459,0.298076923
E01019900,0.99408284,0.97005988,0.959064327,0.961748634,0.96835443,0.628318584
E01019901,1,0.692771084,0.746753247,0.746666667,1,0.933333333
E01019902,0.995652174,0.668049793,0.58490566,0.642201835,0.99047619,0.982142857
E01019903,0.589041096,0.748878924,0.923076923,0.961206897,0.969957082,0.912280702
E01019904,0.766798419,0.763485477,0.790178571,0.774336283,0.741071429,0.406593407
E01019905,0.703225806,0.722627737,0.74904943,0.752,0.771784232,0.408602151
E01019906,0.628571429,0.60989011,0.603351955,0.61928934,0.611702128,0.491666667
E01019907,0.827027027,0.859459459,0.830409357,0.831460674,0.788235294,0.456953642
E01019908,0.686390533,0.635057471,0.667605634,0.677777778,0.651558074,0.454901961
E01019909,0.885714286,0.928571429,0.943396226,0.96097561,0.910798122,0.53
E01019910,0.962825279,0.968085106,0.968309859,0.989795918,0.926910299,0.490066225
E01019911,0.89,0.91,0.895238095,0.924528302,0.831858407,0.6
E01019912,0.988235294,0.98255814,0.987654321,0.988304094,0.901840491,0.471698113
E01019913,0.908045977,0.866666667,0.855421687,0.93902439,0.802197802,0.38961039
E01019914,0.971181556,0.966836735,0.96875,0.971354167,0.956410256,0.603674541
E01019915,0.937799043,0.928571429,0.957345972,0.974358974,0.859375,0.491712707
E01019916,0.979695431,0.985645933,0.986046512,0.985221675,0.925925926,0.550925926
E01019917,0.97265625,0.964566929,0.981060606,0.973282443,0.878431373,0.526923077
E01019918,0.962962963,0.967532468,0.972027972,0.986754967,0.883116883,0.486111111
E01019919,0.934782609,0.934782609,0.958715596,0.965811966,0.935483871,0.657258065
E01019920,0.920704846,0.923076923,0.925764192,0.957081545,0.903930131,0.606334842
E01019921,0.966037736,0.944649446,0.954887218,0.977272727,0.955555556,0.629343629
E01019922,0.953846154,0.953846154,0.957528958,0.958174905,0.937254902,0.581673307
E01019923,0.849740933,0.844559585,0.846938776,0.847368421,0.826086957,0.56969697
E01019924,0.911392405,0.92173913,0.935622318,0.936708861,0.918552036,0.649122807
E01019925,1,0.979057592,0.963541667,0.979274611,0.969072165,0.994923858
E01019927,0.974358974,0.56969697,0.615384615,0.640718563,0.983050847,1
E01019928,0.995867769,0.611111111,0.618852459,0.619834711,0.981981982,0.995614035
E01019929,1,0.628820961,0.665137615,0.604651163,0.986175115,1
E01019930,1,0.636363636,0.646067416,0.673913043,0.972375691,0.994382022
E01019931,1,0.657142857,0.709459459,0.617021277,0.992481203,0.984126984
E01019932,0.988439306,0.590909091,0.601190476,0.637426901,0.981132075,1
E01019933,1,0.590163934,0.657894737,0.743801653,0.991803279,1
E01019934,0.995169082,0.610859729,0.625,0.635514019,0.990384615,0.995
E01019935,0.990990991,0.938053097,0.944444444,0.95049505,0.979166667,0.896551724
E01019936,0.99009901,0.942528736,0.941860465,0.941747573,0.927083333,0.738095238
E01019937,0.996168582,0.996015936,0.977186312,0.972762646,0.977186312,0.984615385
E01019938,0.987854251,0.71875,0.719844358,0.744274809,0.992932862,1
E01019939,0.98989899,0.984924623,0.985507246,0.990243902,0.990566038,1
E01019940,0.995633188,0.982905983,0.925110132,0.938596491,0.968888889,0.990950226
E01019942,0.976027397,0.989761092,0.644927536,0.62962963,0.63986014,0.996763754
E01019943,0.996441281,0.996363636,0.55862069,0.572390572,0.550877193,1
E01019944,1,0.992125984,0.608527132,0.595818815,0.595317726,0.989285714
E01019945,0.976284585,0.958847737,0.967871486,0.975206612,0.995884774,0.838427948
E01019946,0.971153846,0.99,0.988888889,0.989247312,0.952941176,0.909090909
E01019947,0.979452055,0.986111111,0.993377483,0.959183673,0.981481481,0.917355372
E01019948,1,0.991869919,0.99122807,0.983193277,0.983193277,0.988235294
E01019949,1,0.990990991,0.974358974,0.991452991,0.956140351,0.950617284
E01019950,0.993288591,0.9875,0.986111111,0.97810219,0.991666667,0.988372093
E01019951,0.994505495,0.971910112,0.964912281,0.972222222,0.983146067,1
E01019952,0.994152047,0.988095238,0.977011494,0.989010989,0.988636364,0.994565217
E01019953,1,0.972789116,1,1,1,1
E01019954,0.996323529,0.996666667,0.993311037,0.993197279,0.993174061,0.986666667
E01019955,0.986111111,0.975961538,0.980295567,0.985,0.978494624,1
E01019956,1,1,0.984962406,0.984962406,0.984496124,1
E01019957,1,0.981481481,0.980769231,0.93220339,0.92,0.976744186
E01019958,0.990825688,0.975369458,0.961165049,0.990825688,0.985915493,1
E01019959,0.9875,0.869822485,0.808988764,0.831325301,0.978021978,1
E01019960,0.989130435,0.952631579,0.847715736,0.863636364,0.974093264,0.984375
E01019961,1,0.967741935,0.994285714,1,0.994285714,0.962025316
E01019962,0.825688073,0.804216867,0.962616822,0.956521739,0.962382445,0.990163934
E01019963,0.976744186,0.945454545,0.943925234,0.995305164,0.995633188,0.714912281
E01019964,0.847222222,0.829268293,0.956043956,0.936170213,0.928571429,0.833333333
E01019965,0.488372093,0.42578125,0.962406015,0.981884058,0.961977186,0.6484375
E01019966,0.773584906,0.98019802,1,1,1,0.689189189
E01019967,0.725663717,0.731092437,0.875,0.904,0.984251969,0.8125
E01019968,0.993506494,0.93125,0.933333333,0.970588235,0.970930233,0.988235294
E01019969,0.986754967,0.943262411,0.972222222,0.993150685,0.986111111,0.983695652
E01019970,0.980263158,0.943037975,0.943396226,0.993377483,0.993589744,0.993243243
E01019971,0.955357143,0.930434783,0.891891892,0.90990991,0.971153846,0.884615385
E01019972,0.976470588,0.956756757,0.897959184,0.925531915,0.957894737,0.863387978
E01019973,0.972826087,0.947916667,0.822916667,0.792349727,0.983425414,0.960784314
E01019974,0.936305732,0.953642384,0.703947368,0.691780822,0.98630137,0.910344828
E01019975,0.95505618,0.945054945,0.758490566,0.736641221,0.977443609,0.813432836
E01019976,0.945945946,0.920529801,0.708609272,0.735099338,0.974358974,0.916666667
E01019977,0.973799127,0.972477064,0.649746193,0.689814815,0.995535714,0.907894737
E01019980,0.951807229,0.927480916,0.93129771,0.937062937,0.966442953,0.9375
E01019981,0.94214876,0.939516129,0.892,0.876,0.968253968,0.88372093
E01019982,0.91372549,0.931174089,0.90625,0.920454545,0.955882353,0.928838951
E01019983,0.909547739,0.923469388,0.892473118,0.942857143,0.961038961,0.969325153
E01019984,0.948453608,0.927536232,0.92039801,0.966019417,0.995073892,0.955882353
E01019985,0.969111969,0.944,0.869565217,0.885057471,0.97107438,0.865079365
E01019986,0.495049505,0.315068493,0.823529412,0.99122807,1,0.990825688
E01019987,0.592592593,0.472,0.844262295,0.919354839,0.990740741,0.960784314
E01019988,0.562790698,0.344339623,0.735294118,0.950738916,1,0.956043956
E01019989,0.647435897,0.473333333,0.851351351,0.993055556,0.97080292,0.967213115
E01019990,0.914027149,0.913793103,0.983739837,0.980694981,0.984496124,0.983471074
E01019991,0.893382353,0.893617021,0.951492537,0.979020979,0.973880597,0.980237154
E01019992,0.866666667,0.811965812,0.947368421,1,0.978070175,0.981651376
E01019993,0.801587302,0.778571429,0.965277778,1,0.986013986,0.987261146
E01019994,0.708737864,0.701923077,0.926605505,0.968421053,0.977777778,0.649484536
E01019995,0.711111111,0.721153846,0.82,0.864583333,0.978021978,0.706521739
E01019996,0.75,0.75,0.788732394,0.923076923,1,0.786885246
E01019997,0.860759494,0.783783784,0.916666667,0.986666667,1,0.901408451
E01019998,0.933333333,0.833333333,0.901041667,0.974358974,0.963157895,0.978609626
E01019999,0.889830508,0.775193798,0.841666667,0.957627119,0.990990991,1
E01020000,0.961111111,0.936170213,0.9375,0.994652406,0.989071038,0.972826087
E01020001,0.857142857,0.72173913,0.847457627,1,1,0.962121212
E01020002,0.857758621,0.832,0.9453125,0.974074074,0.986394558,0.970873786
E01020003,0.790178571,0.752136752,0.920353982,0.983805668,0.97107438,0.991189427
E01020004,0.691099476,0.682291667,0.948863636,0.988764045,0.983146067,1
E01020005,0.88547486,0.862068966,0.942424242,0.940298507,0.978125,0.979041916
E01020006,0.721712538,0.696275072,0.901449275,0.951070336,0.981707317,0.959501558
E01020007,0.859375,0.850746269,0.943661972,0.955882353,0.922077922,0.848101266
E01020008,0.696428571,0.626168224,0.927272727,0.939655172,0.951456311,0.956989247
E01020009,0.643979058,0.47029703,0.809278351,0.948453608,0.977011494,0.960893855
E01020010,0.56,0.571815718,0.719251337,0.803439803,0.990147783,0.992628993
E01020011,0.410071942,0.321428571,0.694444444,0.797202797,0.986394558,1
E01020012,0.239130435,0.15720524,0.6875,0.754464286,0.978540773,0.963855422
E01020013,0.533333333,0.375,0.641618497,0.84516129,0.992857143,0.992248062
E01020014,0.461538462,0.368421053,0.711409396,0.896666667,0.982993197,0.987138264
E01020015,0.526806527,0.546116505,0.787128713,0.835025381,0.995180723,0.988372093
E01020016,0.780821918,0.823529412,0.885714286,0.894736842,0.976470588,0.853932584
E01020017,0.890510949,0.911764706,0.858333333,0.85483871,0.973913043,0.878787879
E01020018,0.825581395,0.780487805,0.866666667,0.848101266,0.925925926,0.942528736
E01020019,0.8,0.935483871,0.961538462,0.964285714,1,0.931034483
E01020020,0.852459016,0.84057971,0.929577465,0.969230769,1,0.966101695
E01020021,0.8,0.835616438,0.857142857,0.948717949,0.988888889,0.897058824
E01020022,0.875,0.845238095,0.933333333,0.988372093,0.978723404,0.914634146
E01020023,0.782608696,0.685950413,0.682730924,0.814229249,0.988721805,0.980842912
E01020024,0.805825243,0.666666667,0.738738739,0.916666667,0.96969697,0.977272727
E01020025,0.858695652,0.781609195,0.769230769,0.808510638,0.970873786,0.930693069
E01020026,0.61038961,0.245454545,0.587155963,0.964285714,0.978494624,1
E01020027,0.45049505,0.132275132,0.7,0.983783784,1,1
E01020029,0.9408867,0.914438503,0.822580645,0.835051546,0.957894737,0.597883598
E01020030,0.960526316,0.92173913,0.825726141,0.865612648,0.980694981,0.683018868
E01020031,0.93814433,0.927184466,0.729468599,0.738197425,0.967078189,0.845528455
E01020032,0.948529412,0.965034965,0.866666667,0.857142857,0.987951807,0.878205128
E01020033,0.684410646,0.595469256,0.703703704,0.837150127,0.986078886,0.9784689
E01020035,0.536585366,0.442477876,0.78245614,0.91643454,0.990291262,0.993087558
E01020036,0.691699605,0.588477366,0.876033058,0.9875,0.983193277,0.978448276
E01020037,0.892430279,0.820512821,0.909090909,0.975,0.980544747,0.973282443
E01020038,0.641025641,0.440414508,0.797169811,0.983050847,0.992592593,0.981927711
E01020039,0.775700935,0.731629393,0.935483871,0.982876712,0.986348123,0.996575342
E01020040,0.675,0.473372781,0.859756098,0.963636364,0.99378882,0.951807229
E01020041,0.597173145,0.98349835,0.984126984,0.96656535,0.951086957,0.972826087
E01020042,0.483253589,1,1,0.994594595,0.985576923,0.976190476
E01020043,0.87195122,0.836309524,0.970326409,0.980169972,0.982608696,0.97515528
E01020044,0.699507389,0.791666667,0.670103093,0.812154696,0.973544974,0.948863636
E01020045,0.983606557,0.962184874,0.943396226,0.953271028,0.995689655,0.633333333
E01020046,0.972972973,0.952380952,0.71978022,0.756097561,0.994186047,0.988571429
E01020047,0.586956522,0.172690763,0.243801653,0.611111111,0.875,0.943478261
E01020048,0.569620253,0.157894737,0.144486692,0.518518519,0.702797203,0.930921053
E01020049,0.741071429,0.46,0.546391753,0.923913043,0.949494949,0.990196078
E01020050,0.437810945,0.605128205,0.604878049,0.95631068,1,0.98989899
E01020051,0.954022989,0.424418605,0.456140351,0.84137931,0.938356164,0.92248062
E01020052,0.807017544,0.247863248,0.241525424,0.54587156,0.849785408,0.91025641
E01020053,0.913043478,0.277966102,0.286713287,0.571942446,0.955882353,0.988593156
E01020054,0.964412811,0.598726115,0.48048048,0.485380117,0.571801567,0.767123288
E01020055,0.987654321,0.603238866,0.458874459,0.495192308,0.528301887,0.77852349
E01020056,0.948,0.862903226,0.513513514,0.58,0.877697842,0.890365449
E01020057,0.948,0.740740741,0.477941176,0.445182724,0.493506494,0.619230769
E01020058,0.986046512,0.87254902,0.509345794,0.544600939,0.553097345,0.600917431
E01020059,0.74204947,0.814545455,0.818505338,0.93639576,0.971731449,0.977859779
E01020060,0.537634409,1,1,0.973684211,0.964102564,0.967592593
E01020061,0.510574018,0.993865031,0.994350282,0.98630137,0.980662983,0.968390805
E01020062,0.98255814,0.975903614,0.97740113,0.987878788,0.976047904,0.987878788
E01020063,0.990853659,0.966463415,0.847826087,0.865269461,0.982905983,0.994444444
E01020064,0.971830986,0.928104575,0.903536977,0.956666667,0.979865772,0.996753247
E01020065,0.544483986,0.130434783,0.147368421,0.435087719,0.871186441,0.95221843
E01020066,0.551198257,0.166666667,0.225382932,0.573059361,0.899280576,0.942446043
E01020067,0.466981132,0.078199052,0.125,0.444191344,0.868888889,0.992907801
E01020068,0.590361446,0.951219512,0.956790123,0.922222222,0.873684211,0.908602151
E01020069,0.532467532,0.995475113,0.99086758,0.971962617,0.971830986,0.980099502
E01020070,0.796747967,0.983935743,0.982608696,0.986725664,0.986486486,0.982683983
E01020071,0.575757576,0.602996255,0.882591093,0.903614458,0.936170213,0.471861472
E01020072,0.651162791,0.949308756,0.986425339,0.99078341,0.986666667,0.98630137
E01020073,0.668571429,0.994535519,0.988636364,0.984693878,0.985981308,0.990566038
E01020074,0.992619926,0.992805755,0.721428571,0.726351351,0.993333333,0.993127148
E01020075,1,0.985507246,0.980295567,0.984293194,0.995412844,0.995762712
E01020076,0.248979592,0.950207469,0.965116279,0.956521739,0.984313725,0.982608696
E01020077,0.658878505,0.930875576,0.819004525,0.871111111,0.962025316,0.946188341
E01020078,0.950738916,0.2,0.216080402,0.613953488,0.967592593,0.831050228
E01020079,0.904761905,0.17370892,0.1875,0.477832512,0.955223881,0.888324873
E01020080,0.825,0.338461538,0.403225806,0.820512821,0.96124031,0.867403315
E01020081,0.924731183,0.186813187,0.134715026,0.4,0.952879581,0.908045977
E01020082,0.547297297,0.76119403,0.741007194,0.773049645,0.992592593,0.99270073
E01020083,0.573033708,0.903846154,0.906417112,0.918421053,0.979381443,0.976744186
E01020084,0.971291866,0.97029703,0.988372093,0.9875,0.789156627,0.593548387
E01020085,0.996212121,0.996363636,0.988235294,0.99609375,0.79766537,0.596774194
E01020086,0.989690722,0.989189189,0.983050847,0.983783784,0.868292683,0.686915888
E01020087,0.990430622,0.968253968,0.984210526,0.990147783,0.970588235,0.989473684
E01020088,0.982832618,0.979757085,0.975103734,0.971311475,0.634782609,0.622807018
E01020089,0.985559567,0.660958904,0.664516129,0.659375,0.947521866,0.923497268
E01020090,0.989949749,0.675257732,0.714285714,0.714285714,0.921296296,0.841666667
E01020091,0.986842105,0.673076923,0.649425287,0.698795181,0.935672515,0.590909091
E01020092,0.992,0.56097561,0.578947368,0.646616541,0.943262411,0.551020408
E01020093,0.979057592,0.640883978,0.691489362,0.693877551,0.942028986,0.842857143
E01020094,0.984962406,0.971830986,0.993150685,0.992753623,0.760869565,0.326530612
E01020095,0.995515695,0.973799127,0.97260274,0.963114754,0.61752988,0.363636364
E01020096,0.994818653,0.948571429,0.988764045,0.988764045,0.825396825,0.388297872
E01020097,0.989051095,0.985130112,0.992592593,0.99609375,0.82962963,0.810526316
E01020098,0.946969697,0.992031873,1,0.995951417,0.969581749,0.981343284
E01020099,0.66442953,0.641975309,0.577639752,0.625730994,0.611764706,0.862275449
E01020100,0.612403101,0.6,0.422413793,0.558333333,0.692307692,0.909090909
E01020101,0.563380282,0.559405941,0.556053812,0.6,0.643137255,0.947580645
E01020102,1,0.988188976,0.984435798,0.98828125,0.925,0.624489796
E01020103,0.996402878,0.707831325,0.973837209,0.966292135,0.859237537,0.545977011
E01020104,0.990950226,0.861271676,0.985074627,0.988188976,0.88976378,0.583629893
E01020105,0.991836735,0.987603306,0.974683544,0.969432314,0.693726937,0.661585366
E01020106,0.988888889,0.96875,0.97,0.958762887,0.757575758,0.639175258
E01020107,0.969543147,0.963350785,0.948863636,0.970760234,0.652941176,0.614864865
E01020108,0.797153025,0.628571429,0.623287671,0.608247423,0.77388535,0.927392739
E01020109,0.989361702,0.651041667,0.645502646,0.675257732,0.971153846,0.958333333
E01020110,0.991428571,0.748648649,0.735905045,0.739130435,0.921052632,0.886740331
E01020111,0.561702128,0.548245614,0.364035088,0.38362069,0.347368421,0.482638889
E01020112,0.641921397,0.62962963,0.353174603,0.327272727,0.349056604,0.461187215
E01020113,0.633027523,0.595121951,0.333333333,0.308411215,0.314814815,0.517766497
E01020114,0.612244898,0.607142857,0.265536723,0.310344828,0.315508021,0.422360248
E01020115,0.664335664,0.659574468,0.388535032,0.368421053,0.369942197,0.577380952
E01020116,0.632352941,0.638686131,0.328467153,0.332103321,0.358024691,0.509803922
E01020117,0.602272727,0.553072626,0.414772727,0.43814433,0.458762887,0.561497326
E01020118,0.581227437,0.558823529,0.318681319,0.336842105,0.363984674,0.520754717
E01020119,0.97080292,0.959349593,0.933884298,0.916666667,0.827586207,0.824561404
E01020120,1,1,0.996124031,1,0.914498141,0.602362205
E01020121,1,0.996515679,0.993079585,0.989932886,0.938566553,0.691489362
E01020122,0.994871795,0.988950276,1,1,0.909502262,0.635193133
E01020123,0.995,0.95212766,0.984693878,0.982532751,0.830645161,0.619469027
E01020124,0.991803279,0.955752212,0.990291262,0.991869919,0.878787879,0.580645161
E01020125,1,0.958333333,0.964912281,0.992125984,0.901515152,0.619402985
E01020126,0.569343066,0.53030303,0.124031008,0.097560976,0.584070796,0.946428571
E01020127,0.926406926,0.858736059,0.835820896,0.823970037,0.663082437,0.73559322
E01020128,0.995670996,0.968992248,0.976377953,0.980620155,0.964143426,0.58974359
E01020129,0.984375,0.941489362,0.983695652,0.983050847,0.949152542,0.651282051
E01020130,1,0.942982456,0.987179487,0.990610329,0.931818182,0.589861751
E01020131,0.983805668,0.988679245,0.989051095,0.989399293,0.910344828,0.887272727
E01020132,0.985365854,0.961722488,0.951923077,0.970873786,0.619909502,0.568807339
E01020133,1,0.984375,0.994708995,0.97752809,0.586666667,0.579268293
E01020134,0.99378882,0.981481481,0.983870968,0.994535519,0.620879121,0.580645161
E01020135,0.785087719,0.760869565,0.991452991,0.991666667,0.944223108,0.938271605
E01020136,0.829493088,0.804545455,0.995412844,0.995614035,0.933333333,0.925093633
E01020137,0.756756757,0.787356322,0.988095238,0.981132075,0.966850829,0.964912281
E01020138,0.934482759,0.889679715,0.890459364,0.97826087,0.989051095,0.996268657
E01020139,0.994565217,0.98989899,0.971014493,0.943661972,0.693693694,0.581196581
E01020140,0.992481203,0.977099237,0.992647059,0.992481203,0.669230769,0.380952381
E01020141,0.982300885,0.95480226,0.968115942,0.966573816,0.675213675,0.494252874
E01020142,0.95212766,0.975124378,0.970660147,0.975186104,0.985611511,0.955294118
E01020143,0.624137931,0.911032028,0.924369748,0.907407407,0.996197719,0.9921875
E01020144,0.838509317,0.167785235,0.977777778,0.984732824,1,1
E01020145,0.886227545,0.438271605,0.761290323,0.78125,0.994047619,1
E01020146,0.870967742,0.212765957,1,1,1,0.988505747
E01020147,0.833333333,0.995169082,0.98630137,0.990521327,0.991071429,0.982832618
E01020148,0.986754967,0.952054795,0.993243243,0.992857143,0.985611511,1
E01020149,1,0.877862595,0.891472868,1,0.993288591,1
E01020150,0.144329897,0.628865979,0.603092784,0.673913043,0.972067039,0.955223881
E01020151,0.591666667,0.612068966,0.657407407,0.631578947,0.691588785,1
E01020152,0.753246753,0.623188406,0.657142857,0.68115942,0.672727273,1
E01020153,0.518518519,0.56,0.523809524,0.604166667,0.666666667,1
E01020154,0.367713004,0.367647059,0.352331606,0.40625,0.386138614,1
E01020155,0.261146497,0.335526316,0.371069182,0.355263158,0.360544218,1
E01020156,0.537383178,0.955,0.968253968,0.953846154,0.989130435,0.983333333
E01020157,0.685185185,0.888059701,0.898876404,0.90376569,0.991596639,0.933628319
E01020158,0.650205761,1,1,0.995867769,0.99086758,1
E01020159,0.990196078,0.995145631,1,1,0.995121951,0.995327103
E01020160,0.986885246,0.975945017,0.975694444,0.996296296,1,0.995934959
E01020161,0.997282609,0.733681462,0.772357724,0.991913747,0.994350282,0.997191011
E01020162,0.986666667,0.975609756,0.980519481,1,1,1
E01020163,0.997214485,0.949704142,0.958944282,1,1,1
E01020164,0.99609375,0.945736434,0.939849624,0.992337165,0.991836735,0.987179487
E01020165,1,0.898550725,0.890566038,1,1,1
E01020166,0.991189427,0.802690583,0.864485981,1,1,1
E01020167,0.996062992,0.971544715,0.95473251,1,1,1
E01020168,0.959854015,0.972762646,0.963099631,0.982142857,0.985611511,0.537366548
E01020169,0.963068182,0.948087432,0.955882353,0.968051118,0.952978056,0.607250755
E01020170,0.042328042,0.45505618,0.977272727,0.961956522,0.967032967,0.988950276
E01020171,1,0.993975904,0.982035928,1,1,1
E01020172,0.990243902,0.860696517,0.833333333,0.990740741,0.991266376,0.938596491
E01020173,1,0.617391304,0.619834711,1,1,0.978494624
E01020174,0.989130435,0.994444444,0.994117647,0.98816568,0.987878788,0.891304348
E01020175,0.883495146,0.914691943,0.917475728,0.935,0.92,1
E01020176,0.759493671,0.986842105,0.979020979,0.971830986,0.992647059,0.992592593
E01020177,0.764150943,0.980676329,0.976635514,1,0.995192308,0.990384615
E01020178,0.990990991,0.991452991,0.991735537,0.996350365,0.992673993,0.96969697
E01020179,0.980861244,0.995283019,0.995495495,1,0.995884774,0.886639676
