Area,2013,2014,2015,2016,2017,2018
E01015236,,,,,,
E01015237,,,,,,
E01015238,,,,,,
E01015239,,,,,,
E01015240,,,,,,
E01015241,,,,,,
E01015242,,,,,,
E01015243,,,,,,
E01015244,,,,,,
E01015245,,,,,,
E01015246,,,,,,
E01015247,,,,,,
E01015248,,,,,,
E01015249,,,,,,
E01015250,,,,,,
E01015251,,,,,,
E01015252,,,,,,
E01015253,,,,,,
E01015254,,,,,,
E01015255,,,,,,
E01015256,,,,,,
E01015257,,,,,,
E01015258,,,,,,
E01015259,,,,,,
E01015260,,,,,,
E01015261,,,,,,
E01015262,,,,,,
E01015263,,,,,,
E01015264,,,,,,
E01015265,,,,,,
E01015266,,,,,,
E01015267,,,,,,
E01015268,,,,,,
E01015269,,,,,,
E01015270,,,,,,
E01015271,,,,,,
E01019886,0.023096369,0.029613022,0.027422902,0.027556785,0.022855008,0.063607421
E01019887,0.042343952,0.035471707,0.033852388,0.032576171,0.02516059,0.067994452
E01019888,0.045591526,0.045161804,0.040882511,0.045955721,0.04015892,0.132612696
E01019889,0.033563027,0.029916501,0.031537768,0.042738989,0.035821205,0.09414066
E01019890,0.019128194,0.018644808,0.026567649,0.028071032,0.027667178,0.045944596
E01019891,0.0685495,0.064381107,0.028624542,0.024918568,0.029510776,0.043792569
E01019892,0.059460086,0.04313676,0.018175917,0.024663853,0.026532242,0.009651973
E01019893,0.054018773,0.053700972,0.025776523,0.028596777,0.026856467,0.015748992
E01019894,0.04990311,0.056250764,0.051883593,0.042795315,0.048514126,0.108222849
E01019895,0.032933043,0.030313161,0.024453625,0.025643498,0.033779946,0.078561619
E01019896,0.05166523,0.055653855,0.049033841,0.051717273,0.053145122,0.096345473
E01019897,0.017802206,0.014034227,0.020517468,0.019742284,0.021091924,0.05834411
E01019898,0.065412624,0.06674533,0.039666041,0.032576171,0.034134675,0.02222987
E01019899,0.026454713,0.026454713,0.034853814,0.040906047,0.040410841,0.085746585
E01019900,0.026608667,0.038544248,0.041586164,0.038970279,0.040656938,0.09595338
E01019901,0.023222165,0.076195337,0.076297045,0.077410494,0.026376899,0.05611475
E01019902,0.019637324,0.063323409,0.069487533,0.067522822,0.024454145,0.027230597
E01019903,0.068285276,0.06224932,0.043382542,0.03356854,0.030874685,0.044504488
E01019904,0.057048559,0.05878905,0.059243146,0.060133196,0.062559672,0.072055653
E01019905,0.054241589,0.057057222,0.056934735,0.058338421,0.058238627,0.071361645
E01019906,0.076142306,0.074933028,0.075684187,0.071728214,0.073641766,0.092408084
E01019907,0.062347742,0.058565576,0.064802509,0.063235263,0.069151795,0.081209876
E01019908,0.052418176,0.052996605,0.051656296,0.050979843,0.052232844,0.06223921
E01019909,0.050977377,0.043645849,0.040183533,0.036418543,0.046592185,0.0716695
E01019910,0.030126609,0.027802949,0.0276132,0.019325333,0.035479889,0.057696633
E01019911,0.078301132,0.073982255,0.074958042,0.067829435,0.081913305,0.100184015
E01019912,0.030085384,0.032682302,0.031537768,0.029913186,0.056349067,0.079556978
E01019913,0.08121515,0.087993167,0.094355488,0.075611162,0.096674799,0.109148128
E01019914,0.023539848,0.022879318,0.022700811,0.022030559,0.025285904,0.051077275
E01019915,0.041815977,0.043645849,0.036769833,0.033179166,0.057344697,0.074927339
E01019916,0.030864553,0.027019298,0.026280787,0.027800499,0.043431686,0.068956839
E01019917,0.028180841,0.030762034,0.024702942,0.027553632,0.04653222,0.062618632
E01019918,0.041831181,0.041672008,0.042097328,0.033779946,0.061541434,0.084063153
E01019919,0.040068139,0.040068139,0.035637092,0.032062145,0.03814136,0.062698606
E01019920,0.043131037,0.041925109,0.041963575,0.034591885,0.045765581,0.06774968
E01019921,0.029527511,0.034299388,0.032363634,0.02608151,0.031903523,0.061964555
E01019922,0.033079186,0.033079186,0.032249326,0.031777872,0.037150861,0.063681361
E01019923,0.058357522,0.058964875,0.058177348,0.059161795,0.058634104,0.079253306
E01019924,0.043648358,0.042605865,0.039581271,0.038950162,0.044220972,0.065769288
E01019925,0.017833599,0.03180776,0.037214303,0.031487021,0.035170453,0.022880318
E01019927,0.038706739,0.079253306,0.077811023,0.077756003,0.031782197,0.021097275
E01019928,0.018674793,0.065685521,0.064134757,0.064393356,0.027470188,0.019807475
E01019929,0.015574798,0.066102862,0.066868907,0.068754725,0.026043504,0.017169577
E01019930,0.023976821,0.078361564,0.075037893,0.072852944,0.035661236,0.02528437
E01019931,0.023821991,0.084891788,0.080227424,0.085560389,0.033660318,0.040289195
E01019932,0.029574633,0.082027051,0.078267342,0.076871514,0.035279997,0.020397366
E01019933,0.030272973,0.092667756,0.09471235,0.087323643,0.036625936,0.030026577
E01019934,0.021789882,0.067680142,0.065731347,0.068345863,0.024685178,0.022541898
E01019935,0.04016441,0.061527213,0.061449127,0.062250108,0.052403497,0.083865162
E01019936,0.044031357,0.071571192,0.072344444,0.064234612,0.071563041,0.107349408
E01019937,0.017329852,0.018012618,0.026178173,0.028074332,0.026178173,0.02353545
E01019938,0.022936995,0.059352801,0.059177593,0.0573205,0.018227222,0.013421497
E01019939,0.025909055,0.02834688,0.027274776,0.025040029,0.024227396,0.017578658
E01019940,0.019722033,0.026092686,0.042309586,0.03947584,0.031936422,0.023256968
E01019942,0.024794212,0.019390297,0.059588523,0.060625087,0.058606684,0.014662141
E01019943,0.016108651,0.01645655,0.059225586,0.05843568,0.059775685,0.011982789
E01019944,0.015509318,0.020278596,0.062463552,0.059264989,0.058024685,0.020276378
E01019945,0.02718571,0.033224208,0.030193563,0.028387473,0.018598824,0.054188809
E01019946,0.053145122,0.044459385,0.049246369,0.047705476,0.069067519,0.09653356
E01019947,0.038325982,0.035380573,0.029722038,0.045904644,0.034644558,0.06409196
E01019948,0.02978416,0.036334918,0.039133328,0.042586665,0.042586665,0.052048173
E01019949,0.031568196,0.04016441,0.047465765,0.038153844,0.055529004,0.072255423
E01019950,0.030113525,0.031923034,0.035380573,0.040762176,0.03722218,0.051462609
E01019951,0.024737185,0.036242162,0.039716093,0.0358528,0.03160809,0.020741418
E01019952,0.02630253,0.030435797,0.034822665,0.02814136,0.029080929,0.024472378
E01019953,0.023369272,0.040992528,0.026759558,0.024453625,0.021591189,0.021846921
E01019954,0.016636196,0.015097919,0.017263681,0.017553662,0.017612831,0.020451563
E01019955,0.026161608,0.03116477,0.029975645,0.028208282,0.032638924,0.021718302
E01019956,0.025291881,0.026955082,0.038226805,0.038226805,0.039378694,0.026955082
E01019957,0.057762634,0.080396641,0.083322775,0.096788563,0.112342784,0.099634669
E01019958,0.023571691,0.031909921,0.036248737,0.023571691,0.026522432,0.01818525
E01019959,0.031923034,0.060256512,0.065543871,0.065796677,0.033335777,0.020625451
E01019960,0.027841515,0.040644603,0.05791938,0.05580464,0.033512399,0.029356544
E01019961,0.020397366,0.036628781,0.025710911,0.021097275,0.025710911,0.042845161
E01019962,0.045550949,0.046830672,0.027006715,0.028395521,0.027170292,0.018638438
E01019963,0.030178137,0.038795437,0.039827306,0.021184118,0.019722033,0.063334872
E01019964,0.104162345,0.099104483,0.064778865,0.069937803,0.077583737,0.093283887
E01019965,0.062490612,0.06135007,0.030454265,0.023651929,0.030789117,0.061898423
E01019966,0.09148546,0.04990311,0.038888999,0.034522214,0.033276665,0.118236368
E01019967,0.091920396,0.089002711,0.067579732,0.06568861,0.039981055,0.092546247
E01019968,0.029153525,0.050931812,0.049486139,0.037887927,0.037462645,0.030085384
E01019969,0.033779946,0.051996504,0.041815589,0.030720478,0.035380573,0.030602215
E01019970,0.036857332,0.048413685,0.048126358,0.029722038,0.028786444,0.030313161
E01019971,0.056467216,0.062908791,0.073121435,0.069352319,0.053145122,0.077496432
E01019972,0.035616945,0.040182582,0.051148875,0.047320806,0.039170596,0.0584168
E01019973,0.035098623,0.041612027,0.061481808,0.066039569,0.031097024,0.036589945
E01019974,0.050320995,0.046822624,0.079358465,0.08168288,0.034907986,0.058778011
E01019975,0.032247369,0.034060069,0.056149192,0.057733415,0.025890307,0.051888923
E01019976,0.049674499,0.055233265,0.079405442,0.077888886,0.038706739,0.052533261
E01019977,0.029952163,0.031417327,0.071022435,0.066307348,0.020156779,0.045239573
E01019980,0.034476508,0.038413617,0.037705394,0.034708751,0.027288175,0.032378112
E01019981,0.037309132,0.037313703,0.045235457,0.047370664,0.029845656,0.045540736
E01019982,0.041432499,0.039085693,0.042528435,0.039478838,0.03167833,0.037736967
E01019983,0.048733039,0.04655361,0.053647518,0.045432385,0.043909429,0.039455506
E01019984,0.04120429,0.044238097,0.046448826,0.034776353,0.022213343,0.037976806
E01019985,0.029064207,0.036174266,0.047842337,0.04506533,0.0297615,0.048484112
E01019986,0.070902751,0.060923239,0.056777749,0.022554305,0.016553227,0.023571691
E01019987,0.09876865,0.08990399,0.076735094,0.062664878,0.041251274,0.058155276
E01019988,0.069108706,0.063732605,0.066141314,0.039463953,0.019430447,0.040815216
E01019989,0.080429054,0.081993541,0.067714649,0.031138888,0.043870752,0.049033841
E01019990,0.045028511,0.043792569,0.024846691,0.025168941,0.023714235,0.025248592
E01019991,0.042905156,0.041993878,0.033013463,0.024121866,0.026953715,0.025751872
E01019992,0.051507244,0.056050149,0.037499802,0.016049114,0.028502261,0.02796224
E01019993,0.080394478,0.077904812,0.044445836,0.028408053,0.035621696,0.032518906
E01019994,0.09774607,0.097604082,0.066106393,0.057943551,0.055755463,0.103538983
E01019995,0.105098748,0.09649384,0.089477086,0.085012922,0.055167371,0.104102993
E01019996,0.112555891,0.116028072,0.113135055,0.093533214,0.054358847,0.123698199
E01019997,0.096256046,0.111020753,0.089275251,0.058730164,0.048627616,0.094052318
E01019998,0.046890377,0.062631553,0.051260346,0.033179166,0.037590726,0.032469236
E01019999,0.070854125,0.08183606,0.077830223,0.053742884,0.04016441,0.031568196
E01020000,0.039592956,0.045012962,0.044129317,0.024085628,0.027990635,0.035098623
E01020001,0.078744543,0.091285322,0.07778572,0.032686994,0.031300361,0.048303214
E01020002,0.051680578,0.052225383,0.035367298,0.026759502,0.020861605,0.025442533
E01020003,0.059243146,0.060453006,0.043308968,0.024748207,0.0297615,0.022652075
E01020004,0.070750533,0.070908491,0.043714482,0.028760847,0.03160809,0.018739521
E01020005,0.037621626,0.040755003,0.03087799,0.030999091,0.022674558,0.021745008
E01020006,0.051967331,0.051200371,0.03643737,0.029314476,0.021095608,0.027759533
E01020007,0.109611836,0.108148721,0.081673415,0.079444977,0.084004284,0.098408697
E01020008,0.094026362,0.098815348,0.065551214,0.060040042,0.061112458,0.063464938
E01020009,0.072349378,0.070417256,0.062446711,0.04120429,0.034822665,0.039804954
E01020010,0.051880193,0.05224865,0.048495003,0.041987906,0.015180035,0.014018053
E01020011,0.082634969,0.076375484,0.082169314,0.075292522,0.034676393,0.026376899
E01020012,0.053612609,0.044606827,0.065126501,0.061754391,0.027906191,0.031357924
E01020013,0.075685691,0.073378216,0.076295625,0.06673304,0.032010851,0.034681487
E01020014,0.056322005,0.054351041,0.055052168,0.040127188,0.022232981,0.019740219
E01020015,0.048456805,0.049472719,0.04318844,0.04040721,0.012480367,0.015297878
E01020016,0.112205922,0.11150225,0.098542328,0.079810499,0.058894333,0.090752828
E01020017,0.064660951,0.06082162,0.075440232,0.074521411,0.048259278,0.080950482
E01020018,0.096890589,0.105042728,0.098233109,0.098408697,0.080212095,0.071571192
E01020019,0.185666511,0.149700028,0.157908108,0.147763312,0.137185172,0.158696373
E01020020,0.114147104,0.107947806,0.086319182,0.07600109,0.064870761,0.083250159
E01020021,0.112735654,0.10516001,0.09839347,0.074845579,0.049246369,0.097724122
E01020022,0.087661587,0.095335776,0.072809033,0.051462609,0.05347517,0.082642096
E01020023,0.055973785,0.062564119,0.061742543,0.053492945,0.021325855,0.024980448
E01020024,0.089657115,0.100223985,0.091946173,0.068970595,0.055708234,0.056970036
E01020025,0.088203027,0.101455115,0.100097243,0.094156969,0.053638729,0.06828895
E01020026,0.066141062,0.055358169,0.06846627,0.036483598,0.032638924,0.019956001
E01020027,0.069907969,0.044810572,0.072637242,0.030440758,0.019029522,0.018739521
E01020029,0.041868453,0.049666557,0.062620377,0.05985565,0.039170596,0.073633301
E01020030,0.034134675,0.042605865,0.053902998,0.048313024,0.025168941,0.059729194
E01020031,0.043700331,0.044439083,0.065946662,0.061405498,0.030914265,0.051332169
E01020032,0.051702826,0.044743633,0.065053634,0.06718952,0.030794466,0.061854372
E01020033,0.059919391,0.057041455,0.050773417,0.040290991,0.01613171,0.018946949
E01020035,0.070802621,0.06583128,0.052473202,0.033580365,0.014961733,0.013154813
E01020036,0.060888988,0.064697996,0.048253283,0.023593679,0.025663703,0.028023403
E01020037,0.045070873,0.055281653,0.043492156,0.028617475,0.025360298,0.027553632
E01020038,0.071638112,0.071226578,0.060491831,0.025876418,0.019093048,0.020846513
E01020039,0.049627034,0.052732739,0.033367472,0.022382181,0.020931549,0.015507612
E01020040,0.078448631,0.077173696,0.062724419,0.041101595,0.027907945,0.044555652
E01020041,0.059681898,0.021585473,0.020778587,0.025600631,0.027290968,0.022230928
E01020042,0.069476689,0.017662825,0.018931863,0.024342089,0.027146436,0.030876357
E01020043,0.041072603,0.043982423,0.024218837,0.020598909,0.020076069,0.023520533
E01020044,0.068126946,0.064366189,0.070964343,0.064630714,0.03419934,0.043714482
E01020045,0.02504603,0.032753644,0.040183533,0.037526318,0.019470071,0.064400557
E01020046,0.034915006,0.040849542,0.071229904,0.073074921,0.026152088,0.029243656
E01020047,0.066587584,0.044804865,0.052723929,0.063193973,0.049565512,0.038192875
E01020048,0.065684987,0.043143087,0.040167312,0.061370235,0.056627269,0.034579229
E01020049,0.091326717,0.100156647,0.104310069,0.074415669,0.063430767,0.043611489
E01020050,0.069699027,0.072345697,0.070482931,0.037623961,0.017920231,0.025909055
E01020051,0.042603675,0.074886394,0.076229926,0.069821233,0.052148724,0.060421672
E01020052,0.057293047,0.053944284,0.053165583,0.068624447,0.052456256,0.044166267
E01020053,0.037858194,0.050357851,0.051705851,0.060469204,0.03167833,0.021565032
E01020054,0.028883502,0.056529107,0.054780737,0.054103781,0.051256018,0.05277194
E01020055,0.023307696,0.063975403,0.06552835,0.069853666,0.06954372,0.075258216
E01020056,0.035280185,0.049180538,0.062652806,0.063826842,0.044391418,0.040878663
E01020057,0.035280185,0.056592575,0.060675053,0.057021443,0.057161267,0.062035126
E01020058,0.026280787,0.05369416,0.069037427,0.069447675,0.067364845,0.06831054
E01020059,0.055113496,0.051066102,0.05013322,0.035057111,0.026669803,0.025424338
E01020060,0.074445051,0.019848628,0.019533331,0.03402498,0.036663574,0.033221575
E01020061,0.055249078,0.01584977,0.014608952,0.017978259,0.020097145,0.02424356
E01020062,0.032682302,0.036448275,0.034249805,0.030976988,0.036236828,0.030976988
E01020063,0.017349054,0.025676272,0.043969334,0.041367561,0.019739359,0.01436792
E01020064,0.026578562,0.034933907,0.038376353,0.029628131,0.023172149,0.014709314
E01020065,0.060215054,0.037380879,0.03904889,0.058371059,0.043682443,0.031088966
E01020066,0.046796491,0.032636514,0.037519361,0.047827217,0.032981142,0.026874045
E01020067,0.048292554,0.023761217,0.029428017,0.047105645,0.034732798,0.013493341
E01020068,0.078878917,0.045071846,0.043790264,0.049277283,0.055780421,0.05090491
E01020069,0.066566263,0.020426949,0.023465841,0.031986266,0.032131732,0.030266207
E01020070,0.055773032,0.02455356,0.026536249,0.025026671,0.025468624,0.026423951
E01020071,0.062081746,0.061437734,0.046841717,0.043630349,0.03926319,0.065812193
E01020072,0.067779934,0.038197681,0.025581561,0.0236785,0.025135716,0.025810467
E01020073,0.075016745,0.024604069,0.029080929,0.028770965,0.026401057,0.024227396
E01020074,0.019023537,0.018550775,0.056457131,0.054581085,0.017206831,0.017732373
E01020075,0.01749529,0.027274776,0.029975645,0.029506681,0.020704459,0.019143969
E01020076,0.052852959,0.035569069,0.030301365,0.032983286,0.023987563,0.026536249
E01020077,0.067722846,0.042323479,0.057206791,0.050946344,0.032886706,0.038299244
E01020078,0.039463953,0.053105512,0.05506859,0.068609845,0.033221575,0.056323876
E01020079,0.048014698,0.048354817,0.052586704,0.070405729,0.038518634,0.052510986
E01020080,0.079980028,0.080623288,0.08709331,0.081696445,0.049374288,0.058244919
E01020081,0.047795293,0.053833999,0.044790988,0.07117581,0.040441705,0.053077718
E01020082,0.08382233,0.081270681,0.081102127,0.078065335,0.033171952,0.032697551
E01020083,0.053215186,0.035032883,0.034163022,0.032218155,0.019602571,0.020430569
E01020084,0.032727059,0.033823689,0.029742946,0.031923034,0.069990998,0.081724858
E01020085,0.017135001,0.01645655,0.02222987,0.01766464,0.054381205,0.06392514
E01020086,0.026433266,0.027693975,0.031782197,0.030440758,0.05410751,0.066751649
E01020087,0.024569119,0.036067968,0.029658361,0.025282317,0.033502945,0.026979121
E01020088,0.026202182,0.026362432,0.028502011,0.029524931,0.065821978,0.066375893
E01020089,0.022118033,0.057433799,0.055556478,0.054780721,0.029193902,0.032168291
E01020090,0.025781234,0.070781641,0.067436675,0.065065911,0.044318907,0.052452585
E01020091,0.033563027,0.079589805,0.07585196,0.075922371,0.047855659,0.076501793
E01020092,0.035766536,0.092324945,0.088636473,0.087563925,0.051996504,0.084134913
E01020093,0.03180776,0.074513898,0.07133535,0.069663545,0.041102528,0.056405797
E01020094,0.038226805,0.042382886,0.030720478,0.032465401,0.079985024,0.07498904
E01020095,0.020246038,0.029952163,0.031278239,0.031977325,0.063217452,0.062086488
E01020096,0.023347672,0.043951552,0.028760847,0.028760847,0.061772139,0.07006006
E01020097,0.020713236,0.022763172,0.019093048,0.01766464,0.050259883,0.050399682
E01020098,0.034345594,0.020517468,0.015316138,0.018301028,0.02863575,0.024342382
E01020099,0.081879291,0.078983592,0.080239595,0.077135349,0.077630894,0.061730941
E01020100,0.089743856,0.091407568,0.091142159,0.093506337,0.092025171,0.065931261
E01020101,0.069442066,0.07138216,0.06782879,0.063617996,0.062159537,0.035551358
E01020102,0.012683171,0.022315868,0.02380465,0.022144533,0.040943613,0.063891824
E01020103,0.016280742,0.05212824,0.022919762,0.024432282,0.041501941,0.053948621
E01020104,0.023256968,0.060622206,0.028071032,0.022315868,0.045134163,0.060046052
E01020105,0.021012499,0.02340225,0.028969548,0.031396589,0.058631687,0.054015785
E01020106,0.049246369,0.0573681,0.055176053,0.060990353,0.096478697,0.103815655
E01020107,0.034653046,0.037401569,0.043714482,0.037674087,0.076689762,0.083441714
E01020108,0.051828604,0.059504842,0.058316765,0.058673827,0.050334304,0.03525947
E01020109,0.027260589,0.071957291,0.072712155,0.070781641,0.032879351,0.038779906
E01020110,0.016272283,0.047436897,0.050496058,0.04971489,0.033839425,0.037241644
E01020111,0.066005197,0.067058758,0.062510973,0.062877517,0.055187811,0.059007799
E01020112,0.065803497,0.064062121,0.058954608,0.061565657,0.064001993,0.06737951
E01020113,0.067740338,0.070608725,0.062074085,0.061165836,0.061320641,0.072122426
E01020114,0.072043071,0.07212304,0.063446041,0.067835569,0.065865386,0.077327589
E01020115,0.083698374,0.084491384,0.076655002,0.076710261,0.072032638,0.078482826
E01020116,0.060334661,0.059964212,0.055308764,0.055805831,0.060270685,0.063120685
E01020117,0.076371034,0.075988153,0.073631787,0.070967249,0.071584216,0.074287859
E01020118,0.060514491,0.061214277,0.054866952,0.054673466,0.058444027,0.061975229
E01020119,0.043870752,0.05166523,0.06000474,0.064582096,0.081228628,0.082425054
E01020120,0.014196252,0.013928249,0.017529185,0.014705578,0.04003041,0.063063228
E01020121,0.012905019,0.015775156,0.01785355,0.019069774,0.033922144,0.057492029
E01020122,0.023111633,0.028293717,0.019430447,0.019956001,0.04580726,0.065366471
E01020123,0.022541898,0.041056553,0.028770965,0.026649505,0.052589371,0.066745783
E01020124,0.036625936,0.055994191,0.043199549,0.036334918,0.068155952,0.091933132
E01020125,0.030523445,0.052892133,0.052316738,0.035215658,0.064038516,0.08784567
E01020126,0.087300822,0.088765807,0.051446006,0.046126386,0.096496444,0.059388231
E01020127,0.04162315,0.047438942,0.049886637,0.051085017,0.058764197,0.054230539
E01020128,0.01955334,0.02917333,0.027081482,0.025264257,0.031116822,0.065966189
E01020129,0.029356544,0.043767802,0.030602215,0.031782197,0.043479948,0.071363082
E01020130,0.015509318,0.038510738,0.024187225,0.024115591,0.041780862,0.068603681
E01020131,0.024748207,0.021404989,0.020713236,0.020064787,0.038949321,0.043452432
E01020132,0.027535129,0.035748675,0.038559028,0.033188222,0.067523818,0.068593247
E01020133,0.018931863,0.029356544,0.023834514,0.034063014,0.083198153,0.079463044
E01020134,0.027907945,0.034644558,0.030280995,0.024604069,0.074742174,0.074414954
E01020135,0.05906027,0.060469774,0.021984958,0.021443644,0.036037231,0.038040227
E01020136,0.056770618,0.058649199,0.020704459,0.019807475,0.040906652,0.03841133
E01020137,0.068369356,0.068341029,0.030435797,0.035279997,0.037603204,0.039716093
E01020138,0.034907373,0.042605605,0.042330541,0.024974837,0.020713236,0.016881915
E01020139,0.024472378,0.025909055,0.033033065,0.040004629,0.065190639,0.06604433
E01020140,0.033660318,0.042565824,0.032933043,0.033660318,0.08789537,0.085021514
E01020141,0.020424462,0.027164316,0.024448197,0.024234247,0.051740977,0.053722387
E01020142,0.02673326,0.020394699,0.021349752,0.020345271,0.016664732,0.024229499
E01020143,0.058510245,0.039563608,0.041265658,0.04105564,0.017199463,0.020122414
E01020144,0.066108563,0.056162226,0.04134618,0.038794205,0.028852407,0.030778096
E01020145,0.058185915,0.077723908,0.07499152,0.072118304,0.026764423,0.023976821
E01020146,0.085516067,0.077692753,0.039726498,0.041987015,0.04296492,0.050890067
E01020147,0.057426372,0.021789882,0.025810467,0.024340243,0.022950537,0.026202182
E01020148,0.033779946,0.048343944,0.030313161,0.032010851,0.036619957,0.030272973
E01020149,0.025822999,0.068618463,0.066856192,0.024292597,0.030113525,0.023076898
E01020150,0.046232108,0.072116348,0.072568943,0.072852944,0.036046431,0.038518634
E01020151,0.093463288,0.094918849,0.097511224,0.095435779,0.096624221,0.037315637
E01020152,0.111458485,0.12483878,0.123138822,0.123213812,0.139798321,0.057762634
E01020153,0.140153438,0.147455877,0.159631553,0.151470866,0.162154131,0.112188747
E01020154,0.063386356,0.066252046,0.067239303,0.070136566,0.067493445,0.018366328
E01020155,0.066769136,0.074457177,0.075178612,0.075855773,0.077475453,0.024133676
E01020156,0.069257437,0.038702688,0.036067968,0.039649933,0.027841515,0.031265534
E01020157,0.059064229,0.043993311,0.042590062,0.044661838,0.021621096,0.040736164
E01020158,0.063571061,0.015379995,0.016119242,0.018674793,0.023465841,0.016049114
E01020159,0.02516059,0.021894226,0.017011226,0.01662784,0.021999575,0.021086417
E01020160,0.020121973,0.024877263,0.025129788,0.016758155,0.013928249,0.01837458
E01020161,0.012329234,0.047273097,0.046234472,0.015362154,0.014608952,0.012741573
E01020162,0.020451563,0.025215106,0.022436006,0.011829091,0.012180622,0.011943991
E01020163,0.012635924,0.029013166,0.02686997,0.011251801,0.011829091,0.011497281
E01020164,0.01766464,0.03510623,0.035693915,0.019742284,0.021012499,0.024187225
