Area,2008-2010,2009-2011,2010-2012,2011-2013,2012-2014,2013-2015,2014-2016
E01015216,,,,,,,
E01015217,,,,,,,
E01015218,,,,,,,
E01015219,,,,,,,
E01015220,,,,,,,
E01015221,,,,,,,
E01015222,,,,,,,
E01015223,,,,,,,
E01015224,,,,,,,
E01015225,,,,,,,
E01015226,,,,,,,
E01015227,,,,,,,
E01015228,,,,,,,
E01015229,,,,,,,
E01015230,,,,,,,
E01015231,,,,,,,
E01015232,,,,,,,
E01015233,,,,,,,
E01015234,,,,,,,
E01015235,,,,,,,
E01015236,,,,,,,
E01015237,,,,,,,
E01015238,,,,,,,
E01015239,,,,,,,
E01015240,,,,,,,
E01015241,,,,,,,
E01015242,,,,,,,
E01015243,,,,,,,
E01015244,,,,,,,
E01015245,,,,,,,
E01015246,,,,,,,
E01015247,,,,,,,
E01015248,,,,,,,
E01015249,,,,,,,
E01015250,,,,,,,
E01015251,,,,,,,
E01015252,,,,,,,
E01015253,,,,,,,
E01015254,,,,,,,
E01015255,,,,,,,
E01015256,,,,,,,
E01015257,,,,,,,
E01015258,,,,,,,
E01015259,,,,,,,
E01015260,,,,,,,
E01015261,,,,,,,
E01015262,,,,,,,
E01015263,,,,,,,
E01015264,,,,,,,
E01015265,,,,,,,
E01015266,,,,,,,
E01015267,,,,,,,
E01015268,,,,,,,
E01015269,,,,,,,
E01015270,,,,,,,
E01015271,,,,,,,
E01019886,#,#,#,#,#,#,61.95273752
E01019887,#,#,#,#,#,#,#
E01019888,#,#,#,#,#,#,#
E01019889,#,#,#,#,#,#,68.52287203
E01019890,#,#,#,76.18460647,76.53285842,76.53285842,#
E01019891,#,#,#,#,#,#,#
E01019892,#,#,#,#,#,#,#
E01019893,#,#,81.61371039,81.49666687,80.20269226,55.2117421,57.82028841
E01019894,#,#,#,#,#,#,#
E01019895,#,#,#,#,#,#,#
E01019896,#,#,#,#,#,#,#
E01019897,#,#,#,#,#,#,#
E01019898,94.61429078,83.10336114,78.34794921,64.31726149,63.67763375,58.49070823,84.75995951
E01019899,#,#,#,#,#,#,#
E01019900,#,#,#,#,#,#,#
E01019901,#,#,85.21015774,#,145.8765478,145.9499711,159.4798037
E01019902,#,#,#,#,#,54.41977044,67.43335941
E01019903,#,#,#,#,#,#,#
E01019904,#,#,#,#,#,#,#
E01019905,#,#,#,#,#,#,#
E01019906,#,#,#,#,#,#,#
E01019907,#,#,#,#,#,#,#
E01019908,#,#,#,#,#,#,#
E01019909,#,#,#,#,#,#,#
E01019910,#,#,#,#,#,#,#
E01019911,#,#,#,#,#,#,#
E01019912,#,#,#,#,#,#,#
E01019913,#,#,#,#,#,#,#
E01019914,#,#,#,#,#,#,#
E01019915,#,#,#,#,#,#,#
E01019916,#,69.53930392,73.56035469,#,#,#,#
E01019917,#,#,#,#,#,#,#
E01019918,#,#,#,#,#,#,#
E01019919,#,#,#,#,#,#,#
E01019920,#,#,#,#,#,#,#
E01019921,#,#,#,#,#,#,#
E01019922,#,#,#,#,#,#,#
E01019923,#,#,#,#,#,#,#
E01019924,#,#,#,#,#,#,#
E01019925,#,#,#,#,#,#,#
E01019927,#,#,#,#,#,#,#
E01019928,#,#,#,#,#,#,#
E01019929,#,#,#,#,#,#,#
E01019930,#,#,#,#,#,#,#
E01019931,#,#,#,#,#,#,#
E01019932,#,#,#,#,#,#,#
E01019933,#,#,#,#,#,#,#
E01019934,#,#,#,#,#,#,#
E01019935,#,#,#,#,#,#,130.9327231
E01019936,164.5288414,164.4797174,155.4106851,#,101.1364687,114.6144041,137.748096
E01019937,#,#,#,#,#,53.17703047,#
E01019938,69.19219231,78.75108998,106.6515699,97.4625326,103.6000529,84.26250974,96.17108774
E01019939,#,#,#,#,#,#,#
E01019940,#,#,#,#,#,#,#
E01019942,#,#,#,#,#,#,#
E01019943,#,#,#,#,#,#,#
E01019944,#,#,#,#,#,#,#
E01019945,#,#,#,#,#,55.44832531,65.7687931
E01019946,#,#,#,#,#,#,#
E01019947,#,#,#,#,#,#,#
E01019948,#,#,#,#,#,#,#
E01019949,#,#,#,#,#,#,#
E01019950,#,#,#,#,#,#,#
E01019951,#,#,#,#,#,#,#
E01019952,#,#,#,#,#,#,#
E01019953,#,#,#,#,#,#,#
E01019954,#,#,#,#,#,#,#
E01019955,#,#,#,#,#,#,#
E01019956,#,#,#,#,#,#,#
E01019957,#,#,#,#,#,#,#
E01019958,#,#,#,#,#,#,#
E01019959,#,#,#,#,#,#,#
E01019960,#,#,#,#,#,#,#
E01019961,#,#,#,58.88553089,62.72283319,74.02354311,66.259097
E01019962,#,#,#,#,#,#,#
E01019963,#,#,#,#,#,#,#
E01019964,46.18040856,61.90865372,56.26558256,50.72384339,#,#,#
E01019965,#,#,#,#,#,#,#
E01019966,#,#,#,#,#,#,108.6194498
E01019967,97.29223579,107.5979279,116.1707846,#,#,#,107.1846273
E01019968,#,#,#,#,#,#,#
E01019969,#,#,95.50629961,85.18865942,104.7962305,#,82.42291004
E01019970,#,#,#,#,#,81.98263511,81.88322781
E01019971,#,#,#,#,#,#,#
E01019972,#,#,#,#,#,#,#
E01019973,#,#,#,#,#,#,#
E01019974,#,#,#,#,#,#,#
E01019975,#,#,#,#,#,#,#
E01019976,#,#,#,#,#,#,#
E01019977,#,#,#,#,#,#,#
E01019980,#,#,#,#,#,#,#
E01019981,#,#,#,#,#,#,#
E01019982,#,#,#,#,#,#,#
E01019983,#,#,#,#,#,#,#
E01019984,#,#,#,#,#,#,#
E01019985,#,#,#,#,#,#,#
E01019986,#,#,#,#,#,#,#
E01019987,#,#,#,#,#,#,#
E01019988,#,#,#,#,#,#,#
E01019989,#,#,#,#,#,#,#
E01019990,#,#,#,#,#,#,#
E01019991,#,#,#,#,#,#,#
E01019992,#,#,#,#,#,#,#
E01019993,#,#,#,#,#,#,#
E01019994,#,#,#,#,#,#,#
E01019995,93.66910207,110.3881265,99.23104576,110.72138,90.05103706,90.15973441,70.74388236
E01019996,#,#,#,#,#,#,#
E01019997,#,#,#,#,#,#,#
E01019998,#,#,#,#,#,#,#
E01019999,#,#,#,#,#,#,#
E01020000,#,#,#,#,#,#,#
E01020001,#,#,#,#,#,#,#
E01020002,#,#,#,#,#,#,#
E01020003,#,#,#,#,#,#,#
E01020004,#,#,#,#,#,#,#
E01020005,#,#,#,#,#,#,#
E01020006,#,#,#,53.65872394,64.47305545,50.9080615,#
E01020007,#,#,#,#,#,#,#
E01020008,#,#,#,#,#,#,#
E01020009,#,#,#,#,#,#,#
E01020010,#,#,#,#,#,#,#
E01020011,#,#,#,#,#,#,#
E01020012,#,#,#,#,#,#,#
E01020013,#,#,#,#,#,#,#
E01020014,#,#,#,#,#,#,#
E01020015,#,#,#,#,#,#,#
E01020016,#,#,#,#,#,64.67229011,51.14711819
E01020017,#,#,#,#,46.27534439,50.78488445,55.19711799
E01020018,#,#,57.93037892,#,#,#,#
E01020019,#,#,#,#,#,#,#
E01020020,#,#,#,#,#,#,#
E01020021,#,#,#,#,#,#,#
E01020022,#,#,#,#,#,#,#
E01020023,#,#,#,#,#,#,#
E01020024,#,#,#,#,#,#,#
E01020025,#,#,#,#,#,#,#
E01020026,#,#,#,#,#,#,#
E01020027,#,#,#,#,#,#,#
E01020029,#,#,#,#,#,#,#
E01020030,#,#,#,#,#,#,#
E01020031,#,#,#,#,#,#,#
E01020032,#,#,#,#,#,#,#
E01020033,#,#,#,#,#,55.52041218,52.81107081
E01020035,101.3149221,90.7376156,71.25593653,#,#,55.04971394,50.37639031
E01020036,#,#,#,#,#,#,#
E01020037,#,#,#,#,#,#,#
E01020038,#,#,#,#,#,#,#
E01020039,#,#,#,#,#,#,#
E01020040,#,#,#,#,#,#,#
E01020041,#,#,#,#,#,#,#
E01020042,#,#,#,#,#,#,#
E01020043,#,#,#,#,#,#,#
E01020044,#,#,#,#,#,#,#
E01020045,#,#,#,#,#,#,70.18944642
E01020046,#,#,#,#,#,#,#
E01020047,#,#,#,#,#,#,#
E01020048,#,#,#,#,#,#,#
E01020049,#,#,#,#,#,#,97.54209948
E01020050,60.54869883,66.17532852,66.28011802,#,#,#,#
E01020051,#,#,#,#,#,#,#
E01020052,#,#,#,#,#,#,#
E01020053,#,#,#,#,#,#,#
E01020054,#,#,#,#,#,#,#
E01020055,#,#,#,#,#,#,#
E01020056,75.01496224,74.25529833,79.04390256,61.43007496,54.26235067,77.08546807,64.96337739
E01020057,#,#,#,#,#,#,#
E01020058,#,#,#,#,#,#,#
E01020059,#,#,#,#,59.82388588,59.83331021,#
E01020060,#,#,#,#,#,#,#
E01020061,#,#,#,#,#,#,#
E01020062,#,#,#,#,#,#,#
E01020063,#,#,#,#,#,#,#
E01020064,#,#,#,#,#,#,#
E01020065,#,#,#,#,57.14602181,63.6005629,#
E01020066,#,#,#,#,#,#,#
E01020067,#,#,#,#,#,#,#
E01020068,73.7138038,#,#,#,#,#,#
E01020069,#,#,#,#,#,#,#
E01020070,#,#,#,#,#,#,#
E01020071,#,#,#,#,#,#,#
E01020072,#,#,#,#,#,#,66.6692833
E01020073,#,#,#,#,#,85.12458383,67.94375563
E01020074,#,#,#,#,#,#,#
E01020075,#,#,#,#,#,#,#
E01020076,#,#,#,#,#,#,#
E01020077,#,#,#,#,#,#,#
E01020078,#,#,#,#,#,#,#
E01020079,#,#,#,#,#,#,#
E01020080,#,#,#,#,#,#,#
E01020081,#,#,#,#,#,#,86.69794397
E01020082,#,#,#,#,#,#,#
E01020083,49.95898291,#,53.83709783,53.2931981,53.12919177,53.21106856,63.75800832
E01020084,#,#,#,#,#,#,#
E01020085,#,#,#,#,#,#,#
E01020086,#,#,#,#,#,#,#
E01020087,72.47766176,90.54743432,109.8272495,99.17668317,127.4792257,109.4100861,99.64183264
E01020088,#,#,53.42101692,60.22228101,67.02304108,73.2384874,89.07854622
E01020089,#,#,#,#,#,#,#
E01020090,#,#,#,#,#,#,#
E01020091,#,#,#,#,#,#,#
E01020092,#,#,#,#,#,#,#
E01020093,#,#,#,#,#,#,#
E01020094,#,#,#,#,#,#,#
E01020095,#,#,#,#,#,#,#
E01020096,#,#,#,#,#,#,#
E01020097,#,55.46451977,66.49022176,49.51936901,66.19975936,48.93092672,74.99506194
E01020098,#,#,53.53960659,#,#,#,#
E01020099,#,#,#,#,#,102.0371395,92.59580876
E01020100,#,#,103.0187535,#,115.8378665,#,#
E01020101,#,#,#,#,#,#,#
E01020102,#,#,#,#,#,#,#
E01020103,#,#,#,#,#,#,#
E01020104,#,#,#,#,#,#,#
E01020105,#,#,#,#,#,#,#
E01020106,#,#,#,#,#,#,#
E01020107,#,#,#,#,#,#,#
E01020108,#,#,54.6190498,66.28663127,81.23635222,67.62767768,62.36912949
E01020109,#,#,#,#,#,#,#
E01020110,#,#,39.78185757,#,49.79894523,50.27145095,50.31375136
E01020111,#,#,#,#,#,#,#
E01020112,#,#,#,#,#,#,#
E01020113,#,#,#,#,#,#,#
E01020114,#,#,#,#,#,#,#
E01020115,#,#,#,#,#,#,#
E01020116,#,#,#,#,#,#,#
E01020117,#,#,100.9508345,#,#,#,#
E01020118,#,#,#,#,#,#,#
E01020119,99.38394308,100.3935076,84.53739043,75.79883897,117.5137111,156.6442264,158.3815313
E01020120,#,#,#,#,#,#,#
E01020121,#,#,#,#,#,#,#
E01020122,65.8244753,65.61979608,#,73.29687073,73.05719159,72.95895517,#
E01020123,#,#,#,#,#,#,#
E01020124,#,#,83.13317734,#,#,#,#
E01020125,#,#,#,#,#,#,#
E01020126,#,#,#,#,84.7969211,106.9600523,87.30859822
E01020127,73.88497699,80.23100068,107.8644198,118.0329461,121.905106,106.8781268,85.01452684
E01020128,#,#,#,#,#,#,#
E01020129,#,#,#,#,#,#,#
E01020130,#,#,#,#,#,#,#
E01020131,#,#,51.000334,57.21924699,#,#,#
E01020132,#,#,#,#,#,#,#
E01020133,#,#,#,#,#,#,#
E01020134,#,#,#,#,#,#,#
E01020135,#,#,#,#,#,#,#
E01020136,#,#,#,#,#,#,#
E01020137,#,#,#,#,#,#,#
E01020138,66.31563926,49.03040045,48.62090605,#,47.7477119,47.18060301,#
E01020139,#,#,#,#,#,#,#
E01020140,#,#,#,#,#,#,#
E01020141,#,#,#,#,#,#,#
E01020142,#,#,#,#,#,#,#
E01020143,49.9885682,50.04784401,#,#,#,55.17445915,#
E01020144,#,#,#,#,#,#,#
E01020145,#,#,54.02087324,58.84146656,#,#,#
E01020146,#,#,#,#,#,#,#
E01020147,#,#,#,#,#,#,#
E01020148,#,#,#,99.82090042,99.64415182,#,#
E01020149,146.1520983,131.425926,148.636434,139.200179,151.3589463,155.7316721,167.5204972
E01020150,#,#,71.30167246,71.85473196,63.14106386,#,#
E01020151,#,#,#,#,#,#,#
E01020152,#,#,#,#,#,#,#
E01020153,#,#,#,#,#,#,#
E01020154,#,#,#,#,#,#,#
E01020155,#,#,#,#,#,#,#
E01020156,#,60.41818641,92.0691212,78.52641995,70.51190011,#,68.774033
E01020157,#,#,#,#,48.07402596,53.88292436,69.06372338
E01020158,#,#,#,#,#,#,#
E01020159,#,#,78.27651553,103.9278843,117.3018288,122.0051833,112.9978214
E01020160,94.76819028,60.93061408,#,#,72.91959314,65.77021118,#
E01020161,#,#,#,#,#,#,#
E01020162,#,#,#,#,#,#,#
E01020163,#,#,#,#,#,#,#
E01020164,#,#,#,#,#,#,#
E01020165,#,#,#,#,#,#,#
E01020166,#,#,#,#,#,#,#
E01020167,91.10763452,#,#,#,#,#,#
E01020168,#,#,#,#,#,#,#
E01020169,#,#,#,#,#,#,#
E01020170,#,#,#,#,#,#,#
E01020171,#,#,#,#,#,#,#
E01020172,#,#,#,#,#,#,#
E01020173,#,#,#,#,#,#,#
E01020174,#,#,#,#,#,#,#
E01020175,#,#,#,#,#,#,#
E01020176,#,#,#,#,#,102.177039,127.1815566
E01020177,#,#,#,#,#,#,#
E01020178,#,#,#,#,#,#,#
E01020179,#,#,#,67.07102491,72.84345112,65.07158441,#
E01020180,#,#,#,#,#,#,#
E01020181,#,#,#,#,#,#,#
E01020182,#,#,#,#,#,#,#
E01020183,#,#,#,#,#,#,#
E01020184,#,#,#,#,#,#,#
E01020185,#,#,#,#,#,#,#
E01020186,#,#,#,#,#,#,#
E01020187,#,#,65.39104817,72.38883429,86.03081449,#,63.78516911
E01020188,#,#,#,#,#,#,#
E01020189,#,55.38380981,55.48391904,55.53867676,#,#,#
E01020190,56.94363512,69.43575265,68.75143996,55.32029181,#,#,59.4586385
E01020191,#,#,#,#,#,#,#
E01020192,#,#,#,#,#,#,#
E01020193,#,#,#,#,#,#,#
E01020194,#,#,#,#,#,#,#
E01020195,79.75571052,86.40689838,#,#,#,#,#
E01020196,#,#,#,#,#,#,#
E01020197,#,#,100.0340802,#,#,#,#
E01020198,#,#,#,#,#,#,#
E01020199,#,#,#,#,#,#,#
E01020200,#,#,#,#,#,#,#
E01020201,94.50370193,#,#,#,#,#,73.37739923
E01020202,96.67866903,#,81.57773615,#,#,#,#
E01020203,#,#,#,#,#,#,#
E01020204,#,#,#,#,#,#,#
E01020205,#,#,#,#,#,#,#
E01020206,#,#,#,#,#,#,#
E01020207,#,93.59518924,95.25871776,#,#,#,#
E01020208,#,#,#,#,#,#,#
E01020209,#,#,#,#,#,#,#
E01020210,#,#,#,#,#,#,#
E01020211,#,#,#,#,#,#,#
E01020212,#,#,#,#,#,#,#
E01020213,#,#,#,#,#,#,#
E01020214,#,#,#,#,#,#,#
E01020215,#,#,#,#,#,#,#
E01020216,#,#,#,#,#,#,#
E01020217,#,67.69854862,75.33216313,75.78309082,#,#,66.96015158
E01020218,#,#,#,#,#,#,#
E01020219,#,#,#,#,#,#,#
E01020220,#,82.80697076,89.77250716,95.97725027,#,#,#
E01020221,#,79.43784245,71.63788616,70.88912499,#,62.83555615,84.63736932
E01020222,#,#,#,#,#,#,#
E01020223,#,#,#,#,#,#,#
E01020224,#,#,#,#,#,#,#
E01020225,#,#,#,#,#,#,#
E01020226,#,#,#,#,#,#,#
E01020227,#,#,#,#,#,#,75.25821177
E01020228,#,#,#,#,#,#,#
E01020229,#,#,#,#,#,#,#
E01020230,#,#,#,#,#,#,#
E01020231,#,#,#,#,#,#,#
E01020232,#,#,#,#,#,#,#
E01020233,#,#,#,#,#,#,#
E01020234,#,#,#,#,#,#,#
E01020235,#,#,#,#,#,#,#
E01020236,#,#,#,#,#,#,#
E01020237,#,#,#,#,#,71.54279788,80.35238194
E01020238,#,#,#,#,#,#,#
E01020239,#,#,#,#,#,110.0304315,128.3186372
E01020240,106.2178717,#,#,#,#,#,69.46741775
E01020241,105.1656489,86.3576576,110.2013978,93.11787872,99.70635839,111.3866838,131.3670308
E01020242,#,#,98.97294156,95.16981521,78.3953234,#,#
E01020243,#,#,#,#,#,#,#
E01020244,#,#,#,#,#,#,#
E01020245,#,#,#,#,#,#,#
E01020246,#,#,#,#,#,#,#
E01020247,#,#,#,#,#,#,#
E01020248,78.67137401,69.72563043,78.83466675,#,#,#,#
E01020249,93.76159621,#,#,#,#,#,#
E01020250,#,#,#,#,#,#,#
E01020251,77.57514078,#,#,#,#,#,#
E01020252,#,#,#,#,#,#,#
E01020253,#,#,#,#,#,#,#
E01020254,#,#,#,#,#,#,#
E01020255,#,#,#,#,#,#,#
E01020256,101.8385306,118.1963261,132.2888544,151.666347,131.8140489,109.2474656,91.70155475
E01020257,#,#,#,#,#,#,#
E01020258,#,#,#,#,#,#,#
E01020259,#,#,#,#,#,#,#
E01020260,#,#,#,#,#,#,#
E01020261,#,#,#,#,#,#,#
E01020262,#,89.33587843,90.07466966,101.2069338,111.1997013,119.6880064,99.1721256
E01020263,#,#,#,#,#,#,#
E01020264,#,#,#,#,#,#,#
E01020265,#,#,#,#,#,#,#
E01020266,#,#,#,#,#,#,#
E01020267,#,#,#,#,#,#,#
E01020268,#,#,#,#,#,#,#
E01020269,#,#,#,#,#,#,#
E01020270,#,#,#,#,#,#,#
E01020271,#,#,#,#,#,#,#
E01020272,#,#,#,#,#,#,#
E01020273,#,#,#,#,#,#,#
E01020274,#,#,#,#,#,#,#
E01020275,#,#,#,#,#,#,#
E01020276,#,#,#,#,#,#,#
E01020277,#,#,#,#,#,#,#
E01020278,#,#,#,#,#,#,#
E01020279,#,#,#,#,#,#,#
E01020280,#,#,#,#,#,#,#
E01020281,#,#,#,#,#,#,#
E01020282,#,#,#,#,#,#,69.01306421
E01020283,#,#,#,#,#,#,#
E01020284,#,#,#,#,#,#,#
E01020285,#,#,#,#,#,#,#
E01020286,#,#,66.69562141,82.70257948,65.49251671,#,#
E01020287,#,#,#,#,#,80.23356297,94.76417995
E01020288,#,#,#,#,#,92.00257776,91.48418554
E01020289,#,#,#,#,82.00043586,81.50770952,72.15433072
E01020290,#,#,#,#,#,64.86345503,64.35657135
E01020291,#,#,#,#,#,#,#
E01020292,#,#,#,#,#,#,#
E01020293,#,#,#,57.8114875,79.31514588,74.3628602,63.83393658
E01020294,#,#,#,#,#,#,#
E01020295,75.58702774,66.43317309,73.75232421,#,#,66.22469692,66.70879827
E01020296,110.0230805,94.01548325,75.69688051,84.55621076,#,#,83.64376292
E01020297,#,#,#,#,#,#,#
E01020298,#,#,#,#,#,#,#
E01020299,#,#,#,#,#,#,#
E01020300,#,#,#,#,#,#,#
E01020301,#,#,#,#,#,#,#
E01020302,#,#,#,#,#,#,#
E01020303,#,#,#,#,#,#,#
E01020304,#,#,#,#,#,#,#
E01020305,#,#,#,#,#,#,#
E01020306,#,#,#,#,#,#,#
E01020307,#,#,#,#,#,#,#
E01020308,#,#,#,#,#,#,#
E01020309,#,#,#,#,#,#,#
E01020310,#,#,#,#,#,#,#
E01020311,#,54.14922382,60.79097844,60.68413696,#,#,#
E01020312,#,#,#,#,#,#,#
E01020313,#,#,#,#,#,#,#
E01020314,79.34521,86.94587583,100.4935297,93.00007938,92.65888856,98.32895908,115.2378516
E01020315,#,#,#,#,#,83.60693826,82.69674497
E01020316,#,#,#,#,61.97062001,62.02754093,89.12515107
E01020317,#,#,#,#,96.44164851,105.3732175,97.49747904
E01020318,#,#,#,#,#,#,#
E01020319,#,#,78.41150803,68.9707731,68.43953743,#,84.5400164
E01020320,117.3124985,104.0726747,#,#,#,#,#
E01020321,84.73889762,86.08571398,63.14062035,71.50008712,65.39980242,69.73418381,#
E01020322,100.7094806,98.6536859,104.7858363,54.09717037,71.35331177,81.41644385,76.95791845
E01020323,#,#,#,53.07672124,64.97346163,85.83087378,90.92047474
E01020324,#,#,#,#,82.98584311,108.243261,84.65043825
E01020325,#,#,#,#,#,#,#
E01020326,#,#,#,#,#,#,68.25812169
E01020327,#,#,#,#,#,#,#
E01020328,#,#,#,#,#,#,#
E01020329,73.26594566,82.5350107,#,70.80765178,#,70.71867084,#
E01020330,#,#,#,#,#,#,#
E01020331,#,#,79.39496857,79.31207226,79.29551377,#,78.76926838
E01020332,#,#,#,#,#,#,#
E01020333,60.84277939,#,#,#,#,#,#
E01020334,#,#,#,#,#,#,#
E01020335,#,#,#,#,#,#,#
E01020336,#,#,#,#,#,#,#
E01020337,#,#,#,#,#,#,#
E01020338,#,#,#,#,#,#,52.5194244
E01020339,#,#,#,68.23208504,68.63430103,#,#
E01020340,67.40124416,#,#,#,#,#,#
E01020341,#,#,#,88.43383435,103.8257699,89.49267926,72.23150819
E01020342,#,#,#,#,#,#,#
E01032628,#,#,#,72.63005331,87.39681954,71.34211444,#
E01032657,,,,,,,
E01032658,,,,,,,
E01033232,#,#,#,#,#,#,#
E01033233,#,#,20.32382757,20.77532527,22.33841201,18.10621123,20.10965039
E01033234,#,#,116.5662199,103.6908415,116.9591449,74.23239331,90.26465489
E01033235,#,#,#,#,#,#,#
E01033236,#,#,#,#,#,#,#
E07000040,5.377392728,5.23720956,5.695537424,5.603404072,6.190708077,5.932460736,6.466485951
E07000041,4.549324858,4.27235861,4.734299266,5.062660709,5.435907862,5.345405883,5.045164773
E07000042,6.68601839,6.279445459,6.451351166,6.517485608,6.679789294,7.249514111,7.223954483
E07000043,6.569749574,6.751466335,7.846847666,7.742684458,8.40183526,8.224733821,8.158157994
E07000044,7.121614135,6.871263862,7.235115865,7.616151727,7.861542678,7.870967103,8.415340485
E07000045,6.043598121,5.845417229,6.33531506,6.053384953,6.004022053,6.091056344,6.522234333
E07000046,6.90359683,6.669814142,7.452217608,7.839532094,8.304137035,8.736403978,8.790652305
E07000047,11.16981193,10.89920396,10.70133064,10.91824083,11.55860885,12.33369002,12.68493851
E10000008,2.366162645,2.301083901,2.477108345,2.489987189,2.621032668,2.636628281,2.713685439
E06000026,,,,,,,
E06000027,,,,,,,
IMDQ1,8.428702978,8.754853625,9.431797469,10.542053,11.05655262,12.08317673,11.17888061
IMDQ2,4.640097865,4.630790671,4.921639726,5.023407459,5.402195984,5.523357246,5.495397833
IMDQ3,4.608081058,4.491850892,4.879377818,4.872822119,5.153938528,5.212188824,5.427546233
IMDQ4,4.732377474,4.409654052,4.698424117,4.694650768,4.91568569,4.731535064,4.956676772
