Area,RD&E Exeter Hospital,Barnstaple Hospital,Torbay Hospital,Plymouth Hospital,Community Hospital,Outside Devon,Total
TOWN07,3313,24,23,14,2651,916,6941
TOWN08,11,1,448,27,197,57,741
TOWN09,944,2,595,6,1029,36,2612
TOWN10,38250,62,558,121,8395,1677,49063
TOWN11,9004,19,81,48,9445,523,19120
TOWN12,109,2323,12,10,291,96,2841
TOWN13,399,2045,16,195,303,1479,4437
TOWN14,3513,9,21,12,5664,542,9761
TOWN15,82,4138,14,23,2988,203,7448
TOWN16,46,13,391,5470,1919,336,8175
TOWN17,25,6,1049,1208,1958,268,4514
TOWN18,4,332,0,1,220,30,587
TOWN19,661,1,222,6,88,33,1011
TOWN20,593,9,3761,36,3386,139,7924
TOWN21,4478,544,63,278,1410,631,7404
TOWN22,3287,2,23,19,1688,167,5186
TOWN23,2262,5,13,5,930,156,3371
TOWN24,3161,5,17,12,1279,204,4678
TOWN25,173,2810,5,14,199,160,3361
TOWN26,89,20,55,4359,5490,510,10523
TOWN27,113,1,894,7,730,42,1787
TOWN28,4790,185,46,21,8120,662,13824
TOWN29,27,2,1330,430,942,88,2819
DIV1,3960,8,55,11,843,113,4990
DIV2,50,0,533,24,472,27,1106
DIV3,1586,3,3,6,479,426,2503
DIV4,76,5066,11,10,113,122,5398
DIV5,54,4091,11,12,111,109,4388
DIV6,10,6,46,2149,701,102,3014
DIV7,63,3211,12,8,2035,137,5466
DIV8,54,2109,2,18,1318,133,3634
DIV9,167,1,642,14,534,18,1376
DIV10,36,2822,8,7,110,147,3130
DIV11,2183,3,26,9,601,107,2929
DIV12,1359,3,444,7,456,72,2341
DIV13,125,2276,5,20,124,101,2651
DIV14,42,2755,9,17,825,141,3789
DIV15,3024,27,16,12,697,147,3923
DIV16,2326,177,23,11,1228,136,3901
DIV17,2107,13,13,9,1378,155,3675
DIV18,13,1,590,21,289,47,961
DIV19,625,2,486,3,993,23,2132
DIV20,2599,6,16,13,480,274,3388
DIV21,2407,4,307,6,375,105,3204
DIV22,2578,2,24,13,2352,134,5103
DIV23,5969,17,51,32,6849,353,13271
DIV24,4270,8,45,13,998,128,5462
DIV25,3183,7,19,13,4747,190,8159
DIV26,41,2800,5,10,187,104,3147
DIV27,2330,197,44,38,649,220,3478
DIV28,4131,4,31,7,1000,112,5285
DIV29,399,2045,16,195,303,1479,4437
DIV30,57,2703,10,14,2467,128,5379
DIV31,23,2,671,3,393,29,1121
DIV32,20,4,148,1829,580,104,2685
DIV33,13,3,729,626,1193,198,2762
DIV34,45,1,631,0,684,16,1377
DIV35,36,4,733,4,693,24,1494
DIV36,32,0,804,9,687,23,1555
DIV37,58,2664,8,9,1246,128,4113
DIV38,1978,25,19,662,1236,547,4467
DIV39,2530,1,16,15,1173,161,3896
DIV40,3785,3,42,21,783,119,4753
DIV41,19,4,477,1070,1072,130,2772
DIV42,2466,5,13,5,1269,170,3928
DIV43,2783,4,16,9,1112,171,4095
DIV44,23,2,628,1371,476,130,2630
DIV45,299,2111,5,12,492,142,3061
DIV46,3660,6,43,11,731,228,4679
DIV47,4159,12,33,14,798,256,5272
DIV48,16,13,21,1859,2934,160,5003
DIV49,95,1,747,7,609,38,1497
DIV50,1752,21,17,7,3588,208,5593
DIV51,1658,28,14,5,3086,259,5050
DIV52,316,2646,14,14,360,118,3468
DIV53,11,2,600,69,705,38,1425
DIV54,2925,4,35,11,661,120,3756
DIV55,1673,7,14,9,1697,551,3951
DIV56,1288,9,14,6,1519,855,3691
DIV57,4588,4,36,10,1271,126,6035
DIV58,36,6,32,2074,2012,192,4352
CHSCTAXE,7256,13,33,23,2871,916,11112
CHSCTBARNSTAPLE,168,11594,31,45,354,318,12510
CHSCTBIDEFORD,198,10222,26,39,4583,437,15505
CHSCTBRAUNTON,122,7292,22,31,3318,380,11165
CHSCTCREDITON,4638,90,35,22,1072,233,6090
CHSCTCULLOMPTON,4676,28,39,20,3241,997,9001
CHSCTDAWLISH,734,4,1383,10,1703,66,3900
CHSCTEXETERCHALL,17577,30,483,52,3915,610,22667
CHSCTEXETERSYCAMORE,20345,32,178,70,4437,1033,26095
CHSCTEXMOUTH,9004,19,81,48,9445,523,19120
CHSCTHONITON,6291,10,40,29,7198,695,14263
CHSCTIVYBRIDGE,58,13,853,4813,1777,329,7843
CHSCTKINGSBRIDGE,25,6,1049,1208,1958,268,4514
CHSCTNABBOT,188,6,2996,22,2605,100,5917
CHSCTOKE,4833,219,319,347,1526,423,7667
CHSCTSMOLTON,645,3237,11,20,351,200,4464
CHSCTTAVISTOCK,90,22,60,5320,5628,759,11879
CHSCTTEIGN,250,2,1369,70,1158,64,2913
CHSCTTIVERTON,4466,188,39,20,7942,647,13302
CHSCTTORRINGTON,526,4930,29,211,797,1640,8133
CHSCTTOTNES,21,2,987,43,895,93,2041
Eastern,,,,,,,
Northern,,,,,,,
Southern,,,,,,,
Western,,,,,,,
