Area,2014-15,2015-16
E01019948,0.52182375,0.52182375
E01019949,#,#
E01019950,0,0
E01019951,#,#
E01019952,#,#
E01019953,#,#
E01019954,#,#
E01019955,#,#
E01019956,#,#
E01019957,#,#
E01019958,0.400855794,0.400855794
E01019959,#,#
E01019960,#,#
E01019961,0.52182375,0.52182375
E01019962,#,#
E01019963,0.369416648,0.369416648
E01019964,#,#
E01019965,0,0
E01019966,#,#
E01019967,#,#
E01019968,#,#
E01019969,0,0
E01019970,#,#
E01019971,#,#
E01019972,0,0
E01019973,0.371385404,0.371385404
E01019974,#,#
E01019975,#,#
E01019976,#,#
E01019977,#,#
E01019980,#,#
E01019981,0,0
E01019982,0,0
E01019983,0,0
E01019984,#,#
E01019985,#,#
E01019986,#,#
E01019987,#,#
E01019988,#,#
E01019989,#,#
E01019990,#,#
E01019991,#,#
E01019992,0.52182375,0.52182375
E01019993,#,#
E01019994,#,#
E01019995,0.36737161,0.36737161
E01019996,#,#
E01019997,0,0
E01019998,#,#
E01019999,#,#
E01020000,0,0
E01020001,#,#
E01020002,#,#
E01020003,#,#
E01020004,#,#
E01020005,#,#
E01020006,#,#
E01020007,0,0
E01020008,0,0
E01020009,0,0
E01020010,#,#
E01020011,#,#
E01020012,#,#
E01020013,#,#
E01020014,#,#
E01020015,0,0
E01020016,#,#
E01020017,#,#
E01020018,0.400855794,0.400855794
E01020019,#,#
E01020020,#,#
E01020021,0,0
E01020022,0,0
E01020023,0.52182375,0.52182375
E01020024,#,#
E01020025,#,#
E01020026,#,#
E01020027,0,0
E01020029,0,0
E01020030,#,#
E01020031,#,#
E01020032,0.52182375,0.52182375
E01020033,#,#
E01020035,#,#
E01020036,#,#
E01020037,#,#
E01020038,#,#
E01020039,0.435866054,0.435866054
E01020040,0,0
E01020041,#,#
E01020042,#,#
E01020043,#,#
E01020044,#,#
E01020045,0,0
E01020046,#,#
E01020047,0.459258126,0.459258126
E01020048,0.52182375,0.52182375
E01020049,#,#
E01020050,#,#
E01020051,#,#
E01020052,#,#
E01020053,0,0
E01020054,0,0
E01020055,#,#
E01020056,#,#
E01020057,#,#
E01020058,#,#
E01020059,#,#
E01020060,0.459258126,0.459258126
E01020061,#,#
E01020062,#,#
E01020063,0.52182375,0.52182375
E01020064,0,0
E01020065,#,#
E01020066,0,0
E01020067,#,#
E01020068,#,#
E01020069,#,#
E01020070,#,#
E01020071,#,#
E01020072,0,0
E01020073,#,#
E01020074,0,0
E01020075,#,#
E01020076,#,#
E01020077,0,0
E01020078,0.369416648,0.369416648
E01020079,0.459258126,0.459258126
E01020080,#,#
E01020081,#,#
E01020082,#,#
E01020083,0,0
E01020084,#,#
E01020085,#,#
E01020086,#,#
E01020087,#,#
E01020088,#,#
E01020089,0.401509671,0.401509671
E01020090,0,0
E01020091,#,#
E01020092,#,#
E01020093,0.356095462,0.356095462
E01020094,0.205907214,0.205907214
E01020095,0.369416648,0.369416648
E01020096,0.336267117,0.336267117
E01020097,#,#
E01020098,#,#
E01020099,#,#
E01020100,#,#
E01020101,0.52182375,0.52182375
E01020102,#,#
E01020103,#,#
E01020104,0,0
E01020105,#,#
E01020106,#,#
E01020107,0.401509671,0.401509671
E01020108,#,#
E01020109,#,#
E01020110,#,#
E01020111,#,#
E01020112,#,#
E01020113,#,#
E01020114,0.52182375,0.52182375
E01020115,#,#
E01020116,#,#
E01020117,0.52182375,0.52182375
E01020118,#,#
E01020119,0.459258126,0.459258126
E01020120,0.369416648,0.369416648
E01020121,0.345016117,0.345016117
E01020122,#,#
E01020123,#,#
E01020124,0.401509671,0.401509671
E01020125,#,#
E01020126,#,#
E01020127,#,#
E01020128,#,#
E01020129,#,#
E01020130,#,#
E01020131,0.459258126,0.459258126
E01020132,0.308497108,0.308497108
E01020133,#,#
E01020134,#,#
E01020135,#,#
E01020136,0.52182375,0.52182375
E01020137,0.459258126,0.459258126
E01020138,0.52182375,0.52182375
E01020139,0.52182375,0.52182375
E01020140,#,#
E01020141,0.401509671,0.401509671
E01020142,#,#
E01020143,#,#
E01020144,#,#
E01020145,0,0
E01020146,#,#
E01020147,#,#
E01020148,#,#
E01020149,0,0
E01020150,#,#
E01020151,#,#
E01020152,0.459258126,0.459258126
E01020153,#,#
E01020154,#,#
E01020155,#,#
E01020156,#,#
E01020157,#,#
E01020158,#,#
E01020159,#,#
E01020160,#,#
E01020161,0.247510825,0.247510825
E01020162,#,#
E01020163,#,#
E01020164,0.52182375,0.52182375
E01020165,0,0
E01020166,0,0
E01020167,0,0
E01020168,0.401509671,0.401509671
E01020169,#,#
E01020170,#,#
E01020171,#,#
E01020172,#,#
E01020173,#,#
E01020174,#,#
E01020175,#,#
E01020176,#,#
E01020177,#,#
E01020178,#,#
E01020179,#,#
E01020180,0.52182375,0.52182375
E01020181,#,#
E01020182,0,0
E01020183,0.459258126,0.459258126
E01020184,0.52182375,0.52182375
E01020185,0.52182375,0.52182375
E01020186,#,#
E01020187,#,#
E01020188,#,#
E01020189,#,#
E01020190,0.52182375,0.52182375
E01020191,#,#
E01020192,0,0
E01020193,0,0
E01020194,#,#
E01020195,#,#
E01020196,0.459258126,0.459258126
E01020197,#,#
E01020198,#,#
E01020199,#,#
E01020200,#,#
E01020201,#,#
E01020202,0.435866054,0.435866054
E01020203,0.345016117,0.345016117
E01020204,#,#
E01020205,#,#
E01020206,0.52182375,0.52182375
E01020207,#,#
E01020208,0.459258126,0.459258126
E01020209,0.409616397,0.409616397
E01020210,#,#
E01020211,#,#
E01020212,0.52182375,0.52182375
E01020213,#,#
E01020214,0.401509671,0.401509671
E01020215,#,#
E01020216,#,#
E01020217,#,#
E01020218,#,#
E01020219,#,#
E01020220,#,#
E01020221,#,#
E01020222,0,0
E01020223,#,#
E01020224,#,#
E01020225,#,#
E01020226,#,#
E01020227,0.52182375,0.52182375
E01020228,0.300624902,0.300624902
E01020229,0.52182375,0.52182375
E01020230,#,#
E01020231,0.435866054,0.435866054
E01020232,0.474567912,0.474567912
E01020233,0.377871351,0.377871351
E01020234,#,#
E01020235,0.380136784,0.380136784
E01020236,#,#
E01020237,#,#
E01020238,#,#
E01020239,0.409616397,0.409616397
E01020240,#,#
E01020241,#,#
E01020242,#,#
E01020243,0,0
E01020244,0.377871351,0.377871351
E01020245,#,#
E01020246,0,0
E01020247,#,#
E01020248,#,#
E01020249,#,#
E01020250,#,#
E01020251,#,#
E01020252,0.52182375,0.52182375
E01020253,#,#
E01020254,0.52182375,0.52182375
E01020255,#,#
E01020256,#,#
E01020257,#,#
E01020258,#,#
E01020259,0,0
E01020260,0,0
E01020261,#,#
E01020262,0,0
E01020263,#,#
E01020264,#,#
E01020265,#,#
E01020266,0,0
E01020267,#,#
E01020268,#,#
E01020269,0.284914153,0.284914153
E01020270,#,#
E01020271,0.369416648,0.369416648
E01020272,#,#
E01020273,0,0
E01020274,#,#
E01020275,#,#
E01020276,#,#
E01020277,0.336267117,0.336267117
E01020278,#,#
E01020279,0.435866054,0.435866054
E01020280,#,#
E01020281,#,#
E01020282,0.474567912,0.474567912
E01020283,0.474567912,0.474567912
E01020284,#,#
E01020285,#,#
E01020286,#,#
E01020287,#,#
E01020288,#,#
E01020289,#,#
E01020290,#,#
E01020291,#,#
E01020292,#,#
E01020293,0.435866054,0.435866054
E01020294,0.459258126,0.459258126
E01020295,#,#
E01020296,0,0
E01020297,#,#
E01020298,0.282819171,0.282819171
E01020299,#,#
E01020300,#,#
E01020301,#,#
E01020302,#,#
E01020303,0.459258126,0.459258126
E01020304,0.459258126,0.459258126
E01020305,0,0
E01020306,0.409616397,0.409616397
E01020307,0.52182375,0.52182375
E01020308,#,#
E01020309,0,0
E01020310,#,#
E01020311,#,#
E01020312,#,#
E01020313,#,#
E01020314,#,#
E01020315,#,#
E01020316,#,#
E01020317,#,#
E01020318,#,#
E01020319,0,0
E01020320,0,0
E01020321,#,#
E01020322,#,#
E01020323,#,#
E01020324,#,#
E01020325,0,0
E01020326,#,#
E01020327,#,#
E01020328,#,#
E01020329,#,#
E01020330,#,#
E01020331,#,#
E01020332,#,#
E01020333,#,#
E01020334,0.409616397,0.409616397
E01020335,0.409616397,0.409616397
E01020336,0.459258126,0.459258126
E01020337,0.52182375,0.52182375
E01020338,0.369416648,0.369416648
E01020339,#,#
E01020340,#,#
E01020341,#,#
E01020342,#,#
E01032628,#,#
E01032657,,
E01032658,,
E01033232,0,0
E01033233,#,#
E01033234,#,#
E01033235,0.459258126,0.459258126
E01033236,0,0
E07000040,0.048957372,0.048957372
E07000041,0.056067106,0.056067106
E07000042,0.074218902,0.074218902
E07000043,0.038790012,0.038790012
E07000044,0.062358156,0.062358156
E07000045,0.041771561,0.041771561
E07000046,0.067657233,0.067657233
E07000047,0.083500942,0.083500942
E10000008,0.017337906,0.017337906
E06000026,,
E06000027,,
IMDQ1,0.079722101,0.079722101
IMDQ2,0.035030659,0.035030659
IMDQ3,0.033910457,0.033910457
IMDQ4,0.039151707,0.039151707
IMDQ5,0.047865142,0.047865142
E02003122,,
E02003123,,
E02003124,,
E02003125,,
E02003126,,
E02003127,,
E02003128,,
E02003129,,
E02003130,,
E02003131,,
E02003132,,
E02003133,,
E02003134,,
E02003135,,
E02003136,,
E02003137,,
E02003138,,
E02003139,,
E02003140,,
E02003141,,
E02003142,,
E02003143,,
E02003144,,
E02003145,,
E02003146,,
E02003147,,
E02003148,,
E02003149,,
E02003150,,
E02003151,,
E02003152,,
E02003153,,
E02003154,,
E02003155,,
E02003156,,
E02003157,,
E02003158,,
E02003159,,
E02003161,,
E02003163,,
E02003164,,
E02003165,,
E02003166,,
E02003167,,
E02003168,,
E02003169,,
E02003170,,
E02003171,,
E02004129,0.380136784,0.380136784
E02004130,0.226113507,0.226113507
E02004131,0.301462832,0.301462832
E02004132,0.435866054,0.435866054
E02004133,0.371385404,0.371385404
E02004134,0.228926827,0.228926827
E02004135,0.283374358,0.283374358
E02004136,0.400855794,0.400855794
E02004137,0.409616397,0.409616397
E02004138,0.198732763,0.198732763
E02004139,0.345016117,0.345016117
E02004140,0.257024188,0.257024188
E02004141,0.284914153,0.284914153
E02004142,#,#
E02004143,0.264648469,0.264648469
E02004144,0.308497108,0.308497108
E02004145,0.371385404,0.371385404
E02004146,0.337015287,0.337015287
E02004147,0.356095462,0.356095462
E02004148,0.212758461,0.212758461
E02004149,0.369416648,0.369416648
E02004150,0.369416648,0.369416648
E02004151,0.247052638,0.247052638
E02004152,0.52182375,0.52182375
E02004153,#,#
E02004154,#,#
E02004155,0.267255919,0.267255919
E02004156,0.200360838,0.200360838
E02004157,0.264648469,0.264648469
E02004158,0.267255919,0.267255919
E02004159,0.283374358,0.283374358
E02004160,0.239820738,0.239820738
E02004161,0.335937671,0.335937671
E02004162,0.371385404,0.371385404
E02004163,0.284336574,0.284336574
E02004164,0.409616397,0.409616397
E02004165,0.301462832,0.301462832
E02004166,0.459258126,0.459258126
E02004167,0.423864851,0.423864851
E02004168,0.168433471,0.168433471
E02004169,#,#
E02004170,#,#
E02004171,0.371385404,0.371385404
E02004172,0.356095462,0.356095462
E02004173,0.345016117,0.345016117
E02004174,0.300624902,0.300624902
E02004175,0.284914153,0.284914153
E02004176,0.271269363,0.271269363
E02004177,0.317471082,0.317471082
E02004178,0.369416648,0.369416648
E02004179,0.192190307,0.192190307
E02004180,0.239820738,0.239820738
E02004181,0.185301968,0.185301968
E02004182,0.123855905,0.123855905
E02004183,0.212758461,0.212758461
E02004184,0.267255919,0.267255919
E02004185,0.193422814,0.193422814
E02004186,0.198732763,0.198732763
E02004187,0.168433471,0.168433471
E02004188,0.321870826,0.321870826
E02004189,#,#
E02004190,0.280891134,0.280891134
E02004191,0.168433471,0.168433471
E02004192,0.377871351,0.377871351
E02004193,0.186155785,0.186155785
E02004194,0.321858462,0.321858462
E02004195,0.308497108,0.308497108
E02004196,0.257847285,0.257847285
E02004197,0.283374358,0.283374358
E02004198,0.2528179,0.2528179
E02004199,0.321858462,0.321858462
E02004200,0.377871351,0.377871351
E02004201,0.409616397,0.409616397
E02004202,0.247510825,0.247510825
E02004203,#,#
E02004204,0.178709575,0.178709575
E02004205,0.226113507,0.226113507
E02004206,0.185157415,0.185157415
E02004207,0.245126766,0.245126766
E02004208,0.274120636,0.274120636
E02004209,0.216982714,0.216982714
E02004210,0.127702868,0.127702868
E02004211,0.301462832,0.301462832
E02004212,0.168433471,0.168433471
E02004213,0.284914153,0.284914153
E02004214,0.306569354,0.306569354
E02004215,0.218019361,0.218019361
E02004216,0.239820738,0.239820738
E02004217,0.236614003,0.236614003
E02004218,0.321858462,0.321858462
E02004219,0.336267117,0.336267117
E02004220,0.293689963,0.293689963
E02004221,0.22482995,0.22482995
E02004222,0.356095462,0.356095462
E02004223,0.168824273,0.168824273
E02004224,0.409616397,0.409616397
E02004225,0.185301968,0.185301968
E02004226,0.285272018,0.285272018
E02004227,0.207649075,0.207649075
E02004228,0.371385404,0.371385404
E02004229,0.474567912,0.474567912
E02004230,0.31779116,0.31779116
E02004231,0.409616397,0.409616397
E02004232,0.35245285,0.35245285
E02004233,0.11178324,0.11178324
E02004234,0.335937671,0.335937671
E02004235,0.285272018,0.285272018
E02006840,,
TOWN01,0.236614003,0.236614003
TOWN02,0.200703651,0.200703651
TOWN03,0.053879974,0.053879974
TOWN04,0.095964115,0.095964115
TOWN05,0.170066922,0.170066922
TOWN06,0.167474668,0.167474668
TOWN07,0.236009327,0.236009327
TOWN08,0.195064323,0.195064323
TOWN09,0.122707975,0.122707975
TOWN10,0.051385636,0.051385636
TOWN11,0.085621545,0.085621545
TOWN12,0.147763312,0.147763312
TOWN13,0.163606202,0.163606202
TOWN14,0.148352667,0.148352667
TOWN15,0.142786221,0.142786221
TOWN16,0.109475878,0.109475878
TOWN17,0.168844543,0.168844543
TOWN18,0.602364636,0.602364636
TOWN19,0.55587955,0.55587955
TOWN20,0.055402069,0.055402069
TOWN21,0.176959708,0.176959708
TOWN22,0.263699156,0.263699156
TOWN23,0.169535017,0.169535017
TOWN24,0.168844543,0.168844543
TOWN25,0.157908108,0.157908108
TOWN26,0.096469207,0.096469207
TOWN27,0.123101317,0.123101317
TOWN28,0.092080489,0.092080489
TOWN29,0.134121364,0.134121364
DIV1,0.170066922,0.170066922
DIV2,0.207175047,0.207175047
DIV3,0.216982714,0.216982714
DIV4,0.07159468,0.07159468
DIV5,0.189162716,0.189162716
DIV6,0.301462832,0.301462832
DIV7,0.170066922,0.170066922
DIV8,0.2528179,0.2528179
DIV9,0.159714209,0.159714209
DIV10,0.170066922,0.170066922
DIV11,0.221027601,0.221027601
DIV12,0.200828454,0.200828454
DIV13,0.180305842,0.180305842
DIV14,0.180475813,0.180475813
DIV15,0.245126766,0.245126766
DIV16,0.217388044,0.217388044
DIV17,0.356095462,0.356095462
DIV18,0.226113507,0.226113507
DIV19,0.134369411,0.134369411
DIV20,0.369416648,0.369416648
DIV21,0.247510825,0.247510825
DIV22,0.169303571,0.169303571
DIV23,0.110408955,0.110408955
DIV24,0.308497108,0.308497108
DIV25,0.14853998,0.14853998
DIV26,0.149700028,0.149700028
DIV27,0.301462832,0.301462832
DIV28,0.195644694,0.195644694
DIV29,0.163606202,0.163606202
DIV30,0.193422814,0.193422814
DIV31,0.192190307,0.192190307
DIV32,0.186155785,0.186155785
DIV33,0.189162716,0.189162716
DIV34,0.160764871,0.160764871
DIV35,0.138015125,0.138015125
DIV36,0.149700028,0.149700028
DIV37,0.172502238,0.172502238
DIV38,0.230542609,0.230542609
DIV39,0.335937671,0.335937671
DIV40,0.161097615,0.161097615
DIV41,0.241045872,0.241045872
DIV42,0.157908108,0.157908108
DIV43,0.181183779,0.181183779
DIV44,0.186155785,0.186155785
DIV45,0.132274604,0.132274604
DIV46,0.192190307,0.192190307
DIV47,0.237889814,0.237889814
DIV48,0.11178324,0.11178324
DIV49,0.134553356,0.134553356
DIV50,0.280891134,0.280891134
DIV51,0.10576281,0.10576281
DIV52,0.14556943,0.14556943
DIV53,0.16528845,0.16528845
DIV54,0.213898846,0.213898846
DIV55,0.31779116,0.31779116
DIV56,0.369416648,0.369416648
DIV57,0.301462832,0.301462832
DIV58,0.194832632,0.194832632
CHSCTAXE,0.090346592,0.090346592
CHSCTBARNSTAPLE,0.060040042,0.060040042
CHSCTBIDEFORD,0.083271029,0.083271029
CHSCTBRAUNTON,0.094052318,0.094052318
CHSCTCREDITON,0.183795526,0.183795526
CHSCTCULLOMPTON,0.156476951,0.156476951
CHSCTDAWLISH,0.083727981,0.083727981
CHSCTEXETERCHALL,0.080469685,0.080469685
CHSCTEXETERSYCAMORE,0.07833607,0.07833607
CHSCTEXMOUTH,0.085621545,0.085621545
CHSCTHONITON,0.128210347,0.128210347
CHSCTIVYBRIDGE,0.104211105,0.104211105
CHSCTKINGSBRIDGE,0.168844543,0.168844543
CHSCTNABBOT,0.05680225,0.05680225
CHSCTOKE,0.169378845,0.169378845
CHSCTSMOLTON,0.144860733,0.144860733
CHSCTTAVISTOCK,0.092888118,0.092888118
CHSCTTEIGN,0.176959708,0.176959708
CHSCTTIVERTON,0.092080489,0.092080489
CHSCTTORRINGTON,0.087888894,0.087888894
CHSCTTOTNES,0.120960803,0.120960803
Eastern,,
Northern,,
Southern,,
Western,,
